,day,avg_energy,humidity,windSpeed,temperatureMax,holiday_ind
559,2013-06-03,8.113019420728328,0.6,4.16,20.07,0
560,2013-06-04,8.018978894620819,0.71,3.59,19.64,0
561,2013-06-05,8.012264711376762,0.68,4.28,20.88,1
562,2013-06-06,7.966878922963393,0.66,4.3,19.64,0
563,2013-06-07,8.05955094284914,0.69,5.44,17.06,0
564,2013-06-08,8.269646783395647,0.72,4.59,14.17,1
565,2013-06-09,9.147056678338942,0.68,1.67,14.56,1
566,2013-06-10,8.576192998596031,0.83,3.0,16.96,0
567,2013-06-11,8.458819577203801,0.86,5.94,16.96,0
568,2013-06-12,8.66690183529412,0.75,6.8,17.59,0
569,2013-06-13,8.543843317409191,0.69,4.12,18.81,0
570,2013-06-14,8.204286276146787,0.74,6.04,16.27,0
571,2013-06-15,8.652165605470204,0.71,3.05,17.34,1
572,2013-06-16,8.825882187900325,0.66,4.6,20.4,1
573,2013-06-17,8.224522854533522,0.78,0.97,20.33,0
574,2013-06-18,8.206188459348049,0.76,0.95,25.56,0
575,2013-06-19,8.032086533489437,0.81,1.34,20.19,0
576,2013-06-20,8.199657175028085,0.81,3.59,20.38,0
577,2013-06-21,8.082164698763357,0.81,6.78,17.54,0
578,2013-06-22,8.413209815998497,0.76,6.28,16.51,1
579,2013-06-23,9.008410871902536,0.66,4.16,16.1,1
580,2013-06-24,8.41985955366586,0.57,1.95,18.76,0
581,2013-06-25,8.027189502642948,0.64,1.98,20.61,0
582,2013-06-26,8.03627886081335,0.69,2.69,19.23,0
583,2013-06-27,8.103375796384412,0.87,3.46,20.16,0
584,2013-06-28,8.291017615779625,0.61,3.36,21.19,0
585,2013-06-29,8.108062805605552,0.67,4.28,25.17,1
586,2013-06-30,8.462441799962505,0.63,3.94,19.78,1
587,2013-07-01,8.115509840618568,0.72,3.08,17.5,0
588,2013-07-02,8.24803391971518,0.79,3.67,19.69,0
589,2013-07-03,8.195046502775165,0.76,3.97,22.89,0
590,2013-07-04,8.014322513714818,0.65,0.63,24.62,0
591,2013-07-05,7.970279594175176,0.63,1.34,26.47,0
592,2013-07-06,7.9975094982132555,0.66,2.5,27.28,1
593,2013-07-07,8.339931338431143,0.65,3.92,25.18,1
594,2013-07-08,7.96851749430023,0.57,3.27,25.61,0
595,2013-07-09,7.865052700263497,0.64,3.88,23.19,0
596,2013-07-10,7.847244306568783,0.64,3.65,21.69,0
597,2013-07-11,7.770923626787033,0.7,1.84,23.92,0
598,2013-07-12,7.8159354175108415,0.67,0.86,29.16,0
599,2013-07-13,7.942879684202613,0.61,0.86,27.83,1
600,2013-07-14,8.329978903635343,0.45,0.84,29.3,1
601,2013-07-15,8.066557648662416,0.56,0.48,29.2,0
602,2013-07-16,8.02342824879473,0.54,1.24,30.28,0
603,2013-07-17,8.072887361292164,0.6,3.24,27.56,0
604,2013-07-18,8.000122833816869,0.57,4.26,27.27,0
605,2013-07-19,7.876776794236218,0.74,4.37,22.49,0
606,2013-07-20,8.013563759088344,0.71,3.44,26.03,1
607,2013-07-21,8.193773463644966,0.63,1.62,32.16,1
608,2013-07-22,8.178838860648314,0.74,1.84,27.13,0
609,2013-07-23,8.221957390497744,0.67,3.59,26.24,0
610,2013-07-24,7.879713207169809,0.74,3.05,25.13,0
611,2013-07-25,7.973942085757426,0.62,1.6,26.19,0
612,2013-07-26,7.791696432584483,0.68,0.63,27.28,0
613,2013-07-27,8.07355880734376,0.73,5.02,23.14,1
614,2013-07-28,8.191858761858008,0.75,5.42,22.36,1
615,2013-07-29,7.907553919206813,0.86,3.99,20.91,0
616,2013-07-30,7.999817150812262,0.8,4.47,23.56,0
617,2013-07-31,7.959776351171145,0.65,3.68,32.4,0
618,2013-08-01,7.913224153902858,0.71,3.89,24.64,0
619,2013-08-02,7.983150312232935,0.71,4.85,23.17,0
620,2013-08-03,7.741152230937957,0.7,4.52,22.98,1
621,2013-08-04,8.073183503821426,0.76,3.13,22.72,1
622,2013-08-05,8.000883719852505,0.68,1.35,22.11,0
623,2013-08-06,7.714011163557241,0.64,2.95,21.49,0
624,2013-08-07,7.633053588051509,0.63,1.47,23.81,0
625,2013-08-08,7.667106629147729,0.67,3.0,23.85,0
626,2013-08-09,7.693744886590913,0.57,2.82,21.73,0
627,2013-08-10,7.703308085930696,0.62,3.8,22.76,1
628,2013-08-11,8.017720235055847,0.61,3.6,20.39,1
629,2013-08-12,7.782435392610833,0.69,3.63,19.8,0
630,2013-08-13,7.736230055599767,0.78,2.79,22.04,0
631,2013-08-14,7.710560522371671,0.79,4.44,23.46,0
632,2013-08-15,7.800674369615465,0.84,3.86,21.66,0
633,2013-08-16,7.85564854084883,0.82,5.13,20.22,0
634,2013-08-17,8.007896204819753,0.73,4.45,22.42,1
635,2013-08-18,8.202907070315453,0.59,3.25,22.02,1
636,2013-08-19,7.809359437122227,0.6,1.6,23.53,0
637,2013-08-20,7.660681291016121,0.64,2.36,25.57,0
638,2013-08-21,7.680573869711347,0.9,1.09,21.13,0
639,2013-08-22,8.043843435626068,0.75,3.34,26.03,0
640,2013-08-23,7.82022996293544,0.9,2.57,19.51,0
641,2013-08-24,8.263016376728253,0.83,2.66,22.74,1
642,2013-08-25,8.117698534164939,0.69,2.65,24.32,1
643,2013-08-26,8.002066666400014,0.69,1.89,22.78,1
644,2013-08-27,7.889872214587679,0.69,0.85,23.38,0
645,2013-08-28,7.810404607996961,0.56,2.75,23.19,0
646,2013-08-29,7.747788270754003,0.64,3.91,24.03,0
647,2013-08-30,7.855049885700699,0.6,3.37,19.87,0
648,2013-08-31,7.924299237961898,0.63,3.36,21.07,1
649,2013-09-01,8.41948351945131,0.7,3.28,24.94,1
650,2013-09-02,8.025300323481215,0.76,0.5,23.92,0
651,2013-09-03,8.021214435059958,0.75,1.86,27.04,0
652,2013-09-04,8.030170698475887,0.71,0.78,28.49,0
653,2013-09-05,8.07103010649773,0.81,1.92,18.32,0
654,2013-09-06,8.301362960061022,0.75,3.43,17.7,0
655,2013-09-07,8.313834667391315,0.8,2.74,16.86,1
656,2013-09-08,8.840215211303837,0.88,1.61,10.63,1
657,2013-09-09,8.788974642383216,0.77,4.22,16.65,0
658,2013-09-10,8.71835151607859,0.77,4.01,16.49,0
659,2013-09-11,8.839153977714146,0.87,1.24,18.02,0
660,2013-09-12,8.565752338915424,0.95,0.97,18.09,0
661,2013-09-13,8.829404047374448,0.89,2.95,13.85,0
662,2013-09-14,9.291982623811345,0.86,4.65,15.36,1
663,2013-09-15,9.889957584581614,0.67,5.55,14.08,1
664,2013-09-16,8.952600993502719,0.84,3.33,13.7,0
665,2013-09-17,9.242429090538984,0.78,3.44,15.18,0
666,2013-09-18,8.878986432486112,0.84,3.76,15.84,0
667,2013-09-19,9.116968037282298,0.75,2.45,18.41,0
668,2013-09-20,8.79863196118663,0.87,2.8,18.18,0
669,2013-09-21,9.045839463620679,0.9,1.96,18.84,1
670,2013-09-22,9.512708756102676,0.89,0.88,19.64,1
671,2013-09-23,8.818505651274192,0.89,1.18,21.47,0
672,2013-09-24,8.517794253429102,0.86,0.51,20.87,0
673,2013-09-25,8.558195784808431,0.79,3.1,18.88,0
674,2013-09-26,8.493934290555577,0.8,3.45,16.99,0
675,2013-09-27,8.526264570437087,0.81,4.46,18.36,0
676,2013-09-28,8.996351025445481,0.79,4.76,17.36,1
677,2013-09-29,9.440852654052469,0.79,3.68,18.81,1
678,2013-09-30,8.845674203315435,0.82,4.02,17.28,0
679,2013-10-01,8.918944336756256,0.87,3.51,19.02,0
680,2013-10-02,8.929588753962754,0.93,3.37,18.45,0
681,2013-10-03,8.880879439086204,0.87,4.04,20.82,0
682,2013-10-04,8.70288308711846,0.87,1.58,17.94,0
683,2013-10-05,9.152314322811016,0.82,1.53,19.19,1
684,2013-10-06,9.376811946388782,0.87,2.43,18.57,1
685,2013-10-07,8.948821550806759,0.85,3.13,19.62,0
686,2013-10-08,8.768964841191154,0.76,3.89,16.48,0
687,2013-10-09,8.940842045445846,0.68,6.07,11.82,0
688,2013-10-10,9.295057805761509,0.86,5.86,13.16,0
689,2013-10-11,9.87373085077752,0.83,2.36,14.17,0
690,2013-10-12,9.597023808870977,0.92,3.78,11.47,1
691,2013-10-13,10.96750729763732,0.91,3.71,11.34,1
692,2013-10-14,10.03085782887611,0.88,2.97,12.58,0
693,2013-10-15,9.642349740453735,0.91,1.84,14.87,0
694,2013-10-16,9.973117715233695,0.84,4.15,17.29,0
695,2013-10-17,9.471033686583242,0.91,2.76,17.16,0
696,2013-10-18,9.360215124264005,0.91,3.06,17.52,0
697,2013-10-19,9.621036944275545,0.89,4.29,17.04,1
698,2013-10-20,10.16573532306063,0.87,4.81,17.53,1
699,2013-10-21,9.472617901616935,0.86,4.84,18.03,0
700,2013-10-22,9.311661470284818,0.8,5.29,16.53,0
701,2013-10-23,9.177528109222159,0.86,2.1,16.91,0
702,2013-10-24,9.201848314764183,0.86,4.14,18.47,0
703,2013-10-25,9.181840584751663,0.85,6.35,16.66,0
704,2013-10-26,9.615820562148642,0.81,7.05,15.87,1
705,2013-10-28,9.88144033978062,0.81,7.68,16.06,0
706,2013-10-29,9.91250221316651,0.77,4.77,12.38,0
707,2013-10-30,9.929816675755836,0.8,3.67,13.57,0
708,2013-10-31,9.970303794972036,0.89,4.42,13.11,0
709,2013-11-01,9.821781351666377,0.89,2.95,13.97,0
710,2013-11-02,9.977709802137515,0.82,4.55,15.08,1
711,2013-11-03,11.04418563366071,0.74,5.3,11.43,1
712,2013-11-04,10.321917919788026,0.82,2.94,9.98,0
713,2013-11-05,10.710369121202726,0.83,3.96,12.39,0
714,2013-11-06,10.47851146635191,0.88,4.86,14.87,0
715,2013-11-07,10.119346701947544,0.83,2.89,14.7,0
716,2013-11-08,10.531173643758457,0.9,2.0,11.0,0
717,2013-11-09,11.306920570387515,0.9,1.9,7.06,1
718,2013-11-10,11.553900733153425,0.79,2.61,9.22,1
719,2013-11-11,11.007909020663057,0.91,3.65,12.63,0
720,2013-11-12,10.404712577565618,0.85,2.26,13.11,0
721,2013-11-13,10.669635555591984,0.82,2.3,9.94,0
722,2013-11-14,10.644338284744459,0.74,4.6,9.62,0
723,2013-11-15,10.788005591880403,0.72,2.57,9.25,0
724,2013-11-16,11.29579988286376,0.87,1.4,9.14,1
725,2013-11-17,11.881618532239404,0.87,0.87,9.57,1
726,2013-11-18,11.044271902527962,0.92,1.77,9.3,0
727,2013-11-19,11.095023002977008,0.74,3.57,6.78,0
728,2013-11-20,11.833861621637315,0.85,3.41,6.38,0
729,2013-11-21,11.634286711855859,0.78,4.83,7.91,0
730,2013-11-22,11.50998100854653,0.76,4.31,7.89,0
731,2013-11-23,11.770955990519594,0.82,3.37,7.41,1
732,2013-11-24,12.427183924970809,0.78,3.55,8.02,1
733,2013-11-25,11.567541650389277,0.77,3.33,7.29,0
734,2013-11-26,11.443268197722842,0.72,2.17,7.23,0
735,2013-11-27,11.29992439540142,0.89,1.35,10.32,0
736,2013-11-28,11.053484506860231,0.87,1.23,9.9,0
737,2013-11-29,10.996838790175428,0.77,4.4,10.18,0
738,2013-11-30,11.530147006667974,0.73,3.68,8.38,1
739,2013-12-01,12.262636115288593,0.83,1.02,9.42,1
740,2013-12-02,11.239042128847288,0.79,1.36,9.42,0
741,2013-12-03,11.414006242282925,0.72,0.96,7.22,0
742,2013-12-04,11.356104389268307,0.77,2.87,8.91,0
743,2013-12-05,11.815181587614633,0.73,6.12,10.29,0
744,2013-12-06,11.605175194882808,0.7,3.92,7.85,0
745,2013-12-07,11.924261913085937,0.85,3.71,8.72,1
746,2013-12-08,12.080541302382338,0.83,4.56,11.24,1
747,2013-12-09,11.223678124609348,0.89,2.69,11.01,0
748,2013-12-10,11.378429996851755,0.91,1.35,9.03,0
749,2013-12-11,11.707710958962808,0.93,1.45,6.4,0
750,2013-12-12,11.641280485046028,0.94,2.28,8.98,0
751,2013-12-13,11.392124632381165,0.85,3.44,11.73,0
752,2013-12-14,11.73665473278562,0.81,5.45,11.33,1
753,2013-12-15,12.257546770273992,0.91,6.12,12.54,1
754,2013-12-16,11.170061069289495,0.89,5.57,12.89,0
755,2013-12-17,11.370127618027045,0.9,1.29,7.4,0
756,2013-12-18,11.299923288375771,0.88,5.85,10.29,0
757,2013-12-19,11.444299355214246,0.78,3.99,9.7,0
758,2013-12-20,11.489317353375089,0.79,5.52,10.42,0
759,2013-12-21,12.123997848140906,0.86,8.91,11.95,1
760,2013-12-22,11.942015860701,0.73,5.66,10.07,1
761,2013-12-23,12.04632517590055,0.84,8.48,11.95,0
762,2013-12-24,11.98167156288678,0.81,6.67,11.93,0
763,2013-12-25,12.54284695104842,0.85,2.47,7.19,1
764,2013-12-26,11.655858515167568,0.92,2.27,7.64,1
765,2013-12-27,11.661978447570549,0.75,7.86,10.99,0
766,2013-12-28,11.379025867117367,0.77,3.17,7.81,1
767,2013-12-29,11.973592787575914,0.84,3.07,7.56,1
768,2013-12-30,11.813610424926537,0.83,6.58,10.22,0
769,2013-12-31,11.91391723983136,0.85,4.72,10.36,0
770,2014-01-01,12.30258638986074,0.86,7.2,11.34,1
771,2014-01-02,11.223347186375175,0.82,4.89,10.75,0
772,2014-01-03,11.48904606949615,0.78,7.66,10.49,0
773,2014-01-04,11.995096292351459,0.84,4.46,9.58,1
774,2014-01-05,12.611274064105096,0.87,4.4,11.96,1
775,2014-01-06,11.408516368829645,0.78,8.3,12.57,0
776,2014-01-07,11.268233677769045,0.78,7.3,11.38,0
777,2014-01-08,11.00615098007844,0.85,4.15,11.62,0
778,2014-01-09,11.119571626210199,0.77,6.03,12.01,0
779,2014-01-10,11.246991144824865,0.85,3.56,10.14,0
780,2014-01-11,11.538977954370079,0.81,2.68,8.59,1
781,2014-01-12,12.752337201987006,0.9,3.25,8.91,1
782,2014-01-13,11.364553718319566,0.83,4.0,9.72,0
783,2014-01-14,11.3336020446172,0.81,2.5,6.82,0
784,2014-01-15,11.184849439145838,0.9,4.63,11.19,0
785,2014-01-16,10.950307543020273,0.83,5.01,10.72,0
786,2014-01-17,11.138736064250553,0.87,4.68,8.47,0
787,2014-01-18,11.546570302520662,0.83,4.34,9.99,1
788,2014-01-19,10.635412507516264,0.8,1.72,9.37,1
789,2014-01-20,11.430882874777826,0.89,0.2,8.44,0
790,2014-01-21,11.370601341502379,0.89,2.19,7.66,0
791,2014-01-22,11.109560086859712,0.87,2.13,10.02,0
792,2014-01-23,11.30041387562083,0.82,3.98,8.44,0
793,2014-01-24,11.4098802288674,0.83,2.43,8.01,0
794,2014-01-25,11.620778216969224,0.83,4.0,11.77,1
795,2014-01-26,12.729658709094478,0.79,4.55,9.03,1
796,2014-01-27,11.75387095609709,0.79,5.29,7.95,0
797,2014-01-28,11.344804701165042,0.83,4.32,9.12,0
798,2014-01-29,11.800776505725553,0.9,4.25,5.46,0
799,2014-01-30,11.685168871834907,0.91,1.52,5.94,0
800,2014-01-31,11.857956924876493,0.91,4.74,8.83,0
801,2014-02-01,11.710581932516273,0.76,6.97,9.72,1
802,2014-02-02,12.078164355683176,0.72,4.75,9.3,1
803,2014-02-03,11.28001148283513,0.79,4.92,7.99,0
804,2014-02-04,11.095584437022369,0.75,5.3,8.88,0
805,2014-02-05,11.415104542432083,0.77,7.86,9.64,0
806,2014-02-06,11.445403332361717,0.82,4.98,9.81,0
807,2014-02-07,10.972318254623017,0.79,3.98,9.81,0
808,2014-02-08,11.569300456201699,0.77,8.53,9.13,1
809,2014-02-09,12.202967430863973,0.66,8.05,8.18,1
810,2014-02-10,11.264175173604784,0.84,1.66,8.78,0
811,2014-02-11,11.452649314027434,0.76,4.62,7.51,0
812,2014-02-12,11.679099381932012,0.75,7.24,8.83,0
813,2014-02-13,11.28573672698352,0.68,5.83,7.37,0
814,2014-02-14,11.816914332021462,0.81,6.6,12.02,0
815,2014-02-15,11.490469615202242,0.69,9.96,9.9,1
816,2014-02-16,11.582159026763634,0.76,3.34,9.98,1
817,2014-02-17,10.979565988197736,0.83,4.07,10.67,0
818,2014-02-18,10.781897981553215,0.87,3.06,10.13,0
819,2014-02-19,10.674623602356203,0.87,3.29,10.13,0
820,2014-02-20,10.57383539680383,0.84,5.38,12.5,0
821,2014-02-21,10.51812649820144,0.72,5.42,10.15,0
822,2014-02-22,10.776242109628472,0.71,4.77,11.63,1
823,2014-02-23,11.480410763265283,0.76,7.1,11.94,1
824,2014-02-24,10.411403084521426,0.74,5.02,14.23,0
825,2014-02-25,10.294996596876873,0.78,5.69,11.43,0
826,2014-02-26,10.2029453223713,0.73,3.82,11.29,0
827,2014-02-27,10.35634989935873,0.74,4.14,10.31,0
828,2014-02-28,0.20899659111690372,0.86,2.24,7.35,0
