datetime,avg_energy,scheduling,hour,apparentTemperature,humidity,windSpeed
2011-12-01 13:00:00,0.18185879629629628,0.0,13.0,10.79,0.64,2.31
2011-12-01 14:00:00,0.20778935185185188,0.0,14.0,10.68,0.65,1.4800000000000002
2011-12-01 15:00:00,0.22107870370370372,0.0,15.0,10.269999999999998,0.7000000000000001,0.69
2011-12-01 16:00:00,0.25011805416666666,0.0,16.0,9.56,0.7599999999999999,0.5
2011-12-01 17:00:00,0.322773149537037,0.0,17.0,8.88,0.77,0.75
2011-12-01 18:00:00,0.45256944675925936,0.0,18.0,7.67,0.9200000000000002,1.34
2011-12-01 19:00:00,0.44874073796296293,0.0,19.0,7.529999999999999,0.9299999999999999,1.12
2011-12-01 20:00:00,0.409,0.0,20.0,7.079999999999999,0.9299999999999999,1.0
2011-12-01 21:00:00,0.3641805555555555,0.0,21.0,6.659999999999998,0.9000000000000001,1.3100000000000003
2011-12-01 22:00:00,0.2631851851851852,0.0,22.0,6.57,0.9299999999999999,1.0600000000000003
2011-12-01 23:00:00,0.2297685185185185,0.0,23.0,5.29,0.9200000000000002,1.41
2011-12-02 00:00:00,0.21720833425925928,0.0,0.0,5.31,0.88,1.9200000000000002
2011-12-02 01:00:00,0.1996712953703704,0.0,1.0,4.48,0.9299999999999999,1.7699999999999998
2011-12-02 02:00:00,0.16706481481481483,0.0,2.0,3.23,0.9399999999999997,2.2100000000000004
2011-12-02 03:00:00,0.1618912037037037,0.0,3.0,3.0399999999999996,0.9299999999999999,1.8199999999999998
2011-12-02 04:00:00,0.14181481481481484,0.0,4.0,2.4,0.9299999999999999,1.8100000000000003
2011-12-02 05:00:00,0.15158564814814815,0.0,5.0,1.8900000000000001,0.9200000000000002,2.19
2011-12-02 06:00:00,0.21128472222222222,0.0,6.0,0.8499999999999999,0.9600000000000001,1.8700000000000006
2011-12-02 07:00:00,0.2391875,0.0,7.0,0.4600000000000001,0.9800000000000002,2.06
2011-12-02 08:00:00,0.2758333333333333,0.0,8.0,0.8600000000000001,0.9600000000000001,1.97
2011-12-02 09:00:00,0.30081481620370376,0.0,9.0,1.21,0.9800000000000002,2.06
2011-12-02 10:00:00,0.2874979183333333,0.0,10.0,2.6299999999999994,0.9299999999999999,2.25
2011-12-02 11:00:00,0.2719895845833334,0.0,11.0,4.740000000000001,0.8100000000000003,2.93
2011-12-02 12:00:00,0.19428958458333337,0.0,12.0,5.329999999999999,0.7800000000000001,3.02
