datetime,energy(kWh/hh),scheduling,hour,apparentTemperature,humidity,windSpeed 
2013-05-08 12:00:00,0.3245,0,12,15.38,0.71,6.12
2013-05-08 13:00:00,0.1225,0,13,15.0,0.71,6.89
2013-05-08 14:00:00,0.1035,0,14,15.98,0.67,6.76
2013-05-08 15:00:00,0.10300000000000001,0,15,16.81,0.59,6.06
2013-05-08 16:00:00,0.1725,0,16,16.29,0.62,5.65
2013-05-08 17:00:00,0.1655,0,17,15.16,0.7,5.69
2013-05-08 18:00:00,0.187,0,18,14.51,0.77,6.07
2013-05-08 19:00:00,0.5075,0,19,13.93,0.8,5.72
2013-05-08 20:00:00,0.16849999999999998,0,20,13.37,0.8,4.72
2013-05-08 21:00:00,0.16599999999999998,0,21,12.29,0.71,5.01
2013-05-08 22:00:00,0.186,0,22,11.33,0.75,4.93
2013-05-08 23:00:00,0.16299999999999998,0,23,10.26,0.73,4.32
2013-05-09 00:00:00,0.1635,0,0,7.53,0.79,3.98
2013-05-09 01:00:00,0.1655,0,1,6.92,0.74,3.52
2013-05-09 02:00:00,0.1275,0,2,6.43,0.77,3.09
2013-05-09 03:00:00,0.1095,0,3,5.53,0.85,3.41
2013-05-09 04:00:00,0.1095,0,4,5.0,0.85,3.39
2013-05-09 05:00:00,0.108,0,5,5.39,0.85,3.07
2013-05-09 06:00:00,0.10500000000000001,0,6,5.83,0.84,4.09
2013-05-09 07:00:00,0.119,0,7,10.32,0.73,6.11
2013-05-09 08:00:00,0.27599999999999997,0,8,11.82,0.64,7.15
2013-05-09 09:00:00,0.1095,0,9,12.24,0.57,7.98
2013-05-09 10:00:00,0.10300000000000001,0,10,13.72,0.5,9.07
2013-05-09 11:00:00,0.2855,0,11,13.34,0.49,9.45
2013-05-09 12:00:00,0.1075,0,12,11.46,0.75,9.27
2013-05-09 13:00:00,0.10700000000000001,0,13,13.22,0.64,9.91
2013-05-09 14:00:00,0.10750000000000001,0,14,14.28,0.53,10.52
2013-05-09 15:00:00,0.10200000000000001,0,15,13.66,0.51,10.87
2013-05-09 16:00:00,0.0995,0,16,12.92,0.55,11.02
2013-05-09 17:00:00,0.1985,0,17,12.29,0.62,10.26
2013-05-09 18:00:00,0.2925,0,18,11.29,0.7,9.48
2013-05-09 19:00:00,0.6575,0,19,10.3,0.81,9.71
2013-05-09 20:00:00,0.1765,0,20,10.29,0.84,8.66
2013-05-09 21:00:00,0.1965,0,21,10.18,0.87,7.91
2013-05-09 22:00:00,0.1915,0,22,10.33,0.87,7.5
2013-05-09 23:00:00,0.1775,0,23,10.25,0.84,7.11
2013-05-10 00:00:00,0.1735,0,0,10.2,0.84,6.86
2013-05-10 01:00:00,0.1265,0,1,10.22,0.81,6.86
2013-05-10 02:00:00,0.10099999999999999,0,2,10.24,0.81,6.81
2013-05-10 03:00:00,0.101,0,3,10.36,0.81,7.07
2013-05-10 04:00:00,0.10099999999999999,0,4,10.39,0.83,6.72
2013-05-10 05:00:00,0.0995,0,5,10.79,0.81,6.38
2013-05-10 06:00:00,0.10500000000000001,0,6,10.89,0.81,6.3
2013-05-10 07:00:00,0.107,0,7,12.26,0.76,6.73
2013-05-10 08:00:00,0.1255,0,8,12.42,0.75,7.05
2013-05-10 09:00:00,0.28800000000000003,0,9,12.56,0.75,7.28
2013-05-10 10:00:00,0.098,0,10,12.61,0.72,7.38
2013-05-10 11:00:00,0.097,0,11,12.63,0.69,8.02
2013-05-10 12:00:00,0.2665,0,12,13.12,0.67,7.41
2013-05-10 13:00:00,1.37050005,0,13,15.93,0.51,8.21
2013-05-10 14:00:00,0.41350000000000003,0,14,17.17,0.46,8.58
2013-05-10 15:00:00,0.3105,0,15,16.51,0.51,7.87
2013-05-10 16:00:00,0.34299999999999997,0,16,15.98,0.56,7.46
2013-05-10 17:00:00,0.3705,0,17,15.78,0.58,6.63
2013-05-10 18:00:00,0.22150000000000003,0,18,14.7,0.65,6.17
2013-05-10 19:00:00,0.4865,0,19,13.86,0.69,5.52
2013-05-10 20:00:00,0.211,0,20,12.49,0.75,5.91
2013-05-10 21:00:00,0.2215,0,21,11.79,0.78,5.75
2013-05-10 22:00:00,0.212,0,22,10.46,0.8,4.54
2013-05-10 23:00:00,0.202,0,23,7.13,0.83,4.2
2013-05-11 00:00:00,0.202,1,0,6.61,0.87,3.44
2013-05-11 01:00:00,0.1995,1,1,6.74,0.9,2.17
2013-05-11 02:00:00,0.11649999999999999,1,2,6.28,0.93,2.13
2013-05-11 03:00:00,0.10550000000000001,1,3,5.88,0.92,2.65
2013-05-11 04:00:00,0.1085,1,4,5.16,0.9,3.52
2013-05-11 05:00:00,0.10750000000000001,1,5,4.92,0.92,3.1
2013-05-11 06:00:00,0.10700000000000001,1,6,5.23,0.89,4.08
2013-05-11 07:00:00,0.101,1,7,6.47,0.86,4.17
2013-05-11 08:00:00,0.098,1,8,7.17,0.8,5.36
2013-05-11 09:00:00,0.118,1,9,11.24,0.68,6.37
2013-05-11 10:00:00,0.292,1,10,11.66,0.61,5.27
2013-05-11 11:00:00,0.30299999999999994,1,11,12.66,0.59,6.76
2013-05-11 12:00:00,0.20900000000000002,1,12,12.62,0.65,6.93
2013-05-11 13:00:00,0.11349999999999999,1,13,13.18,0.67,6.79
2013-05-11 14:00:00,0.29300000000000004,1,14,12.54,0.79,6.75
2013-05-11 15:00:00,0.3405,1,15,12.77,0.69,7.46
2013-05-11 16:00:00,0.302,1,16,13.09,0.6,7.65
2013-05-11 17:00:00,0.16149999999999998,1,17,12.63,0.59,8.11
2013-05-11 18:00:00,0.40349999999999997,1,18,11.84,0.62,4.98
2013-05-11 19:00:00,0.64,1,19,7.28,0.74,4.6
2013-05-11 20:00:00,0.1915,1,20,4.69,0.85,4.93
2013-05-11 21:00:00,0.183,1,21,4.56,0.86,4.77
2013-05-11 22:00:00,0.1905,1,22,4.29,0.86,4.78
2013-05-11 23:00:00,0.16899999999999998,1,23,3.13,0.86,5.08
2013-05-12 00:00:00,0.1825,1,0,2.76,0.86,4.76
2013-05-12 01:00:00,0.11850000000000001,1,1,2.98,0.86,5.06
2013-05-12 02:00:00,0.1015,1,2,3.01,0.86,5.15
2013-05-12 03:00:00,0.098,1,3,2.88,0.83,5.58
2013-05-12 04:00:00,0.0935,1,4,2.53,0.86,5.39
2013-05-12 05:00:00,0.094,1,5,2.44,0.86,5.56
2013-05-12 06:00:00,0.093,1,6,3.82,0.79,5.38
2013-05-12 07:00:00,0.0915,1,7,5.14,0.75,5.21
2013-05-12 08:00:00,0.11,1,8,10.36,0.68,5.51
2013-05-12 09:00:00,0.2585,1,9,10.99,0.61,5.62
2013-05-12 10:00:00,0.21800000000000003,1,10,12.41,0.57,6.1
2013-05-12 11:00:00,0.33199999999999996,1,11,13.46,0.5,6.38
2013-05-12 12:00:00,0.3285,1,12,14.09,0.47,6.08
2013-05-12 13:00:00,0.5515,1,13,14.81,0.45,6.91
2013-05-12 14:00:00,0.10350000000000001,1,14,13.16,0.56,6.14
2013-05-12 15:00:00,0.32699999999999996,1,15,12.8,0.65,5.03
2013-05-12 16:00:00,0.34550000000000003,1,16,11.49,0.8,5.04
2013-05-12 17:00:00,0.266,1,17,10.91,0.89,4.81
2013-05-12 18:00:00,0.716,1,18,11.32,0.9,5.91
2013-05-12 19:00:00,0.5595,1,19,11.44,0.9,6.22
2013-05-12 20:00:00,0.4385,1,20,11.45,0.91,5.63
2013-05-12 21:00:00,0.39,1,21,11.56,0.92,5.66
2013-05-12 22:00:00,0.193,1,22,11.59,0.92,5.54
2013-05-12 23:00:00,0.1925,1,23,11.59,0.92,5.73
2013-05-13 00:00:00,0.1815,0,0,11.44,0.93,5.3
2013-05-13 01:00:00,0.151,0,1,11.56,0.91,5.71
2013-05-13 02:00:00,0.1245,0,2,11.52,0.9,5.4
2013-05-13 03:00:00,0.10850000000000001,0,3,11.34,0.91,5.23
2013-05-13 04:00:00,0.123,0,4,10.94,0.92,5.29
2013-05-13 05:00:00,0.1015,0,5,10.87,0.89,5.52
2013-05-13 06:00:00,0.11299999999999999,0,6,10.88,0.83,5.85
2013-05-13 07:00:00,0.09899999999999999,0,7,11.39,0.74,6.21
2013-05-13 08:00:00,0.312,0,8,12.28,0.6,7.79
2013-05-13 09:00:00,0.1095,0,9,12.06,0.54,7.28
2013-05-13 10:00:00,0.124,0,10,12.89,0.48,7.91
2013-05-13 11:00:00,0.327,0,11,12.53,0.5,7.45
2013-05-13 12:00:00,0.14800000000000002,0,12,13.01,0.5,7.68
2013-05-13 13:00:00,0.10400000000000001,0,13,13.07,0.51,7.86
2013-05-13 14:00:00,0.10200000000000001,0,14,13.48,0.5,8.86
2013-05-13 15:00:00,0.1015,0,15,14.06,0.44,8.4
2013-05-13 16:00:00,0.103,0,16,13.81,0.47,8.19
2013-05-13 17:00:00,0.13799999999999998,0,17,12.11,0.6,8.56
2013-05-13 18:00:00,0.1205,0,18,12.06,0.58,7.6
2013-05-13 19:00:00,0.70050005,0,19,11.29,0.56,6.74
2013-05-13 20:00:00,0.16549999999999998,0,20,6.8,0.62,5.46
2013-05-13 21:00:00,0.20450000000000002,0,21,6.24,0.69,5.1
2013-05-13 22:00:00,0.184,0,22,4.53,0.8,4.7
2013-05-13 23:00:00,0.174,0,23,5.66,0.73,4.99
2013-05-14 00:00:00,0.175,0,0,5.18,0.76,4.49
2013-05-14 01:00:00,0.1705,0,1,4.75,0.79,4.36
2013-05-14 02:00:00,0.111,0,2,4.87,0.79,4.04
2013-05-14 03:00:00,0.10350000000000001,0,3,4.94,0.8,3.79
2013-05-14 04:00:00,0.101,0,4,4.84,0.8,3.83
2013-05-14 05:00:00,0.1,0,5,4.9,0.8,3.88
2013-05-14 06:00:00,0.099,0,6,5.16,0.8,4.11
2013-05-14 07:00:00,0.1,0,7,6.27,0.75,4.44
2013-05-14 08:00:00,0.1195,0,8,7.32,0.7,4.94
2013-05-14 09:00:00,0.3155,0,9,10.55,0.63,4.86
2013-05-14 10:00:00,0.2525,0,10,10.94,0.63,5.39
2013-05-14 11:00:00,0.10650000000000001,0,11,10.17,0.81,4.93
2013-05-14 12:00:00,0.367,0,12,10.58,0.74,5.19
2013-05-14 13:00:00,0.2125,0,13,10.84,0.74,5.78
2013-05-14 14:00:00,0.1,0,14,6.74,0.8,6.1
2013-05-14 15:00:00,0.0995,0,15,6.49,0.83,5.28
2013-05-14 16:00:00,0.193,0,16,6.77,0.87,4.42
2013-05-14 17:00:00,0.32,0,17,6.82,0.89,4.27
2013-05-14 18:00:00,0.38849999999999996,0,18,6.58,0.91,4.67
2013-05-14 19:00:00,0.538,0,19,6.49,0.93,5.14
2013-05-14 20:00:00,0.3245,0,20,6.43,0.93,5.49
2013-05-14 21:00:00,0.193,0,21,6.23,0.94,6.71
2013-05-14 22:00:00,0.20600000000000002,0,22,6.32,0.91,7.72
2013-05-14 23:00:00,0.18,0,23,4.89,0.85,7.83
2013-05-15 00:00:00,0.181,0,0,3.87,0.78,8.81
2013-05-15 01:00:00,0.18,0,1,3.22,0.79,9.0
2013-05-15 02:00:00,0.111,0,2,3.06,0.79,9.51
2013-05-15 03:00:00,0.1015,0,3,3.14,0.76,8.99
2013-05-15 04:00:00,0.101,0,4,2.71,0.75,8.22
2013-05-15 05:00:00,0.1005,0,5,2.67,0.77,8.66
2013-05-15 06:00:00,0.0995,0,6,2.94,0.74,8.21
2013-05-15 07:00:00,0.099,0,7,3.76,0.73,7.35
2013-05-15 08:00:00,0.118,0,8,3.58,0.72,7.96
2013-05-15 09:00:00,0.2815,0,9,3.89,0.72,7.14
2013-05-15 10:00:00,0.126,0,10,5.25,0.72,6.53
2013-05-15 11:00:00,0.1605,0,11,5.51,0.69,6.67
2013-05-15 12:00:00,0.264,0,12,6.04,0.72,6.84
2013-05-15 13:00:00,0.105,0,13,10.11,0.73,6.5
2013-05-15 14:00:00,0.10300000000000001,0,14,11.38,0.64,6.41
2013-05-15 15:00:00,0.1,0,15,12.03,0.59,5.67
2013-05-15 16:00:00,0.12,0,16,12.99,0.53,4.31
2013-05-15 17:00:00,0.1275,0,17,13.64,0.51,3.5
2013-05-15 18:00:00,0.185,0,18,12.13,0.59,4.2
2013-05-15 19:00:00,0.484,0,19,11.07,0.68,3.58
2013-05-15 20:00:00,0.35950000000000004,0,20,8.05,0.71,2.96
2013-05-15 21:00:00,0.20850000000000002,0,21,7.63,0.79,2.47
2013-05-15 22:00:00,0.2475,0,22,7.04,0.82,1.73
2013-05-15 23:00:00,0.20650000000000002,0,23,5.62,0.87,1.6
2013-05-16 00:00:00,0.20400000000000001,0,0,6.26,0.88,1.3
2013-05-16 01:00:00,0.1765,0,1,5.24,0.93,1.32
2013-05-16 02:00:00,0.10550000000000001,0,2,4.82,0.96,1.13
2013-05-16 03:00:00,0.099,0,3,4.59,0.96,0.68
2013-05-16 04:00:00,0.0995,0,4,4.17,0.96,0.65
2013-05-16 05:00:00,0.0985,0,5,4.19,0.96,0.81
2013-05-16 06:00:00,0.0985,0,6,5.59,0.98,0.27
2013-05-16 07:00:00,0.10300000000000001,0,7,7.81,0.92,0.57
2013-05-16 08:00:00,0.1225,0,8,10.17,0.76,0.59
2013-05-16 09:00:00,0.345,0,9,11.94,0.64,1.07
2013-05-16 10:00:00,0.396,0,10,12.94,0.58,1.59
2013-05-16 11:00:00,0.341,0,11,13.78,0.52,1.93
2013-05-16 12:00:00,0.09899999999999999,0,12,15.13,0.39,2.31
2013-05-16 13:00:00,0.099,0,13,14.08,0.45,2.28
2013-05-16 14:00:00,0.10700000000000001,0,14,15.02,0.43,2.83
2013-05-16 15:00:00,0.10700000000000001,0,15,14.07,0.5,3.77
2013-05-16 16:00:00,0.10950000000000001,0,16,13.69,0.56,3.3
2013-05-16 17:00:00,0.243,0,17,12.84,0.62,3.58
2013-05-16 18:00:00,0.2995,0,18,12.17,0.69,3.04
2013-05-16 19:00:00,0.501,0,19,11.35,0.74,3.23
2013-05-16 20:00:00,0.2485,0,20,10.16,0.81,3.39
2013-05-16 21:00:00,0.1945,0,21,8.26,0.8,2.48
2013-05-16 22:00:00,0.2045,0,22,8.07,0.81,2.37
2013-05-16 23:00:00,0.20550000000000002,0,23,8.63,0.8,1.97
2013-05-17 00:00:00,0.178,0,0,8.17,0.82,2.18
2013-05-17 01:00:00,0.189,0,1,6.99,0.85,2.12
2013-05-17 02:00:00,0.11699999999999999,0,2,6.9,0.87,1.72
2013-05-17 03:00:00,0.099,0,3,7.34,0.88,1.23
2013-05-17 04:00:00,0.099,0,4,7.2,0.92,1.04
2013-05-17 05:00:00,0.0965,0,5,7.89,0.89,1.33
2013-05-17 06:00:00,0.0935,0,6,7.26,0.88,1.88
2013-05-17 07:00:00,0.093,0,7,7.47,0.83,3.0
2013-05-17 08:00:00,0.29050000000000004,0,8,10.12,0.78,3.45
2013-05-17 09:00:00,0.20949999999999996,0,9,10.74,0.72,3.68
2013-05-17 10:00:00,0.0975,0,10,11.25,0.68,3.82
2013-05-17 11:00:00,0.0965,0,11,11.17,0.69,4.22
2013-05-17 12:00:00,0.538,0,12,11.17,0.69,4.42
2013-05-17 13:00:00,0.2005,0,13,11.26,0.7,3.84
2013-05-17 14:00:00,0.10649999999999998,0,14,11.28,0.67,3.78
2013-05-17 15:00:00,0.1015,0,15,11.28,0.66,3.5
2013-05-17 16:00:00,0.13299999999999998,0,16,11.3,0.65,4.21
2013-05-17 17:00:00,0.36400000000000005,0,17,11.23,0.65,3.54
2013-05-17 18:00:00,0.31500000000000006,0,18,11.18,0.68,3.2
2013-05-17 19:00:00,0.646,0,19,10.61,0.72,2.61
2013-05-17 20:00:00,0.1825,0,20,10.16,0.74,1.85
2013-05-17 21:00:00,0.1945,0,21,10.08,0.74,1.65
2013-05-17 22:00:00,0.2055,0,22,9.37,0.76,1.42
2013-05-17 23:00:00,0.173,0,23,8.96,0.75,2.17
2013-05-18 00:00:00,0.173,1,0,8.36,0.75,2.29
2013-05-18 01:00:00,0.1525,1,1,8.16,0.74,2.41
2013-05-18 02:00:00,0.10250000000000001,1,2,8.34,0.72,2.16
2013-05-18 03:00:00,0.1,1,3,8.32,0.72,2.26
2013-05-18 04:00:00,0.1055,1,4,8.49,0.72,2.07
2013-05-18 05:00:00,0.10700000000000001,1,5,7.62,0.77,2.74
2013-05-18 06:00:00,0.1055,1,6,7.74,0.78,2.99
2013-05-18 07:00:00,0.10400000000000001,1,7,10.32,0.73,3.57
2013-05-18 08:00:00,0.0975,1,8,11.49,0.7,4.61
2013-05-18 09:00:00,0.097,1,9,12.01,0.65,4.46
2013-05-18 10:00:00,0.221,1,10,12.92,0.63,4.37
2013-05-18 11:00:00,0.36150000000000004,1,11,12.71,0.62,4.32
2013-05-18 12:00:00,0.424,1,12,13.05,0.61,3.83
2013-05-18 13:00:00,0.384,1,13,13.1,0.59,2.94
2013-05-18 14:00:00,0.11499999999999999,1,14,13.27,0.61,3.08
2013-05-18 15:00:00,0.108,1,15,14.23,0.57,3.08
2013-05-18 16:00:00,0.1765,1,16,14.26,0.57,2.04
2013-05-18 17:00:00,0.185,1,17,14.56,0.55,0.6
2013-05-18 18:00:00,0.324,1,18,14.13,0.58,0.65
2013-05-18 19:00:00,0.6285,1,19,13.82,0.6,2.04
2013-05-18 20:00:00,0.16999999999999998,1,20,12.88,0.66,1.73
2013-05-18 21:00:00,0.23399999999999999,1,21,12.21,0.69,1.81
2013-05-18 22:00:00,0.206,1,22,11.91,0.71,1.34
2013-05-18 23:00:00,0.175,1,23,10.92,0.77,1.17
2013-05-19 00:00:00,0.186,1,0,9.83,0.83,1.03
2013-05-19 01:00:00,0.1745,1,1,9.45,0.85,0.85
2013-05-19 02:00:00,0.12,1,2,9.74,0.85,0.99
2013-05-19 03:00:00,0.1095,1,3,8.56,0.88,1.37
2013-05-19 04:00:00,0.10700000000000001,1,4,8.83,0.86,1.5
2013-05-19 05:00:00,0.10500000000000001,1,5,9.46,0.83,1.23
2013-05-19 06:00:00,0.104,1,6,10.27,0.8,1.16
2013-05-19 07:00:00,0.102,1,7,11.11,0.77,2.32
2013-05-19 08:00:00,0.121,1,8,12.17,0.72,3.27
2013-05-19 09:00:00,0.2665,1,9,13.52,0.65,4.28
2013-05-19 10:00:00,0.29200000000000004,1,10,14.17,0.65,3.56
2013-05-19 11:00:00,0.3435,1,11,14.82,0.62,3.33
2013-05-19 12:00:00,0.4785,1,12,15.93,0.61,3.45
2013-05-19 13:00:00,0.502,1,13,16.89,0.57,3.75
2013-05-19 14:00:00,0.1285,1,14,17.14,0.56,3.62
2013-05-19 15:00:00,0.131,1,15,17.85,0.53,3.29
2013-05-19 16:00:00,0.3535,1,16,17.61,0.54,4.7
2013-05-19 17:00:00,0.20700000000000002,1,17,17.52,0.54,4.13
2013-05-19 18:00:00,0.127,1,18,17.19,0.55,3.52
2013-05-19 19:00:00,0.6224999999999999,1,19,16.29,0.6,2.22
2013-05-19 20:00:00,0.16649999999999998,1,20,14.67,0.68,0.9
2013-05-19 21:00:00,0.1975,1,21,13.51,0.71,0.13
2013-05-19 22:00:00,0.22049999999999997,1,22,12.22,0.78,1.06
2013-05-19 23:00:00,0.208,1,23,11.38,0.85,1.41
2013-05-20 00:00:00,0.1985,0,0,12.46,0.82,2.36
2013-05-20 01:00:00,0.15,0,1,12.57,0.8,2.46
2013-05-20 02:00:00,0.10300000000000001,0,2,12.18,0.83,2.96
2013-05-20 03:00:00,0.10200000000000001,0,3,11.8,0.85,3.46
2013-05-20 04:00:00,0.1015,0,4,11.82,0.85,3.44
2013-05-20 05:00:00,0.1015,0,5,12.21,0.85,3.48
2013-05-20 06:00:00,0.10950000000000001,0,6,12.24,0.86,3.55
2013-05-20 07:00:00,0.10850000000000001,0,7,12.27,0.91,3.77
2013-05-20 08:00:00,0.1235,0,8,12.46,0.91,4.39
2013-05-20 09:00:00,0.26649999999999996,0,9,12.98,0.88,4.46
2013-05-20 10:00:00,0.2435,0,10,13.44,0.88,4.72
2013-05-20 11:00:00,0.33099999999999996,0,11,13.6,0.87,4.76
2013-05-20 12:00:00,0.4735,0,12,14.19,0.88,4.8
2013-05-20 13:00:00,0.1105,0,13,15.16,0.83,4.74
2013-05-20 14:00:00,0.0995,0,14,15.79,0.82,4.8
2013-05-20 15:00:00,0.099,0,15,16.29,0.8,4.79
2013-05-20 16:00:00,0.1005,0,16,16.32,0.82,4.29
2013-05-20 17:00:00,0.1775,0,17,16.73,0.8,3.75
2013-05-20 18:00:00,0.32099999999999995,0,18,16.77,0.81,3.84
2013-05-20 19:00:00,0.566,0,19,16.71,0.8,3.2
2013-05-20 20:00:00,0.246,0,20,16.87,0.81,4.05
2013-05-20 21:00:00,0.195,0,21,16.69,0.8,4.36
2013-05-20 22:00:00,0.1865,0,22,16.65,0.78,3.81
2013-05-20 23:00:00,0.164,0,23,16.22,0.79,4.05
2013-05-21 00:00:00,0.151,0,0,16.02,0.8,4.58
2013-05-21 01:00:00,0.10550000000000001,0,1,15.42,0.8,4.88
2013-05-21 02:00:00,0.10250000000000001,0,2,14.43,0.82,4.8
2013-05-21 03:00:00,0.10200000000000001,0,3,13.49,0.84,4.84
2013-05-21 04:00:00,0.10250000000000001,0,4,13.02,0.84,5.01
2013-05-21 05:00:00,0.10850000000000001,0,5,12.87,0.85,5.16
2013-05-21 06:00:00,0.1075,0,6,12.44,0.84,5.2
2013-05-21 07:00:00,0.123,0,7,12.47,0.83,5.31
2013-05-21 08:00:00,0.2825,0,8,12.71,0.8,5.08
2013-05-21 09:00:00,0.3145,0,9,12.39,0.79,5.26
2013-05-21 10:00:00,0.33499999999999996,0,10,12.32,0.77,4.85
2013-05-21 11:00:00,0.31599999999999995,0,11,12.01,0.8,5.13
2013-05-21 12:00:00,0.2995,0,12,12.93,0.76,5.49
2013-05-21 13:00:00,0.1885,0,13,12.56,0.77,5.28
2013-05-21 14:00:00,0.10950000000000001,0,14,12.63,0.76,4.56
2013-05-21 15:00:00,0.099,0,15,13.41,0.71,4.45
2013-05-21 16:00:00,0.10200000000000001,0,16,13.46,0.7,4.1
2013-05-21 17:00:00,0.268,0,17,13.18,0.71,3.63
2013-05-21 18:00:00,0.27649999999999997,0,18,13.49,0.7,3.21
2013-05-21 19:00:00,0.645,0,19,12.93,0.73,1.79
2013-05-21 20:00:00,0.354,0,20,12.19,0.75,1.48
2013-05-21 21:00:00,0.5595000000000001,0,21,12.58,0.74,1.57
2013-05-21 22:00:00,0.20799999999999996,0,22,12.08,0.75,2.35
2013-05-21 23:00:00,0.1895,0,23,11.29,0.76,2.22
2013-05-22 00:00:00,0.17099999999999999,0,0,10.34,0.79,2.56
2013-05-22 01:00:00,0.1315,0,1,10.14,0.78,2.33
2013-05-22 02:00:00,0.11099999999999999,0,2,10.15,0.76,1.74
2013-05-22 03:00:00,0.11,0,3,10.11,0.73,1.57
2013-05-22 04:00:00,0.10350000000000001,0,4,10.1,0.74,1.35
2013-05-22 05:00:00,0.0985,0,5,10.11,0.75,1.36
2013-05-22 06:00:00,0.09949999999999999,0,6,10.11,0.76,1.88
2013-05-22 07:00:00,0.0985,0,7,10.24,0.81,2.45
2013-05-22 08:00:00,0.8505,0,8,10.37,0.84,2.72
2013-05-22 09:00:00,0.329,0,9,10.96,0.79,3.0
2013-05-22 10:00:00,0.14350000000000002,0,10,11.51,0.79,3.44
2013-05-22 11:00:00,0.25849999999999995,0,11,12.04,0.74,3.88
2013-05-22 12:00:00,0.4305,0,12,12.48,0.74,4.52
2013-05-22 13:00:00,0.10750000000000001,0,13,12.91,0.72,4.65
2013-05-22 14:00:00,0.1015,0,14,12.62,0.72,4.53
2013-05-22 15:00:00,0.099,0,15,12.71,0.7,4.48
2013-05-22 16:00:00,0.11399999999999999,0,16,13.57,0.61,4.81
2013-05-22 17:00:00,0.1655,0,17,14.02,0.51,5.63
2013-05-22 18:00:00,0.277,0,18,13.47,0.51,5.65
2013-05-22 19:00:00,0.5985,0,19,12.36,0.51,4.6
2013-05-22 20:00:00,0.16849999999999998,0,20,11.22,0.55,4.06
2013-05-22 21:00:00,0.22549999999999998,0,21,10.58,0.56,4.33
2013-05-22 22:00:00,0.2445,0,22,7.13,0.57,4.83
2013-05-22 23:00:00,0.20900000000000002,0,23,6.44,0.6,4.5
2013-05-23 00:00:00,0.187,0,0,5.21,0.64,4.93
2013-05-23 01:00:00,0.186,0,1,4.67,0.62,5.53
2013-05-23 02:00:00,0.11499999999999999,0,2,4.5,0.67,4.52
2013-05-23 03:00:00,0.1015,0,3,4.08,0.7,3.89
2013-05-23 04:00:00,0.1085,0,4,4.29,0.73,3.41
2013-05-23 05:00:00,0.1075,0,5,3.51,0.73,3.84
2013-05-23 06:00:00,0.10750000000000001,0,6,3.77,0.73,4.72
2013-05-23 07:00:00,0.1185,0,7,4.29,0.72,5.41
2013-05-23 08:00:00,0.33549999999999996,0,8,5.42,0.64,5.7
2013-05-23 09:00:00,0.2675,0,9,5.62,0.58,5.74
2013-05-23 10:00:00,0.3285,0,10,6.23,0.58,5.75
2013-05-23 11:00:00,0.456,0,11,10.21,0.5,5.55
2013-05-23 12:00:00,0.1085,0,12,10.2,0.48,5.87
2013-05-23 13:00:00,0.0995,0,13,5.7,0.68,4.17
2013-05-23 14:00:00,0.09899999999999999,0,14,10.26,0.58,4.34
2013-05-23 15:00:00,0.098,0,15,6.43,0.62,5.44
2013-05-23 16:00:00,0.0985,0,16,10.05,0.55,4.38
2013-05-23 17:00:00,0.15999999999999998,0,17,5.64,0.66,4.17
2013-05-23 18:00:00,0.3225,0,18,7.3,0.66,2.02
2013-05-23 19:00:00,0.6155,0,19,7.39,0.69,1.43
2013-05-23 20:00:00,0.179,0,20,6.09,0.7,2.62
2013-05-23 21:00:00,0.16049999999999998,0,21,5.57,0.73,2.55
2013-05-23 22:00:00,0.189,0,22,4.32,0.75,3.63
2013-05-23 23:00:00,0.16249999999999998,0,23,3.74,0.78,3.54
2013-05-24 00:00:00,0.1745,0,0,3.48,0.78,3.93
2013-05-24 01:00:00,0.17099999999999999,0,1,3.53,0.78,3.81
2013-05-24 02:00:00,0.11350000000000002,0,2,3.29,0.78,4.16
2013-05-24 03:00:00,0.10600000000000001,0,3,2.67,0.8,4.4
2013-05-24 04:00:00,0.101,0,4,2.77,0.8,4.22
2013-05-24 05:00:00,0.0975,0,5,2.29,0.81,5.17
2013-05-24 06:00:00,0.098,0,6,1.79,0.87,5.19
2013-05-24 07:00:00,0.0965,0,7,2.34,0.86,5.23
2013-05-24 08:00:00,0.11499999999999999,0,8,2.99,0.85,5.79
2013-05-24 09:00:00,0.26849999999999996,0,9,3.63,0.82,5.81
2013-05-24 10:00:00,0.10250000000000001,0,10,4.09,0.8,5.98
2013-05-24 11:00:00,0.10300000000000001,0,11,4.22,0.8,5.97
2013-05-24 12:00:00,0.6225,0,12,4.32,0.86,5.4
2013-05-24 13:00:00,0.2865,0,13,5.18,0.89,3.77
2013-05-24 14:00:00,0.114,0,14,6.22,0.89,2.36
2013-05-24 15:00:00,0.2885,0,15,6.24,0.88,3.21
2013-05-24 16:00:00,0.33999999999999997,0,16,4.47,0.91,6.16
2013-05-24 17:00:00,0.23349999999999999,0,17,4.53,0.88,6.6
2013-05-24 18:00:00,0.3815,0,18,4.42,0.88,5.49
2013-05-24 19:00:00,0.559,0,19,4.95,0.86,4.72
2013-05-24 20:00:00,0.1775,0,20,3.64,0.88,4.99
2013-05-24 21:00:00,0.2005,0,21,3.85,0.86,4.73
2013-05-24 22:00:00,0.2375,0,22,3.98,0.87,4.35
2013-05-24 23:00:00,0.183,0,23,3.93,0.89,4.51
2013-05-25 00:00:00,0.176,1,0,3.41,0.9,4.33
2013-05-25 01:00:00,0.11600000000000002,1,1,3.62,0.9,3.8
2013-05-25 02:00:00,0.0985,1,2,3.57,0.9,3.72
