datetime,energy(kWh/hh),scheduling,hour,apparentTemperature,humidity,windSpeed
2012-10-12 11:00:00,0.14300000000000002,0,11,12.59,0.58,6.96
2012-10-12 12:00:00,0.45949999999999996,0,12,13.86,0.53,6.92
2012-10-12 13:00:00,0.177,0,13,13.99,0.53,7.0
2012-10-12 14:00:00,0.14500000000000002,0,14,13.52,0.55,6.63
2012-10-12 15:00:00,0.14400000000000002,0,15,12.69,0.62,6.5
2012-10-12 16:00:00,0.1455,0,16,12.46,0.55,5.98
2012-10-12 17:00:00,0.4235,0,17,11.31,0.62,4.71
2012-10-12 18:00:00,0.21150000000000002,0,18,10.39,0.7,3.7
2012-10-12 19:00:00,0.7064999999999999,0,19,7.66,0.75,3.2
2012-10-12 20:00:00,0.2205,0,20,7.16,0.78,3.12
2012-10-12 21:00:00,0.2675,0,21,7.82,0.78,2.15
2012-10-12 22:00:00,0.2975,0,22,7.12,0.82,2.4
2012-10-12 23:00:00,0.27949999999999997,0,23,7.63,0.81,2.46
2012-10-13 00:00:00,0.266,1,0,7.55,0.84,2.28
2012-10-13 01:00:00,0.2655,1,1,7.34,0.87,1.81
2012-10-13 02:00:00,0.17350000000000002,1,2,6.75,0.89,1.95
2012-10-13 03:00:00,0.14,1,3,6.89,0.93,1.83
2012-10-13 04:00:00,0.13799999999999998,1,4,7.22,0.9,1.38
2012-10-13 05:00:00,0.1375,1,5,7.33,0.93,1.31
2012-10-13 06:00:00,0.14150000000000001,1,6,6.5,0.95,1.29
2012-10-13 07:00:00,0.14150000000000001,1,7,6.47,0.98,1.31
2012-10-13 08:00:00,0.126,1,8,7.84,0.95,0.94
2012-10-13 09:00:00,0.163,1,9,8.36,0.89,1.8
2012-10-13 10:00:00,0.9239999999999999,1,10,10.66,0.79,2.54
2012-10-13 11:00:00,0.13,1,11,10.58,0.77,2.76
2012-10-13 12:00:00,0.10450000000000001,1,12,11.43,0.71,3.15
2012-10-13 13:00:00,0.10450000000000001,1,13,11.38,0.72,3.51
2012-10-13 14:00:00,0.17400000000000002,1,14,11.53,0.67,3.95
2012-10-13 15:00:00,0.1845,1,15,10.11,0.74,3.37
2012-10-13 16:00:00,0.154,1,16,10.27,0.75,3.61
2012-10-13 17:00:00,0.203,1,17,8.22,0.78,3.31
2012-10-13 18:00:00,0.32399999999999995,1,18,7.06,0.77,3.45
2012-10-13 19:00:00,0.598,1,19,5.26,0.87,3.69
2012-10-13 20:00:00,0.253,1,20,4.63,0.91,3.46
2012-10-13 21:00:00,0.2315,1,21,4.31,0.91,3.05
2012-10-13 22:00:00,0.2115,1,22,4.01,0.92,3.29
2012-10-13 23:00:00,0.2545,1,23,3.89,0.94,2.62
2012-10-14 00:00:00,0.21400000000000002,1,0,4.03,0.94,2.14
2012-10-14 01:00:00,0.157,1,1,3.38,0.93,2.19
2012-10-14 02:00:00,0.104,1,2,2.79,0.95,2.19
2012-10-14 03:00:00,0.10300000000000001,1,3,2.3,0.96,2.03
2012-10-14 04:00:00,0.0995,1,4,2.32,0.95,1.54
2012-10-14 05:00:00,0.098,1,5,1.65,0.96,1.9
2012-10-14 06:00:00,0.0985,1,6,1.64,0.99,1.47
2012-10-14 07:00:00,0.0975,1,7,2.81,0.98,1.24
2012-10-14 08:00:00,0.11900000000000001,1,8,3.26,0.95,1.52
2012-10-14 09:00:00,0.271,1,9,5.33,0.9,1.99
2012-10-14 10:00:00,0.3,1,10,8.15,0.78,2.52
2012-10-14 11:00:00,0.398,1,11,11.07,0.68,3.12
2012-10-14 12:00:00,0.225,1,12,11.78,0.58,3.7
2012-10-14 13:00:00,0.127,1,13,11.88,0.53,3.97
2012-10-14 14:00:00,0.14,1,14,12.32,0.56,3.96
2012-10-14 15:00:00,0.11549999999999999,1,15,11.98,0.56,4.11
2012-10-14 16:00:00,0.128,1,16,11.43,0.59,4.26
2012-10-14 17:00:00,0.232,1,17,10.72,0.63,3.41
2012-10-14 18:00:00,0.7355,1,18,8.11,0.71,2.98
2012-10-14 19:00:00,1.0154999999999998,1,19,7.34,0.75,3.06
2012-10-14 20:00:00,0.7829999999999999,1,20,7.27,0.76,2.87
2012-10-14 21:00:00,0.6115,1,21,7.52,0.77,2.65
2012-10-14 22:00:00,0.2205,1,22,6.67,0.81,2.45
2012-10-14 23:00:00,0.21850000000000003,1,23,5.14,0.87,2.3
2012-10-15 00:00:00,0.1445,0,0,4.32,0.89,1.96
2012-10-15 01:00:00,0.11199999999999999,0,1,3.66,0.95,1.53
2012-10-15 02:00:00,0.101,0,2,2.88,0.95,1.7
2012-10-15 03:00:00,0.10200000000000001,0,3,3.02,0.96,1.43
2012-10-15 04:00:00,0.101,0,4,2.83,0.97,1.62
2012-10-15 05:00:00,0.1,0,5,4.73,0.98,1.27
2012-10-15 06:00:00,0.09949999999999999,0,6,3.61,0.94,2.13
2012-10-15 07:00:00,0.123,0,7,3.72,0.94,1.94
2012-10-15 08:00:00,0.5974999999999999,0,8,5.38,0.88,2.59
2012-10-15 09:00:00,0.1345,0,9,7.35,0.82,3.37
2012-10-15 10:00:00,0.1045,0,10,10.47,0.81,4.56
2012-10-15 11:00:00,0.314,0,11,11.67,0.77,5.32
2012-10-15 12:00:00,0.139,0,12,12.27,0.76,5.59
2012-10-15 13:00:00,0.10250000000000001,0,13,12.66,0.73,5.84
2012-10-15 14:00:00,0.10200000000000001,0,14,13.03,0.69,5.53
2012-10-15 15:00:00,0.1015,0,15,12.62,0.67,4.6
2012-10-15 16:00:00,0.18,0,16,12.51,0.69,3.53
2012-10-15 17:00:00,0.4775,0,17,11.57,0.79,3.25
2012-10-15 18:00:00,0.241,0,18,12.17,0.78,4.09
2012-10-15 19:00:00,0.7065000000000001,0,19,11.78,0.81,3.68
2012-10-15 20:00:00,0.2415,0,20,11.38,0.84,3.38
2012-10-15 21:00:00,0.297,0,21,11.77,0.82,3.82
2012-10-15 22:00:00,0.2675,0,22,11.46,0.89,3.9
2012-10-15 23:00:00,0.239,0,23,11.56,0.92,4.44
2012-10-16 00:00:00,0.237,0,0,11.61,0.92,5.23
2012-10-16 01:00:00,0.1555,0,1,11.67,0.95,6.07
2012-10-16 02:00:00,0.10250000000000001,0,2,12.09,0.92,6.33
2012-10-16 03:00:00,0.1015,0,3,10.95,0.81,7.46
2012-10-16 04:00:00,0.098,0,4,10.21,0.81,6.29
2012-10-16 05:00:00,0.0975,0,5,7.26,0.86,5.23
2012-10-16 06:00:00,0.0975,0,6,7.15,0.83,5.74
2012-10-16 07:00:00,0.097,0,7,10.32,0.78,6.25
2012-10-16 08:00:00,0.12200000000000001,0,8,10.9,0.75,6.91
2012-10-16 09:00:00,0.255,0,9,11.96,0.71,8.23
2012-10-16 10:00:00,0.108,0,10,12.99,0.65,7.94
2012-10-16 11:00:00,0.25,0,11,13.59,0.59,8.85
2012-10-16 12:00:00,0.5905,0,12,14.08,0.54,8.85
2012-10-16 13:00:00,0.2155,0,13,14.34,0.53,8.53
2012-10-16 14:00:00,0.10350000000000001,0,14,14.74,0.5,8.77
2012-10-16 15:00:00,0.10300000000000001,0,15,14.64,0.51,7.69
2012-10-16 16:00:00,0.184,0,16,13.67,0.55,5.56
2012-10-16 17:00:00,0.244,0,17,12.39,0.62,3.84
2012-10-16 18:00:00,0.35650000000000004,0,18,11.22,0.68,3.42
2012-10-16 19:00:00,0.569,0,19,10.53,0.76,3.21
2012-10-16 20:00:00,0.21000000000000002,0,20,10.02,0.8,2.73
2012-10-16 21:00:00,0.20700000000000002,0,21,8.21,0.86,1.87
2012-10-16 22:00:00,0.2005,0,22,7.74,0.88,2.58
2012-10-16 23:00:00,0.1795,0,23,7.41,0.9,2.49
2012-10-17 00:00:00,0.184,0,0,7.76,0.87,3.39
2012-10-17 01:00:00,0.16199999999999998,0,1,10.33,0.84,4.31
2012-10-17 02:00:00,0.10899999999999999,0,2,10.98,0.85,5.41
2012-10-17 03:00:00,0.101,0,3,10.95,0.89,6.66
2012-10-17 04:00:00,0.0995,0,4,10.6,0.95,7.04
2012-10-17 05:00:00,0.099,0,5,11.57,0.94,6.49
2012-10-17 06:00:00,0.0985,0,6,12.81,0.95,6.68
2012-10-17 07:00:00,0.0955,0,7,12.8,0.89,5.7
2012-10-17 08:00:00,0.125,0,8,12.89,0.88,5.16
2012-10-17 09:00:00,0.493,0,9,14.34,0.8,5.77
2012-10-17 10:00:00,0.7324999999999999,0,10,15.18,0.74,6.47
2012-10-17 11:00:00,0.671,0,11,15.92,0.68,7.04
2012-10-17 12:00:00,0.3085,0,12,15.63,0.67,7.69
2012-10-17 13:00:00,0.10250000000000001,0,13,16.6,0.6,7.36
2012-10-17 14:00:00,0.10400000000000001,0,14,14.91,0.7,6.85
2012-10-17 15:00:00,0.1015,0,15,15.39,0.65,5.95
2012-10-17 16:00:00,0.1815,0,16,14.18,0.71,4.32
2012-10-17 17:00:00,0.174,0,17,14.08,0.76,3.8
2012-10-17 18:00:00,0.2375,0,18,14.02,0.82,3.84
2012-10-17 19:00:00,0.149,0,19,12.9,0.87,4.86
2012-10-17 20:00:00,0.21900000000000003,0,20,13.18,0.91,4.53
2012-10-17 21:00:00,0.321,0,21,13.11,0.87,4.78
2012-10-17 22:00:00,0.302,0,22,13.12,0.86,4.76
2012-10-17 23:00:00,0.272,0,23,12.71,0.86,4.64
2012-10-18 00:00:00,0.2735,0,0,13.09,0.87,4.4
2012-10-18 01:00:00,0.2645,0,1,13.08,0.87,4.63
2012-10-18 02:00:00,0.14300000000000002,0,2,12.67,0.93,4.12
2012-10-18 03:00:00,0.1385,0,3,12.69,0.92,4.56
2012-10-18 04:00:00,0.1375,0,4,12.66,0.9,4.22
2012-10-18 05:00:00,0.136,0,5,12.99,0.88,3.52
2012-10-18 06:00:00,0.1335,0,6,12.59,0.93,3.62
2012-10-18 07:00:00,0.1335,0,7,12.15,0.93,3.71
2012-10-18 08:00:00,0.159,0,8,12.73,0.92,3.66
2012-10-18 09:00:00,0.27649999999999997,0,9,13.67,0.87,4.47
2012-10-18 10:00:00,0.192,0,10,14.63,0.84,4.91
2012-10-18 11:00:00,0.2525,0,11,14.79,0.81,5.16
2012-10-18 12:00:00,0.132,0,12,15.21,0.77,5.45
2012-10-18 13:00:00,0.1355,0,13,15.43,0.73,5.42
2012-10-18 14:00:00,0.1355,0,14,15.85,0.69,5.53
2012-10-18 15:00:00,0.135,0,15,16.04,0.69,5.1
2012-10-18 16:00:00,0.1335,0,16,15.1,0.74,4.19
2012-10-18 17:00:00,0.1895,0,17,14.11,0.81,3.66
2012-10-18 18:00:00,0.1485,0,18,14.05,0.84,3.55
2012-10-18 19:00:00,0.6145,0,19,14.03,0.85,3.66
2012-10-18 20:00:00,0.7455,0,20,14.02,0.88,3.3
2012-10-18 21:00:00,0.4165,0,21,13.69,0.9,3.36
2012-10-18 22:00:00,0.1855,0,22,13.6,0.88,2.75
2012-10-18 23:00:00,0.164,0,23,13.21,0.88,1.93
2012-10-19 00:00:00,0.1595,0,0,12.93,0.91,1.43
2012-10-19 01:00:00,0.14350000000000002,0,1,12.48,0.93,1.36
2012-10-19 02:00:00,0.105,0,2,12.4,0.94,0.96
2012-10-19 03:00:00,0.10350000000000001,0,3,11.98,0.95,0.97
2012-10-19 04:00:00,0.10250000000000001,0,4,11.98,0.96,0.38
2012-10-19 05:00:00,0.10500000000000001,0,5,12.03,0.97,0.52
2012-10-19 06:00:00,0.1055,0,6,11.99,0.99,1.25
2012-10-19 07:00:00,0.1055,0,7,12.01,0.99,1.52
2012-10-19 08:00:00,0.195,0,8,12.49,0.96,1.27
2012-10-19 09:00:00,0.1935,0,9,12.92,0.94,1.65
2012-10-19 10:00:00,0.101,0,10,12.99,0.93,1.2
2012-10-19 11:00:00,0.1,0,11,13.01,0.94,1.27
2012-10-19 12:00:00,0.099,0,12,12.92,0.94,2.09
2012-10-19 13:00:00,0.099,0,13,12.5,0.93,2.05
2012-10-19 14:00:00,0.16549999999999998,0,14,12.13,0.96,2.44
2012-10-19 15:00:00,0.10600000000000001,0,15,12.51,0.96,2.49
2012-10-19 16:00:00,0.195,0,16,12.09,0.96,1.6
2012-10-19 17:00:00,0.2575,0,17,12.06,0.96,1.25
2012-10-19 18:00:00,0.22,0,18,12.13,0.99,1.07
2012-10-19 19:00:00,0.2655,0,19,12.19,0.99,0.82
2012-10-19 20:00:00,0.5720000000000001,0,20,12.19,0.97,1.29
2012-10-19 21:00:00,0.2545,0,21,12.16,0.96,1.45
2012-10-19 22:00:00,0.2475,0,22,12.08,0.96,2.71
2012-10-19 23:00:00,0.2145,0,23,11.97,0.96,2.85
2012-10-20 00:00:00,0.2145,1,0,11.91,0.94,2.65
2012-10-20 01:00:00,0.20450000000000002,1,1,11.45,0.96,2.29
2012-10-20 02:00:00,0.1595,1,2,10.97,0.96,2.47
2012-10-20 03:00:00,0.10849999999999999,1,3,10.78,0.96,2.52
2012-10-20 04:00:00,0.1075,1,4,10.19,0.96,2.12
2012-10-20 05:00:00,0.10700000000000001,1,5,10.2,0.94,1.99
2012-10-20 06:00:00,0.10650000000000001,1,6,8.9,0.96,1.94
2012-10-20 07:00:00,0.10650000000000001,1,7,9.22,0.96,1.43
2012-10-20 08:00:00,0.10500000000000001,1,8,9.42,0.96,1.52
2012-10-20 09:00:00,0.1315,1,9,10.32,0.97,1.55
2012-10-20 10:00:00,0.1685,1,10,11.41,0.93,1.6
2012-10-20 11:00:00,0.6515,1,11,12.45,0.88,1.13
2012-10-20 12:00:00,0.6930000000000001,1,12,13.06,0.79,0.99
2012-10-20 13:00:00,0.234,1,13,13.97,0.75,0.67
2012-10-20 14:00:00,0.16300000000000003,1,14,14.01,0.77,0.63
2012-10-20 15:00:00,0.28049999999999997,1,15,13.6,0.81,0.88
2012-10-20 16:00:00,0.51,1,16,12.67,0.86,0.98
2012-10-20 17:00:00,0.7905,1,17,12.56,0.85,1.02
2012-10-20 18:00:00,1.18099995,1,18,12.83,0.85,1.1
2012-10-20 19:00:00,0.5705,1,19,12.35,0.91,0.84
2012-10-20 20:00:00,0.6335,1,20,11.91,0.93,0.78
2012-10-20 21:00:00,0.5735,1,21,11.47,0.93,1.06
2012-10-20 22:00:00,0.48250000000000004,1,22,11.32,0.95,0.72
2012-10-20 23:00:00,0.406,1,23,11.28,0.95,1.17
2012-10-21 00:00:00,0.369,1,0,10.87,0.95,2.38
2012-10-21 01:00:00,0.35650000000000004,1,1,10.66,0.96,2.48
2012-10-21 02:00:00,0.3275,1,2,10.31,0.95,2.94
2012-10-21 03:00:00,0.27,1,3,10.21,0.94,2.96
2012-10-21 04:00:00,0.269,1,4,10.22,0.93,2.78
2012-10-21 05:00:00,0.259,1,5,10.21,0.93,2.36
2012-10-21 06:00:00,0.259,1,6,10.19,0.94,2.21
2012-10-21 07:00:00,0.3135,1,7,10.24,0.94,2.48
2012-10-21 08:00:00,0.2665,1,8,10.4,0.92,3.06
2012-10-21 09:00:00,0.32499999999999996,1,9,10.88,0.9,3.69
2012-10-21 10:00:00,0.394,1,10,11.43,0.9,3.92
2012-10-21 11:00:00,0.5754999999999999,1,11,11.91,0.9,4.24
2012-10-21 12:00:00,0.485,1,12,12.41,0.88,4.72
2012-10-21 13:00:00,0.39449999999999996,1,13,12.4,0.91,4.82
2012-10-21 14:00:00,0.5085,1,14,12.39,0.91,4.6
2012-10-21 15:00:00,0.389,1,15,12.37,0.91,4.33
2012-10-21 16:00:00,0.615,1,16,12.03,0.95,4.28
2012-10-21 17:00:00,0.8335,1,17,11.94,0.96,4.17
2012-10-21 18:00:00,1.7225000499999998,1,18,11.62,0.98,4.34
2012-10-21 19:00:00,0.7745,1,19,11.6,0.96,3.93
2012-10-21 20:00:00,0.7869999999999999,1,20,12.01,0.96,3.6
2012-10-21 21:00:00,0.858,1,21,12.01,0.96,3.25
2012-10-21 22:00:00,0.475,1,22,11.99,0.96,3.13
2012-10-21 23:00:00,0.41800000000000004,1,23,12.02,0.96,3.09
2012-10-22 00:00:00,0.41600000000000004,0,0,12.11,0.99,3.02
2012-10-22 01:00:00,0.3265,0,1,12.51,0.97,2.53
2012-10-22 02:00:00,0.32899999999999996,0,2,12.53,0.97,2.65
2012-10-22 03:00:00,0.3295,0,3,12.59,1.0,2.47
2012-10-22 04:00:00,0.42900000000000005,0,4,12.63,1.0,2.15
2012-10-22 05:00:00,0.4275,0,5,12.68,1.0,2.57
2012-10-22 06:00:00,0.42799999999999994,0,6,12.78,1.0,2.29
2012-10-22 07:00:00,0.4535,0,7,13.14,0.99,2.65
2012-10-22 08:00:00,0.617,0,8,13.16,1.0,2.97
2012-10-22 09:00:00,0.488,0,9,13.68,0.99,3.09
2012-10-22 10:00:00,0.27,0,10,13.89,0.99,2.95
2012-10-22 11:00:00,0.2465,0,11,14.23,0.97,2.99
2012-10-22 12:00:00,0.14,0,12,14.34,0.99,2.83
2012-10-22 13:00:00,0.11449999999999999,0,13,14.39,0.99,2.87
2012-10-22 14:00:00,0.11,0,14,14.49,0.97,2.74
2012-10-22 15:00:00,0.4115,0,15,14.79,0.97,2.65
2012-10-22 16:00:00,0.5469999999999999,0,16,14.68,0.97,2.44
2012-10-22 17:00:00,0.5545,0,17,14.65,0.97,2.38
2012-10-22 18:00:00,0.63,0,18,14.61,0.97,2.37
2012-10-22 19:00:00,0.705,0,19,14.59,0.97,2.23
2012-10-22 20:00:00,0.3615,0,20,14.61,0.97,2.11
2012-10-22 21:00:00,0.5489999999999999,0,21,14.13,0.97,2.08
2012-10-22 22:00:00,0.29350000000000004,0,22,14.08,0.97,1.99
2012-10-22 23:00:00,0.2655,0,23,14.05,0.97,2.11
2012-10-23 00:00:00,0.186,0,0,13.67,0.96,2.22
2012-10-23 01:00:00,0.16799999999999998,0,1,13.57,0.97,1.69
2012-10-23 02:00:00,0.11499999999999999,0,2,13.57,0.97,1.9
2012-10-23 03:00:00,0.10849999999999999,0,3,13.14,1.0,2.41
2012-10-23 04:00:00,0.10650000000000001,0,4,13.01,1.0,2.6
2012-10-23 05:00:00,0.10650000000000001,0,5,12.98,0.97,2.58
2012-10-23 06:00:00,0.10750000000000001,0,6,12.54,1.0,2.16
2012-10-23 07:00:00,0.10750000000000001,0,7,12.51,0.97,2.49
2012-10-23 08:00:00,0.1865,0,8,12.46,0.97,2.67
2012-10-23 09:00:00,0.347,0,9,12.49,0.97,2.57
2012-10-23 10:00:00,0.10200000000000001,0,10,12.51,0.97,1.98
2012-10-23 11:00:00,0.10300000000000001,0,11,12.7,0.97,2.06
2012-10-23 12:00:00,0.3215,0,12,12.94,0.95,2.49
2012-10-23 13:00:00,0.1665,0,13,13.08,0.95,2.33
2012-10-23 14:00:00,0.1895,0,14,13.13,0.97,2.55
2012-10-23 15:00:00,0.3165,0,15,13.41,0.95,2.45
2012-10-23 16:00:00,0.2385,0,16,13.51,0.95,2.57
2012-10-23 17:00:00,0.16749999999999998,0,17,13.51,0.95,2.89
2012-10-23 18:00:00,0.17099999999999999,0,18,13.48,0.95,2.77
2012-10-23 19:00:00,0.315,0,19,13.52,0.94,2.39
2012-10-23 20:00:00,0.5,0,20,13.47,0.95,2.26
2012-10-23 21:00:00,0.5834999999999999,0,21,13.5,0.95,2.45
2012-10-23 22:00:00,0.3235,0,22,13.47,0.95,2.44
2012-10-23 23:00:00,0.20550000000000002,0,23,13.53,0.95,2.15
2012-10-24 00:00:00,0.186,0,0,13.13,0.99,2.47
2012-10-24 01:00:00,0.184,0,1,13.57,0.97,2.56
2012-10-24 02:00:00,0.1095,0,2,13.54,0.94,2.59
2012-10-24 03:00:00,0.107,0,3,13.45,0.95,2.47
2012-10-24 04:00:00,0.10200000000000001,0,4,13.45,0.95,2.64
2012-10-24 05:00:00,0.10200000000000001,0,5,13.09,0.97,3.1
2012-10-24 06:00:00,0.119,0,6,13.08,0.97,3.2
2012-10-24 07:00:00,0.1545,0,7,13.13,0.97,3.53
2012-10-24 08:00:00,0.41100000000000003,0,8,13.54,0.96,3.48
2012-10-24 09:00:00,0.5609999999999999,0,9,14.08,0.94,3.78
2012-10-24 10:00:00,0.212,0,10,14.59,0.91,4.16
2012-10-24 11:00:00,0.1615,0,11,14.91,0.91,4.4
2012-10-24 12:00:00,0.524,0,12,15.18,0.88,4.36
2012-10-24 13:00:00,0.1915,0,13,15.7,0.85,4.58
2012-10-24 14:00:00,0.11349999999999999,0,14,16.18,0.81,4.12
2012-10-24 15:00:00,0.101,0,15,16.1,0.81,4.12
2012-10-24 16:00:00,0.20650000000000002,0,16,15.53,0.84,3.65
2012-10-24 17:00:00,0.195,0,17,14.81,0.85,3.88
2012-10-24 18:00:00,0.505,0,18,14.01,0.89,3.78
2012-10-24 19:00:00,1.34250005,0,19,14.0,0.91,4.15
2012-10-24 20:00:00,0.6799999999999999,0,20,13.98,0.92,4.21
2012-10-24 21:00:00,0.6419999999999999,0,21,13.99,0.91,4.47
2012-10-24 22:00:00,0.5945,0,22,13.92,0.94,4.5
2012-10-24 23:00:00,0.26349999999999996,0,23,13.6,0.96,4.29
2012-10-25 00:00:00,0.2425,0,0,13.58,0.97,4.66
2012-10-25 01:00:00,0.14800000000000002,0,1,13.61,0.97,4.91
2012-10-25 02:00:00,0.1135,0,2,13.21,0.96,4.68
2012-10-25 03:00:00,0.10949999999999999,0,3,13.13,0.96,5.19
2012-10-25 04:00:00,0.10849999999999999,0,4,13.1,0.96,4.52
2012-10-25 05:00:00,0.10650000000000001,0,5,13.06,0.94,4.26
2012-10-25 06:00:00,0.1005,0,6,12.97,0.95,4.38
2012-10-25 07:00:00,0.099,0,7,12.94,0.94,4.51
2012-10-25 08:00:00,0.201,0,8,13.28,0.93,4.79
2012-10-25 09:00:00,0.556,0,9,12.89,0.96,4.74
2012-10-25 10:00:00,0.6735,0,10,12.51,0.97,5.05
2012-10-25 11:00:00,0.6435,0,11,12.51,0.93,5.4
2012-10-25 12:00:00,0.148,0,12,12.48,0.93,5.7
2012-10-25 13:00:00,0.15,0,13,12.91,0.9,5.4
2012-10-25 14:00:00,0.129,0,14,12.89,0.86,5.87
2012-10-25 15:00:00,0.156,0,15,12.78,0.81,6.23
2012-10-25 16:00:00,0.1495,0,16,12.29,0.82,5.41
2012-10-25 17:00:00,0.20750000000000002,0,17,12.23,0.82,5.47
2012-10-25 18:00:00,0.4075,0,18,11.24,0.86,6.3
2012-10-25 19:00:00,0.3985,0,19,10.6,0.86,5.86
2012-10-25 20:00:00,0.269,0,20,10.15,0.82,6.12
2012-10-25 21:00:00,0.514,0,21,10.16,0.82,5.68
2012-10-25 22:00:00,0.4795,0,22,10.09,0.82,5.5
2012-10-25 23:00:00,0.4535,0,23,10.11,0.79,5.57
2012-10-26 00:00:00,0.221,0,0,6.91,0.78,6.01
2012-10-26 01:00:00,0.119,0,1,6.99,0.78,5.63
2012-10-26 02:00:00,0.11149999999999999,0,2,6.95,0.76,5.53
2012-10-26 03:00:00,0.11,0,3,6.46,0.81,5.14
2012-10-26 04:00:00,0.1075,0,4,6.26,0.84,5.56
2012-10-26 05:00:00,0.104,0,5,5.76,0.84,5.28
2012-10-26 06:00:00,0.10350000000000001,0,6,6.08,0.82,5.56
2012-10-26 07:00:00,0.1655,0,7,5.61,0.82,5.25
2012-10-26 08:00:00,0.3025,0,8,5.82,0.82,5.11
2012-10-26 09:00:00,0.5195000000000001,0,9,5.67,0.79,5.12
2012-10-26 10:00:00,0.1925,0,10,5.59,0.8,4.97
2012-10-26 11:00:00,0.10800000000000001,0,11,5.68,0.81,5.19
2012-10-26 12:00:00,0.13949999999999999,0,12,5.68,0.79,5.06
2012-10-26 13:00:00,0.1005,0,13,5.78,0.76,4.73
2012-10-26 14:00:00,0.0995,0,14,6.19,0.72,4.68
2012-10-26 15:00:00,0.1745,0,15,4.21,0.78,4.99
2012-10-26 16:00:00,0.286,0,16,3.61,0.83,5.61
2012-10-26 17:00:00,0.529,0,17,4.03,0.79,5.23
2012-10-26 18:00:00,0.772,0,18,3.17,0.77,5.49
2012-10-26 19:00:00,0.754,0,19,3.03,0.72,5.31
2012-10-26 20:00:00,0.771,0,20,1.62,0.78,6.1
2012-10-26 21:00:00,0.5185,0,21,0.95,0.8,6.37
2012-10-26 22:00:00,0.5945,0,22,-0.37,0.82,6.62
2012-10-26 23:00:00,0.629,0,23,-0.52,0.78,6.41
2012-10-27 00:00:00,0.534,1,0,-1.16,0.8,6.23
2012-10-27 01:00:00,0.436,1,1,-1.36,0.78,6.49
2012-10-27 02:00:00,0.1545,1,2,-2.15,0.78,6.97
2012-10-27 03:00:00,0.10600000000000001,1,3,-2.56,0.8,6.63
2012-10-27 04:00:00,0.10600000000000001,1,4,-2.02,0.8,6.7
2012-10-27 05:00:00,0.10450000000000001,1,5,-2.04,0.81,6.45
2012-10-27 06:00:00,0.10400000000000001,1,6,-2.33,0.85,6.21
2012-10-27 07:00:00,0.10300000000000001,1,7,-2.01,0.89,5.56
2012-10-27 08:00:00,0.13449999999999998,1,8,-0.76,0.83,5.63
2012-10-27 09:00:00,0.4005,1,9,1.05,0.76,6.17
2012-10-27 10:00:00,0.5775,1,10,2.26,0.67,7.02
2012-10-27 11:00:00,0.2005,1,11,3.3,0.67,7.46
2012-10-27 12:00:00,0.1335,1,12,3.78,0.68,7.62
2012-10-27 13:00:00,0.461,1,13,3.66,0.74,6.85
2012-10-27 14:00:00,0.39649999999999996,1,14,3.61,0.74,6.77
2012-10-27 15:00:00,0.648,1,15,3.51,0.76,5.89
2012-10-27 16:00:00,0.28500000000000003,1,16,2.99,0.74,5.86
2012-10-27 17:00:00,0.33799999999999997,1,17,1.68,0.84,5.11
2012-10-27 18:00:00,0.34450000000000003,1,18,1.76,0.86,4.54
2012-10-27 19:00:00,0.8915,1,19,1.73,0.89,3.1
2012-10-27 20:00:00,0.633,1,20,1.8,0.88,3.4
2012-10-27 21:00:00,0.4235,1,21,2.07,0.86,3.56
2012-10-27 22:00:00,0.4375,1,22,2.11,0.84,3.35
2012-10-27 23:00:00,0.49,1,23,1.92,0.84,2.7
2012-10-28 00:00:00,0.43600000000000005,1,0,1.78,0.84,2.13
2012-10-28 01:00:00,0.37950000000000006,1,1,0.93,0.89,1.94
2012-10-28 02:00:00,0.3775,1,2,0.25,0.92,1.69
2012-10-28 03:00:00,0.1995,1,3,-0.12,0.92,1.8
2012-10-28 04:00:00,0.16199999999999998,1,4,-0.94,0.94,2.13
2012-10-28 05:00:00,0.10400000000000001,1,5,-0.82,0.92,2.51
2012-10-28 06:00:00,0.1005,1,6,-0.36,0.91,2.27
2012-10-28 07:00:00,0.0995,1,7,-0.01,0.89,2.62
2012-10-28 08:00:00,0.284,1,8,0.06,0.89,3.06
2012-10-28 09:00:00,0.538,1,9,2.2,0.83,3.5
2012-10-28 10:00:00,0.4415,1,10,3.52,0.8,4.22
2012-10-28 11:00:00,0.43599999999999994,1,11,4.05,0.81,4.57
2012-10-28 12:00:00,0.5045,1,12,4.37,0.84,4.37
2012-10-28 13:00:00,0.2925,1,13,5.5,0.84,4.67
2012-10-28 14:00:00,0.23349999999999999,1,14,6.09,0.84,4.68
2012-10-28 15:00:00,0.15800000000000003,1,15,6.85,0.84,4.3
2012-10-28 16:00:00,0.14,1,16,6.81,0.84,4.2
2012-10-28 17:00:00,0.14750000000000002,1,17,6.89,0.86,3.91
2012-10-28 18:00:00,0.197,1,18,6.86,0.88,3.8
2012-10-28 19:00:00,0.471,1,19,6.31,0.9,3.82
2012-10-28 20:00:00,1.1345,1,20,5.76,0.93,3.88
2012-10-28 21:00:00,1.00999995,1,21,5.54,0.94,4.13
2012-10-28 22:00:00,0.9795,1,22,5.25,0.96,3.82
2012-10-28 23:00:00,0.9885,1,23,5.26,0.96,3.79
2012-10-29 00:00:00,0.40449999999999997,0,0,5.48,0.96,3.38
