Năm,Giờ,Ttb,thứ,Tháng,Ngày,Tmin,Tmax,Lm,Angay_hc,Angay_hc,,,Pmax_hc,Amax_hc,Ptb,Atb,Pmax,Amax,A/2,Pmax,"Train, Valid, Test",,,,,,,,,,,
2017,16,20.3,6,12,8,17.1,24.8,0.01,106522,106522,,,8045,106522,0.00,1517.23,4551.7,2275.85,2275.85,5226.7,,,,,,,,,,,,
2017,16,18.9,7,12,9,16.2,24.5,0.01,99240,99240,,,7882,99240,0.00,1643.50,4930.5,2465.25,2465.25,5578.5,,,,,,,,,,,,
2017,20,18.5,8,12,10,12.4,27.9,0.01,103812,103812,,,9434,103812,0.00,1532.57,4597.7,2298.85,2298.85,5823.5,,,,,,,,,,,,
2017,17,21.0,2,12,11,15.7,28.2,0.01,124663,124663,,,9172,124663,0.00,2029.23,6087.7,3043.85,3043.85,6080.0,,,,,,,,,,,,
2017,17,23.2,3,12,12,19.1,28.7,0.01,121560,121560,,,9166,121560,0.00,1988.70,5966.1,2983.05,2983.05,6048.3,,,,,,,,,,,,
2017,17,22.5,4,12,13,17.4,28.9,2,118391,118391,,,9374,118391,0.00,2103.47,6310.4,3155.20,3155.20,5977.4,,,,,,,,,,,,
2017,16,21.9,5,12,14,17.1,28.4,0.01,119057,119057,,,9331,119057,0.00,2051.83,6155.5,3077.75,3077.75,5926.2,,,,,,,,,,,,
2017,15,21.0,6,12,15,15.4,28.1,0.01,129048,129048,,,8840,129048,0.00,1960.10,5880.3,2940.15,2940.15,5759.5,,,,,,,,,,,,
2017,9,21.6,7,12,16,15.8,27.2,0.01,123149,123149,,,8487,123149,0.00,1976.33,5929.0,2964.50,2964.50,5612.1,,,,,,,,,,,,
2017,8,20.0,8,12,17,17.0,24.2,0.01,125346,125346,,,8085,125346,0.00,1870.53,5611.6,2805.80,2805.80,5564.4,,,,,,,,,,,,
2017,17,15.8,2,12,18,10.3,22.4,0.01,126531,126531,,,9233,126531,0.00,2018.13,6054.4,3027.20,3027.20,5609.7,,,,,,,,,,,,
2017,17,15.0,3,12,19,9.9,21.8,0.01,95627,95627,,,8475,95627,0.00,1774.10,5322.3,2661.15,2661.15,5460.2,,,,,,,,,,,,
2017,16,16.3,4,12,20,13.1,22.7,0.01,114060,114060,,,8643,114060,0.00,1714.33,5143.0,2571.50,2571.50,5266.9,,,,,,,,,,,,
2017,17,18.6,5,12,21,15.8,23.6,0.01,117144,117144,,,9670,117144,0.00,1896.97,5690.9,2845.45,2845.45,5269.0,,,,,,,,,,,,
2017,17,21.7,6,12,22,17.7,27.7,0.01,117101,117101,,,10805,117101,0.00,1946.03,5838.1,2919.05,2919.05,5318.6,,,,,,,,,,,,
2017,16,21.4,7,12,23,16.2,29.3,0.01,118646,118646,,,8700,118646,0.00,1768.93,5306.8,2653.40,2653.40,5259.8,,,,,,,,,,,,
2017,16,20.6,8,12,24,16.1,27.0,0.01,120259,120259,,,7853,120259,0.00,1451.93,4355.8,2177.90,2177.90,5287.2,,,,,,,,,,,,
2017,17,19.7,2,12,25,17.4,24.1,0.01,116246,116246,,,8089,116246,0.00,1717.77,5153.3,2576.65,2576.65,5387.8,,,,,,,,,,,,
2017,17,21.4,3,12,26,18.2,25.3,0.01,121403,121403,,,9128,121403,0.00,1979.73,5939.2,2969.60,2969.60,5535.2,,,,,,,,,,,,
2017,17,23.1,4,12,27,20.3,26.5,0.01,119461,119461,,,8691,119461,0.00,1847.90,5543.7,2771.85,2771.85,5510.2,,,,,,,,,,,,
2017,17,23.4,5,12,28,18.4,29.2,0.01,117041,117041,,,9615,117041,0.00,1814.60,5443.8,2721.90,2721.90,5419.5,,,,,,,,,,,,
2017,9,22.4,6,12,29,18.4,27.9,0.01,120241,120241,,,8610,120241,0.00,1619.63,4858.9,2429.45,2429.45,5422.9,,,,,,,,,,,,
2017,17,22.4,7,12,30,20.3,27.0,0.01,125449,125449,,,9295,125449,0.00,1963.53,5890.6,2945.30,2945.30,5664.0,,,,,,,,,,,,
2017,17,20.8,8,12,31,19.1,25.1,0.01,125511,125511,,,9074,125511,0.00,1937.93,5813.8,2906.90,2906.90,5622.0,,,,,,,,,,,,
2018,10,20.4,2,1,1,18.1,27.0,0.01,85124,85124,3025561,,3815,85124,0.00,1696.83,5090.5,2545.25,2545.25,5629.7,,,,,,,,,,,,
2018,10,20.7,3,1,2,14.3,26.9,0.01,81698,81698,,,5824,81698,0.00,1820.17,5460.5,2730.25,2730.25,5484.3,,,,,,,,,,,,
2018,9,21.3,4,1,3,15.1,30.3,0.01,105068,105068,,,5072,105068,0.00,2021.53,6064.6,3032.30,3032.30,5586.7,,,,,,,,,,,,
2018,10,21.3,5,1,4,16.2,28.6,0.01,89641,89641,,,5703,89641,0.00,1893.57,5680.7,2840.35,2840.35,5716.2,,,,,,,,,,,,
2018,10,22.8,6,1,5,18.4,29.4,0.01,89490,89490,,,5212,89490,0.00,1950.70,5852.1,2926.05,2926.05,5858.8,,,,,,,,,,,,
2018,10,23.8,7,1,6,20.1,31.2,0.01,89105,89105,,,4126,89105,0.00,1454.50,4363.5,2181.75,2181.75,5978.4,,,,,,,,,,,,
2018,15,23.3,8,1,7,18.0,32.3,0.01,88605,88605,,,4821,88605,0.00,1990.83,5972.5,2986.25,2986.25,6414.6,,,,,,,,,,,,
2018,9,24.0,2,1,8,19.0,33.0,0.01,95641,95641,,,5599,95641,0.00,2237.47,6712.4,3356.20,3356.20,5457.7,,,,,,,,,,,,
2018,9,22.9,3,1,9,20.2,29.8,0.01,99178,99178,,,4991,99178,0.00,2131.20,6393.6,3196.80,3196.80,4335.9,,,,,,,,,,,,
2018,9,20.6,4,1,10,18.1,26.5,0.01,91439,91439,,,4786,91439,0.00,2149.97,6449.9,3224.95,3224.95,3291.4,,,,,,,,,,,,
2018,10,19.2,5,1,11,16.9,26.4,0.01,87832,87832,,,6552,87832,0.00,2181.57,6544.7,3272.35,3272.35,2217.7,,,,,,,,,,,,
2018,10,18.4,6,1,12,15.0,24.9,0.01,80844,80844,,,5738,80844,0.00,395.93,1187.8,593.90,593.90,1632.5,,,,,,,,,,,,
2018,8,18.8,7,1,13,14.5,25.2,0.01,75678,75678,,,4843,75678,0.00,367.80,1103.4,551.70,551.70,1617.4,,,,,,,,,,,,
2018,15,19.9,8,1,14,14.4,26.5,0.01,71092,71092,,,5207,71092,0.00,390.40,1171.2,585.60,585.60,1608.4,,,,,,,,,,,,
2018,11,20.5,2,1,15,14.8,26.6,0.01,74947,74947,,,4560,74947,0.00,360.53,1081.6,540.80,540.80,1790.5,,,,,,,,,,,,
2018,15,20.8,3,1,16,14.3,30.2,0.01,96905,96905,,,5819,96905,0.00,1206.17,3618.5,1809.25,1809.25,2070.8,,,,,,,,,,,,
2018,10,19.8,4,1,17,15.3,28.5,0.01,92289,92289,,,8924,92289,0.00,370.77,1112.3,556.15,556.15,1910.3,,,,,,,,,,,,
2018,10,20.9,5,1,18,14.2,28.3,0.01,110730,110730,,,8181,110730,0.00,352.87,1058.6,529.30,529.30,2391.3,,,,,,,,,,,,
2018,10,22.6,6,1,19,18.8,29.2,0.01,119402,119402,,,7822,119402,0.00,693.77,2081.3,1040.65,1040.65,2920.5,,,,,,,,,,,,
2018,10,22.0,7,1,20,18.0,26.5,0.01,126925,126925,,,7503,126925,0.00,827.73,2483.2,1241.60,1241.60,3278.6,,,,,,,,,,,,
2018,20,24.2,8,1,21,19.7,27.3,0.01,126745,126745,,,8602,126745,0.00,938.67,2816.0,1408.00,1408.00,3622.4,,,,,,,,,,,,
2018,10,23.2,2,1,22,19.3,29.2,0.01,140343,140343,,,9333,140343,0.00,1172.50,3517.5,1758.75,1758.75,3974.6,,,,,,,,,,,,
2018,10,23.5,3,1,23,17.6,27.0,0.01,140416,140416,,,8744,140416,0.00,1234.77,3704.3,1852.15,1852.15,4711.9,,,,,,,,,,,,
2018,10,23.9,4,1,24,19.3,29.2,0.01,115147,115147,,,8224,115147,0.00,1290.67,3872.0,1936.00,1936.00,5538.5,,,,,,,,,,,,
2018,11,22.8,5,1,25,17.3,31.2,0.01,114462,114462,,,7232,114462,0.00,1400.73,4202.2,2101.10,2101.10,6419.9,,,,,,,,,,,,
2018,11,23.2,6,1,26,17.8,30.2,0.01,97671,97671,,,6008,97671,0.00,1525.73,4577.2,2288.60,2288.60,7546.3,,,,,,,,,,,,
2018,10,22.3,7,1,27,17.5,29.0,0.01,86986,86986,,,7508,86986,0.00,2401.27,7203.8,3601.90,3601.90,8304.4,,,,,,,,,,,,
2018,18,23.1,8,1,28,18.0,31.2,0.01,74393,74393,,,4648,74393,0.00,2612.47,7837.4,3918.70,3918.70,8405.0,,,,,,,,,,,,
2018,18,24.0,2,1,29,20.7,31.0,3,77029,77029,,,4819,77029,0.00,2759.67,8279.0,4139.50,4139.50,8221.9,,,,,,,,,,,,
2018,18,23.6,3,1,30,20.4,29.9,0.01,84346,84346,,,5283,84346,0.00,3278.10,9834.3,4917.15,4917.15,7780.3,,,,,,,,,,,,
2018,17,21.4,4,1,31,16.1,29.2,0.01,116389,116389,,,8532,116389,0.00,2789.10,8367.3,4183.65,4183.65,6930.9,,,,,,,,,,,,
2018,11,21.3,5,2,1,17.6,28.1,0.01,145528,145528,3880860,,8661,145528,0.00,2568.97,7706.9,3853.45,3853.45,6331.9,,,,,,,,,,,,
2018,17,19.8,6,2,2,15.5,27.5,0.01,158797,158797,,,4088,158797,0.00,2307.40,6922.2,3461.10,3461.10,5926.1,,,,,,,,,,,,
2018,10,19.4,7,2,3,16.2,27.9,0.01,174641,174641,,,11669,174641,0.00,2023.67,6071.0,3035.50,3035.50,5629.9,,,,,,,,,,,,
2018,14,18.3,8,2,4,12.3,27.4,0.01,180621,180621,,,10603,180621,0.00,1862.40,5587.2,2793.60,2793.60,5510.4,,,,,,,,,,,,
2018,10,17.3,2,2,5,10.6,24.8,0.01,184996,184996,,,11569,184996,0.00,1790.70,5372.1,2686.05,2686.05,5579.8,,,,,,,,,,,,
2018,10,16.9,3,2,6,10.7,24.2,0.01,178199,178199,,,12046,178199,0.00,1892.70,5678.1,2839.05,2839.05,5656.8,,,,,,,,,,,,
2018,11,17.0,4,2,7,9.1,26.2,0.01,117404,117404,,,12443,117404,0.00,1813.77,5441.3,2720.65,2720.65,5529.8,,,,,,,,,,,,
2018,10,18.9,5,2,8,12.3,28.5,0.01,106384,106384,,,6275,106384,0.00,1824.40,5473.2,2736.60,2736.60,5415.9,,,,,,,,,,,,
2018,15,18.8,6,2,9,12.1,29.6,0.01,126822,126822,,,10450,126822,0.00,1978.03,5934.1,2967.05,2967.05,5081.3,,,,,,,,,,,,
2018,11,20.5,7,2,10,14.0,31.4,0.01,161025,161025,,,10394,161025,0.00,1919.13,5757.4,2878.70,2878.70,4569.3,,,,,,,,,,,,
2018,10,22.3,8,2,11,17.4,29.2,0.01,135024,135024,,,9080,135024,0.00,1681.07,5043.2,2521.60,2521.60,3987.7,,,,,,,,,,,,
2018,10,21.2,2,2,12,19.5,26.4,0.01,124806,124806,,,8593,124806,0.00,1623.90,4871.7,2435.85,2435.85,3418.4,,,,,,,,,,,,
2018,11,20.6,3,2,13,18.0,27.3,0.01,116116,116116,,,8180,116116,0.00,1266.77,3800.3,1900.15,1900.15,2946.0,,,,,,,,,,,,
2018,10,19.0,4,2,14,10.7,30.2,0.01,113660,113660,,,8100,113660,0.00,1124.70,3374.1,1687.05,1687.05,2678.0,,,,,,,,,,,,
2018,9,20.7,5,2,15,12.9,34.3,0.01,111522,111522,,,7562,111522,0.00,949.77,2849.3,1424.65,1424.65,2873.1,,,,,,,,,,,,
2018,11,21.7,6,2,16,14.7,33.5,0.01,109866,109866,,,7972,109866,0.00,732.17,2196.5,1098.25,1098.25,3286.0,,,,,,,,,,,,
2018,10,21.9,7,2,17,15.1,30.0,0.01,121359,121359,,,8027,121359,0.00,836.67,2510.0,1255.00,1255.00,4158.4,,,,,,,,,,,,
2018,10,21.6,8,2,18,16.4,28.9,1,123263,123263,,,8030,123263,0.00,820.07,2460.2,1230.10,1230.10,5073.4,,,,,,,,,,,,
2018,10,24.1,2,2,19,18.3,32.8,0.01,107098,107098,,,7358,107098,0.00,1449.80,4349.4,2174.70,2174.70,6017.5,,,,,,,,,,,,
2018,11,22.8,3,2,20,16.0,32.2,0.01,125110,125110,,,8289,125110,0.00,1637.97,4913.9,2456.95,2456.95,6634.2,,,,,,,,,,,,
2018,11,22.8,4,2,21,16.1,32.9,0.01,130394,130394,,,8748,130394,0.00,2186.23,6558.7,3279.35,3279.35,7077.9,,,,,,,,,,,,
2018,16,23.1,5,2,22,17.1,32.2,0.01,145215,145215,,,8667,145215,0.00,2361.60,7084.8,3542.40,3542.40,7233.5,,,,,,,,,,,,
2018,17,23.6,6,2,23,17.4,32.0,0.01,134393,134393,,,8951,134393,0.00,2393.60,7180.8,3590.40,3590.40,7242.2,,,,,,,,,,,,
2018,10,23.1,7,2,24,15.2,33.0,0.01,150593,150593,,,9200,150593,0.00,2477.67,7433.0,3716.50,3716.50,7219.7,,,,,,,,,,,,
2018,11,22.1,8,2,25,16.1,31.0,0.01,148335,148335,,,9896,148335,0.00,2377.37,7132.1,3566.05,3566.05,7104.5,,,,,,,,,,,,
2018,10,23.5,2,2,26,20.1,31.6,0.01,142121,142121,,,9486,142121,0.00,2445.67,7337.0,3668.50,3668.50,7055.8,,,,,,,,,,,,
2018,10,23.2,3,2,27,15.9,29.5,0.01,147668,147668,,,9367,147668,0.00,2376.10,7128.3,3564.15,3564.15,7116.8,,,,,,,,,,,,
2018,10,23.6,4,2,28,17.1,33.5,0.01,159902,159902,,,11635,159902,0.00,2356.03,7068.1,3534.05,3534.05,7059.9,,,,,,,,,,,,
2018,11,24.8,5,3,1,20.1,33.5,0.01,147474,147474,3694190,,11116,147474,0.00,2285.63,6856.9,3428.45,3428.45,6955.5,,,,,,,,,,,,
2018,11,25.1,6,3,2,20.3,34.4,0.01,146443,146443,,,10130,146443,0.00,2296.30,6888.9,3444.45,3444.45,6795.8,,,,,,,,,,,,
2018,11,24.9,7,3,3,20.6,35.4,0.01,151188,151188,,,10161,151188,0.00,2547.20,7641.6,3820.80,3820.80,6576.4,,,,,,,,,,,,
2018,16,24.8,8,3,4,20.7,33.2,0.01,145753,145753,,,9713,145753,0.00,2281.40,6844.2,3422.10,3422.10,6110.5,,,,,,,,,,,,
2018,10,25.2,2,3,5,20.2,36.2,0.01,148188,148188,,,10067,148188,0.00,2181.97,6545.9,3272.95,3272.95,5778.2,,,,,,,,,,,,
2018,10,24.4,3,3,6,18.4,34.5,0.01,152580,152580,,,9736,152580,0.00,2019.40,6058.2,3029.10,3029.10,5515.8,,,,,,,,,,,,
2018,11,23.5,4,3,7,16.4,33.7,0.01,133423,133423,,,9832,133423,0.00,1930.67,5792.0,2896.00,2896.00,5308.9,,,,,,,,,,,,
2018,9,22.6,5,3,8,16.3,33.7,0.01,119301,119301,,,8728,119301,0.00,1770.67,5312.0,2656.00,2656.00,5099.0,,,,,,,,,,,,
2018,10,23.1,6,3,9,20.3,27.8,0.01,139844,139844,,,9049,139844,0.00,1727.57,5182.7,2591.35,2591.35,5045.8,,,,,,,,,,,,
2018,11,22.4,7,3,10,19.5,26.5,0.01,144903,144903,,,9569,144903,0.00,1744.63,5233.9,2616.95,2616.95,5049.6,,,,,,,,,,,,
2018,10,22.1,8,3,11,18.5,28.0,0.01,138924,138924,,,9081,138924,0.00,1674.67,5024.0,2512.00,2512.00,4707.3,,,,,,,,,,,,
2018,10,22.8,2,3,12,16.4,32.1,0.01,135741,135741,,,8951,135741,0.00,1580.80,4742.4,2371.20,2371.20,4532.2,,,,,,,,,,,,
2018,11,23.4,3,3,13,15.4,33.2,0.01,127544,127544,,,8509,127544,0.00,1681.93,5045.8,2522.90,2522.90,4371.0,,,,,,,,,,,,
2018,10,23.4,4,3,14,17.2,33.6,0.01,119063,119063,,,8508,119063,0.00,1733.97,5201.9,2600.95,2600.95,4148.0,,,,,,,,,,,,
2018,11,21.8,5,3,15,20.6,32.0,23,117246,117246,,,8054,117246,0.00,1174.20,3522.6,1761.30,1761.30,3950.4,,,,,,,,,,,,
2018,10,22.9,6,3,16,17.6,32.5,0.01,120792,120792,,,7031,120792,0.00,1382.83,4148.5,2074.25,2074.25,3970.8,,,,,,,,,,,,
2018,17,24.3,7,3,17,18.9,33.1,5,96265,96265,,,8214,96265,0.00,1312.00,3936.0,1968.00,1968.00,3936.8,,,,,,,,,,,,
2018,11,24.9,8,3,18,19.5,33.2,0.01,133190,133190,,,8514,133190,0.00,1310.30,3930.9,1965.45,1965.45,3947.5,,,,,,,,,,,,
2018,10,24.5,2,3,19,18.7,34.4,0.01,107885,107885,,,8047,107885,0.00,1404.60,4213.8,2106.90,2106.90,3933.7,,,,,,,,,,,,
2018,11,23.3,3,3,20,19.3,35.3,0.01,98787,98787,,,6388,98787,0.00,1208.33,3625.0,1812.50,1812.50,3961.6,,,,,,,,,,,,
2018,17,23.6,4,3,21,19.4,31.0,0.01,101937,101937,,,6096,101937,0.00,1326.10,3978.3,1989.15,1989.15,4181.0,,,,,,,,,,,,
2018,11,22.8,5,3,22,18.8,28.5,0.01,103831,103831,,,6286,103831,0.00,1329.90,3989.7,1994.85,1994.85,4441.9,,,,,,,,,,,,
2018,11,21.5,6,3,23,16.3,29.4,0.01,98231,98231,,,7041,98231,0.00,1287.27,3861.8,1930.90,1930.90,4281.6,,,,,,,,,,,,
2018,10,21.9,7,3,24,14.1,31.6,0.01,96010,96010,,,6490,96010,0.00,1451.10,4353.3,2176.65,2176.65,4143.1,,,,,,,,,,,,
2018,10,22.6,8,3,25,14.8,32.5,0.01,101109,101109,,,6673,101109,0.00,1573.97,4721.9,2360.95,2360.95,3956.2,,,,,,,,,,,,
2018,11,22.5,2,3,26,16.8,31.2,0.01,100666,100666,,,5306,100666,0.00,1760.87,5282.6,2641.30,2641.30,3711.0,,,,,,,,,,,,
2018,10,23.5,3,3,27,17.6,31.2,0.01,105859,105859,,,5242,105859,0.00,1062.83,3188.5,1594.25,1594.25,3052.5,,,,,,,,,,,,
2018,11,23.3,4,3,28,17.3,31.3,0.01,106662,106662,,,5170,106662,0.00,1056.40,3169.2,1584.60,1584.60,2761.5,,,,,,,,,,,,
2018,11,22.7,5,3,29,19.3,31.2,0.01,102016,102016,,,5060,102016,0.00,1139.63,3418.9,1709.45,1709.45,2510.9,,,,,,,,,,,,
2018,11,23.2,6,3,30,19.0,32.4,1,92293,92293,,,5128,92293,0.00,1165.23,3495.7,1747.85,1747.85,2203.1,,,,,,,,,,,,
2018,11,24.0,7,3,31,19.4,31.9,5,61040,61040,,,4630,61040,0.00,663.47,1990.4,995.20,995.20,1883.1,,,,,,,,,,,,
2018,17,23.2,8,4,1,16.1,31.3,0.01,57005,57005,2685302,,5209,57005,0.00,577.70,1733.1,866.55,866.55,1876.7,,,,,,,,,,,,
2018,18,23.8,2,4,2,16.1,32.0,0.01,59576,59576,,,3765,59576,0.00,638.73,1916.2,958.10,958.10,1909.5,,,,,,,,,,,,
2018,11,24.0,3,4,3,17.1,33.1,0.01,71921,71921,,,3756,71921,0.00,626.77,1880.3,940.15,940.15,1824.0,,,,,,,,,,,,
2018,16,24.7,4,4,4,18.8,33.5,0.01,67960,67960,,,10152,67960,0.00,631.90,1895.7,947.85,947.85,1753.6,,,,,,,,,,,,
2018,17,24.7,5,4,5,19.2,33.8,0.01,62647,62647,,,5693,62647,0.00,652.80,1958.4,979.20,979.20,1690.4,,,,,,,,,,,,
2018,19,25.7,6,4,6,21.4,34.0,3,63251,63251,,,5409,63251,0.00,632.33,1897.0,948.50,948.50,1649.4,,,,,,,,,,,,
2018,19,23.7,7,4,7,22.3,31.0,0.01,70102,70102,,,5226,70102,0.00,496.23,1488.7,744.35,744.35,1615.6,,,,,,,,,,,,
2018,11,22.9,8,4,8,20.3,29.0,0.01,72082,72082,,,5112,72082,0.00,509.43,1528.3,764.15,764.15,1676.3,,,,,,,,,,,,
2018,19,23.4,2,4,9,16.3,30.2,0.01,85209,85209,,,5483,85209,0.00,526.50,1579.5,789.75,789.75,1707.5,,,,,,,,,,,,
2018,15,23.7,3,4,10,16.5,34.2,0.01,91149,91149,,,5292,91149,0.00,584.53,1753.6,876.80,876.80,1936.4,,,,,,,,,,,,
2018,10,26.2,4,4,11,19.6,35.8,0.01,85564,85564,,,5473,85564,0.00,576.00,1728.0,864.00,864.00,1943.3,,,,,,,,,,,,
2018,11,27.0,5,4,12,21.2,38.0,0.01,103974,103974,,,6228,103974,0.00,597.33,1792.0,896.00,896.00,1933.1,,,,,,,,,,,,
2018,11,25.5,6,4,13,21.3,38.2,8,104682,104682,,,6644,104682,0.00,561.50,1684.5,842.25,842.25,1934.9,,,,,,,,,,,,
2018,11,26.2,7,4,14,20.2,38.1,0.01,97087,97087,,,6936,97087,0.00,907.97,2723.9,1361.95,1361.95,1950.7,,,,,,,,,,,,
2018,9,26.7,8,4,15,20.1,37.0,0.01,112958,112958,,,11417,112958,0.00,596.07,1788.2,894.10,894.10,1716.5,,,,,,,,,,,,
2018,17,27.1,2,4,16,20.2,35.2,0.01,126120,126120,,,7810,126120,0.00,558.93,1676.8,838.40,838.40,1633.5,,,,,,,,,,,,
2018,18,24.7,3,4,17,20.2,35.2,17,139220,139220,,,8285,139220,0.00,600.30,1800.9,900.45,900.45,1585.6,,,,,,,,,,,,
2018,17,23.9,4,4,18,20.3,34.3,19,149387,149387,,,9140,149387,0.00,587.93,1763.8,881.90,881.90,1507.8,,,,,,,,,,,,
2018,11,23.9,5,4,19,20.4,35.2,6,133404,133404,,,8784,133404,0.00,517.53,1552.6,776.30,776.30,1456.1,,,,,,,,,,,,
2018,17,25.3,6,4,20,20.1,35.5,0.01,145155,145155,,,9014,145155,0.00,457.80,1373.4,686.70,686.70,1434.6,,,,,,,,,,,,
2018,10,25.8,7,4,21,20.5,36.0,0.01,148050,148050,,,13181,148050,0.00,479.13,1437.4,718.70,718.70,1450.2,,,,,,,,,,,,
2018,10,25.5,8,4,22,20.2,37.0,0.01,115925,115925,,,9815,115925,0.00,470.60,1411.8,705.90,705.90,1460.0,,,,,,,,,,,,
2018,11,26.9,2,4,23,21.3,37.3,0.01,67341,67341,,,5956,67341,0.00,501.77,1505.3,752.65,752.65,1475.3,,,,,,,,,,,,
2018,18,26.2,3,4,24,22.5,37.4,0.01,64566,64566,,,5335,64566,0.00,481.70,1445.1,722.55,722.55,1455.4,,,,,,,,,,,,
2018,19,25.3,4,4,25,22.1,36.0,0.01,65568,65568,,,4812,65568,0.00,483.83,1451.5,725.75,725.75,1444.1,,,,,,,,,,,,
2018,19,24.1,5,4,26,22.2,36.0,0.01,71603,71603,,,4943,71603,0.00,495.37,1486.1,743.05,743.05,1424.1,,,,,,,,,,,,
2018,10,25.3,6,4,27,21.4,35.2,0.01,62672,62672,,,4099,62672,0.00,496.20,1488.6,744.30,744.30,1398.5,,,,,,,,,,,,
2018,6,25.8,7,4,28,20.2,35.0,0.01,61748,61748,,,3787,61748,0.00,468.50,1405.5,702.75,702.75,1400.8,,,,,,,,,,,,
2018,6,26.0,8,4,29,20.3,35.5,0.01,61992,61992,,,3378,61992,0.00,462.93,1388.8,694.40,694.40,1424.4,,,,,,,,,,,,
2018,19,24.7,2,4,30,22.0,33.5,4,67385,67385,,,4521,67385,0.00,450.53,1351.6,675.80,675.80,1461.7,,,,,,,,,,,,
2018,19,26.4,3,5,1,22.1,36.0,0.01,64339,64339,2179082,,4648,64339,0.00,452.70,1358.1,679.05,679.05,1498.6,,,,,,,,,,,,
2018,17,26.4,4,5,2,22.7,35.3,0.01,62611,62611,,,4087,62611,0.00,500.07,1500.2,750.10,750.10,1506.3,,,,,,,,,,,,
2018,19,27.0,5,5,3,22.8,35.9,2,63328,63328,,,4698,63328,0.00,507.73,1523.2,761.60,761.60,1974.3,,,,,,,,,,,,
2018,11,24.2,6,5,4,19.4,32.8,3,65480,65480,,,3966,65480,0.00,525.20,1575.6,787.80,787.80,2461.4,,,,,,,,,,,,
2018,6,26.0,7,5,5,21.3,35.2,0.01,66762,66762,,,3795,66762,0.00,512.00,1536.0,768.00,768.00,2455.3,,,,,,,,,,,,
2018,11,25.4,8,5,6,21.9,34.1,77,67621,67621,,,3717,67621,0.00,465.50,1396.5,698.25,698.25,2457.1,,,,,,,,,,,,
2018,11,24.8,2,5,7,22.1,33.6,15,62964,62964,,,3751,62964,0.00,1280.00,3840.0,1920.00,1920.00,2478.9,,,,,,,,,,,,
2018,18,26.1,3,5,8,22.5,34.3,0.01,67129,67129,,,3715,67129,0.00,1319.70,3959.1,1979.55,1979.55,2004.3,,,,,,,,,,,,
2018,17,26.1,4,5,9,23.6,34.6,0.01,66323,66323,,,3949,66323,0.00,515.00,1545.0,772.50,772.50,1569.6,,,,,,,,,,,,
2018,6,24.4,5,5,10,20.3,36.2,30,72077,72077,,,3949,72077,0.00,515.00,1545.0,772.50,772.50,1621.5,,,,,,,,,,,,
2018,6,25.4,6,5,11,20.8,36.0,0.01,59344,59344,,,4342,59344,0.00,501.77,1505.3,752.65,752.65,1682.7,,,,,,,,,,,,
2018,10,25.9,7,5,12,20.4,36.8,0.01,71078,71078,,,4665,71078,0.00,488.97,1466.9,733.45,733.45,1738.8,,,,,,,,,,,,
2018,10,26.1,8,5,13,22.1,34.2,2,73540,73540,,,4671,73540,0.00,595.20,1785.6,892.80,892.80,1752.6,,,,,,,,,,,,
2018,9,26.8,2,5,14,22.1,35.7,0.01,65062,65062,,,3827,65062,0.00,601.60,1804.8,902.40,902.40,1706.8,,,,,,,,,,,,
2018,10,26.7,3,5,15,21.5,36.5,0.01,74331,74331,,,4489,74331,0.00,616.97,1850.9,925.45,925.45,1656.6,,,,,,,,,,,,
2018,6,26.0,4,5,16,23.1,36.0,0.01,74688,74688,,,3946,74688,0.00,595.20,1785.6,892.80,892.80,1599.2,,,,,,,,,,,,
2018,6,25.9,5,5,17,21.4,36.4,0.01,73492,73492,,,3750,73492,0.00,512.00,1536.0,768.00,768.00,1530.4,,,,,,,,,,,,
2018,6,24.9,6,5,18,21.0,35.9,11,70577,70577,,,3850,70577,0.00,518.83,1556.5,778.25,778.25,1549.6,,,,,,,,,,,,
2018,6,25.9,7,5,19,21.4,36.0,0.01,76038,76038,,,3844,76038,0.00,518.00,1554.0,777.00,777.00,1562.6,,,,,,,,,,,,
2018,19,25.5,8,5,20,22.6,35.8,0.01,69687,69687,,,4717,69687,0.00,521.37,1564.1,782.05,782.05,1599.0,,,,,,,,,,,,
2018,19,25.1,2,5,21,22.1,35.5,8,75873,75873,,,4087,75873,0.00,480.43,1441.3,720.65,720.65,1616.4,,,,,,,,,,,,
2018,19,25.1,3,5,22,21.3,35.0,0.01,73528,73528,,,4577,73528,0.00,544.00,1632.0,816.00,816.00,1669.1,,,,,,,,,,,,
2018,17,25.4,4,5,23,22.3,34.1,4,67215,67215,,,4590,67215,0.00,540.57,1621.7,810.85,810.85,1694.2,,,,,,,,,,,,
2018,10,25.4,5,5,24,22.6,35.4,0.01,67436,67436,,,4233,67436,0.00,578.57,1735.7,867.85,867.85,1710.1,,,,,,,,,,,,
2018,11,24.5,6,5,25,21.9,33.8,42,66089,66089,,,4010,66089,0.00,550.40,1651.2,825.60,825.60,1687.8,,,,,,,,,,,,
2018,19,26.0,7,5,26,22.2,35.4,0.01,73369,73369,,,4371,73369,0.00,568.30,1704.9,852.45,852.45,1648.6,,,,,,,,,,,,
2018,19,25.6,8,5,27,22.3,35.5,0.01,65497,65497,,,4583,65497,0.00,585.80,1757.4,878.70,878.70,1612.5,,,,,,,,,,,,
2018,18,25.3,2,5,28,22.7,35.2,1,81140,81140,,,4302,81140,0.00,567.03,1701.1,850.55,850.55,1598.4,,,,,,,,,,,,
