Năm,Giờ,Ttb,thứ,Tháng,Ngày,Tmin,Tmax,Lm,Angay_hc,Angay_hc,,,Pmax_hc,Amax_hc,Ptb,Atb,Pmax,Amax,A/2,Pmax,"Train, Valid, Test",,,,,,,,,,,
2017,19,25.4,3,6,13,22.7,29.5,0.01,65579,65579,,,4014,65579,887.07,403.60,1210.8,605.40,605.40,1382.9,,,,,,,,,,,,
2017,11,25.3,4,6,14,22.5,30.3,6,76493,76493,,,3629,76493,906.53,418.13,1254.4,627.20,627.20,1396.0,,,,,,,,,,,,
2017,8,25.6,5,6,15,22.6,31.0,0.01,81574,81574,,,2326,81574,990.37,481.73,1445.2,722.60,722.60,1408.3,,,,,,,,,,,,
2017,10,26.1,6,6,16,22.1,32.2,0.01,73929,73929,,,3903,73929,1021.65,497.07,1491.2,745.60,745.60,1362.4,,,,,,,,,,,,
2017,10,25.7,7,6,17,21.6,30.8,0.01,74509,74509,,,3620,74509,1079.31,504.33,1513.0,756.50,756.50,1337.4,,,,,,,,,,,,
2017,6,25.1,8,6,18,22.1,29.6,6,70999,70999,,,3449,70999,947.57,425.40,1276.2,638.10,638.10,1305.1,,,,,,,,,,,,
2017,6,25.7,2,6,19,23.1,30.3,2,70681,70681,,,3478,70681,942.00,438.60,1315.8,657.90,657.90,1344.0,,,,,,,,,,,,
2017,19,24.6,3,6,20,22.1,30.3,0.01,70363,70363,,,4317,70363,872.53,405.33,1216.0,608.00,608.00,1329.7,,,,,,,,,,,,
2017,11,24.8,4,6,21,21.6,30.3,0.01,72433,72433,,,3937,72433,940.37,455.27,1365.8,682.90,682.90,1393.2,,,,,,,,,,,,
2017,6,25.6,5,6,22,22.6,31.0,0.01,72429,72429,,,3492,72429,1022.88,450.53,1351.6,675.80,675.80,1431.3,,,,,,,,,,,,
2017,6,25.9,6,6,23,22.6,30.7,1,71963,71963,,,3565,71963,1030.69,490.23,1470.7,735.35,735.35,1465.6,,,,,,,,,,,,
2017,10,23.0,7,6,24,22.1,26.0,58,62807,62807,,,3280,62807,895.63,414.73,1244.2,622.10,622.10,1469.0,,,,,,,,,,,,
2017,6,23.8,8,6,25,22.0,28.2,0.01,76493,76493,,,3646,76493,967.55,511.17,1533.5,766.75,766.75,1952.8,,,,,,,,,,,,
2017,6,24.8,2,6,26,21.5,29.5,0.01,76470,76470,,,3799,76470,1022.99,518.83,1556.5,778.25,778.25,2399.5,,,,,,,,,,,,
2017,10,24.5,3,6,27,22.1,30.2,3,63780,63780,,,4092,63780,1028.03,507.73,1523.2,761.60,761.60,2668.0,,,,,,,,,,,,
2017,6,24.4,4,6,28,21.6,29.3,4,66695,66695,,,3800,66695,971.25,495.80,1487.4,743.70,743.70,3374.3,,,,,,,,,,,,
2017,16,25.1,5,6,29,22.0,30.6,4,61618,61618,,,3655,61618,782.19,1221.10,3663.3,1831.65,1831.65,3331.3,,,,,,,,,,,,
2017,17,24.6,6,6,30,22.3,28.3,0.01,57396,57396,,,3758,57396,578.36,1255.67,3767.0,1883.50,1883.50,2700.8,,,,,,,,,,,,
2017,7,24.9,7,7,1,21.4,30.2,0.01,68195,68195,,,2893,68195,0.00,966.40,2899.2,1449.60,1449.60,1983.5,,,,,,,,,,,,
2017,8,25.3,8,7,2,22.1,29.5,9,90378,90378,,,3524,90378,0.00,1684.90,5054.7,2527.35,2527.35,1453.8,,,,,,,,,,,,
2017,17,25.6,2,7,3,22.4,30.5,0.01,61963,61963,,,4156,61963,0.00,424.10,1272.3,636.15,636.15,489.2,,,,,,,,,,,,
2017,19,24.1,3,7,4,21.9,28.0,14,63332,63332,,,4189,63332,0.00,170.24,510.7,255.36,255.36,323.3,,,,,,,,,,,,
2017,11,24.9,4,7,5,21.9,29.4,3,64702,64702,,,3744,64702,0.00,60.16,180.5,90.24,90.24,276.5,,,,,,,,,,,,
2017,19,23.8,5,7,6,21.4,27.2,21,61803,61803,,,4048,61803,0.00,83.63,250.9,125.44,125.44,326.4,,,,,,,,,,,,
2017,19,24.5,6,7,7,21.4,29.3,18,63157,63157,,,4066,63157,0.00,77.23,231.7,115.84,115.84,406.3,,,,,,,,,,,,
2017,19,25.2,7,7,8,22.2,31.0,9,62567,62567,,,4245,62567,0.00,147.63,442.9,221.44,221.44,910.1,,,,,,,,,,,,
2017,19,25.8,8,7,9,22.3,31.5,0.01,71491,71491,,,4007,71491,0.00,92.16,276.5,138.24,138.24,860.4,,,,,,,,,,,,
2017,19,25.6,2,7,10,23.3,29.2,0.01,74118,74118,,,4217,74118,0.00,143.36,430.1,215.04,215.04,879.6,,,,,,,,,,,,
2017,18,24.4,3,7,11,21.1,30.3,32,64796,64796,,,4396,64796,0.00,216.75,650.2,325.12,325.12,848.1,,,,,,,,,,,,
2017,10,25.3,4,7,12,22.5,30.9,7,96027,96027,,,6539,96027,0.00,916.90,2750.7,1375.35,1375.35,798.5,,,,,,,,,,,,
2017,17,24.9,5,7,13,22.0,29.1,15,67123,67123,,,3929,67123,0.00,64.85,194.6,97.28,97.28,959.5,,,,,,,,,,,,
2017,17,24.9,6,7,14,22.9,27.7,28,68250,68250,,,3989,68250,0.00,124.16,372.5,186.24,186.24,1363.4,,,,,,,,,,,,
2017,17,24.4,7,7,15,23.0,27.0,18,67432,67432,,,4050,67432,0.00,90.88,272.6,136.32,136.32,1307.4,,,,,,,,,,,,
2017,15,24.0,8,7,16,23.3,26.2,18,68547,68547,,,3318,68547,0.00,133.97,401.9,200.96,200.96,1286.1,,,,,,,,,,,,
2017,11,23.5,2,7,17,22.2,27.2,11,67352,67352,,,3548,67352,0.00,1185.27,3555.8,1777.90,1777.90,1231.9,,,,,,,,,,,,
2017,18,23.8,3,7,18,22.1,27.1,10,80642,80642,,,5968,80642,0.00,738.13,2214.4,1107.20,1107.20,546.8,,,,,,,,,,,,
2017,19,24.3,4,7,19,22.4,27.2,0.01,53385,53385,,,3845,53385,0.00,30.72,92.2,46.08,46.08,150.0,,,,,,,,,,,,
2017,19,24.6,5,7,20,22.6,29.3,1,57709,57709,,,3952,57709,0.00,55.47,166.4,83.20,83.20,253.2,,,,,,,,,,,,
2017,19,24.8,6,7,21,22.8,29.0,2,60614,60614,,,3860,60614,0.00,43.52,130.6,65.28,65.28,330.0,,,,,,,,,,,,
2017,19,24.1,7,7,22,22.7,27.0,9,62666,62666,,,3850,62666,0.00,43.52,130.6,65.28,65.28,886.8,,,,,,,,,,,,
2017,19,24.3,8,7,23,22.6,28.0,2,57034,57034,,,3944,57034,0.00,76.80,230.4,115.20,115.20,1157.9,,,,,,,,,,,,
2017,17,24.3,2,7,24,23.5,26.0,7,59879,59879,,,4287,59879,0.00,202.67,608.0,304.00,304.00,1222.9,,,,,,,,,,,,
2017,17,23.1,3,7,25,22.4,24.6,49,62723,62723,,,4202,62723,0.00,183.47,550.4,275.20,275.20,1658.1,,,,,,,,,,,,
2017,9,23.2,4,7,26,22.1,25.5,43,68002,68002,,,2908,68002,0.00,971.50,2914.5,1457.25,1457.25,1731.6,,,,,,,,,,,,
2017,17,24.2,5,7,27,22.1,29.1,4,67096,67096,,,3967,67096,0.00,495.37,1486.1,743.05,743.05,1270.5,,,,,,,,,,,,
2017,17,24.9,6,7,28,22.8,28.7,24,65662,65662,,,3977,65662,0.00,185.17,555.5,277.76,277.76,1085.4,,,,,,,,,,,,
2017,8,24.6,7,7,29,23.3,26.3,8,67304,67304,,,2777,67304,0.00,928.00,2784.0,1392.00,1392.00,1060.4,,,,,,,,,,,,
2017,17,25.2,8,7,30,23.4,27.7,8,63471,63471,,,4011,63471,0.00,305.92,917.8,458.88,458.88,552.2,,,,,,,,,,,,
2017,11,26.1,2,7,31,23.8,29.7,5,61070,61070,,,3401,61070,0.00,203.09,609.3,304.64,304.64,444.2,,,,,,,,,,,,
2017,13,26.2,3,8,1,23.1,29.4,7,103942,103942,,,3592,103942,0.00,186.88,560.6,280.32,280.32,403.7,,,,,,,,,,,,
2017,19,25.5,4,8,2,23.0,30.0,3,66129,66129,,,4194,66129,0.00,143.36,430.1,215.04,215.04,359.2,,,,,,,,,,,,
2017,17,25.2,5,8,3,23.4,29.2,0.01,60078,60078,,,4010,60078,0.00,81.07,243.2,121.60,121.60,860.4,,,,,,,,,,,,
2017,18,24.0,6,8,4,22.1,29.0,10,61886,61886,,,4125,61886,0.00,125.87,377.6,188.80,188.80,934.1,,,,,,,,,,,,
2017,19,24.9,7,8,5,22.8,29.2,8,66226,66226,,,4086,66226,0.00,135.68,407.0,203.52,203.52,919.5,,,,,,,,,,,,
2017,19,24.3,8,8,6,20.3,30.0,1,66009,66009,,,4001,66009,0.00,112.64,337.9,168.96,168.96,954.4,,,,,,,,,,,,
2017,10,24.8,2,8,7,23.1,30.0,7,63820,63820,,,4168,63820,0.00,978.77,2936.3,1468.15,1468.15,1488.1,,,,,,,,,,,,
2017,19,25.1,3,8,8,21.6,31.3,0.01,70665,70665,,,4336,70665,0.00,203.95,611.8,305.92,305.92,993.8,,,,,,,,,,,,
2017,19,25.3,4,8,9,22.3,30.4,1,71244,71244,,,4053,71244,0.00,101.55,304.6,152.32,152.32,1266.4,,,,,,,,,,,,
2017,17,25.5,5,8,10,21.6,31.1,0.01,67236,67236,,,4224,67236,0.00,193.71,581.1,290.56,290.56,1308.9,,,,,,,,,,,,
2017,14,25.3,6,8,11,21.8,32.0,1,73434,73434,,,3000,73434,0.00,1002.23,3006.7,1503.35,1503.35,1307.1,,,,,,,,,,,,
2017,17,25.9,7,8,12,22.3,31.7,0.01,70740,70740,,,3889,70740,0.00,154.88,464.6,232.32,232.32,791.3,,,,,,,,,,,,
2017,20,26.5,8,8,13,22.3,33.0,0.01,71393,71393,,,5670,71393,0.00,658.33,1975.0,987.50,987.50,856.8,,,,,,,,,,,,
2017,19,25.6,2,8,14,22.3,31.2,7,62301,62301,,,4234,62301,0.00,172.37,517.1,258.56,258.56,537.1,,,,,,,,,,,,
2017,17,26.1,3,8,15,22.8,32.0,0.01,70254,70254,,,4331,70254,0.00,190.72,572.2,286.08,286.08,559.6,,,,,,,,,,,,
2017,19,24.5,4,8,16,22.3,28.2,9,71258,71258,,,4046,71258,0.00,142.51,427.5,213.76,213.76,534.8,,,,,,,,,,,,
2017,11,25.5,5,8,17,23.2,30.2,0.01,67650,67650,,,4419,67650,0.00,264.11,792.3,396.16,396.16,510.7,,,,,,,,,,,,
2017,17,24.0,6,8,18,22.4,29.0,27,72996,72996,,,4023,72996,0.00,125.44,376.3,188.16,188.16,453.4,,,,,,,,,,,,
2017,7,25.2,7,8,19,22.7,30.2,0.01,65207,65207,,,4088,65207,0.00,209.92,629.8,314.88,314.88,448.0,,,,,,,,,,,,
2017,19,25.8,8,8,20,23.2,30.3,0.01,66692,66692,,,4153,66692,0.00,149.33,448.0,224.00,224.00,404.0,,,,,,,,,,,,
2017,19,25.6,2,8,21,23.3,30.2,0.01,68548,68548,,,4054,68548,0.00,102.40,307.2,153.60,153.60,439.0,,,,,,,,,,,,
2017,19,26.2,3,8,22,23.3,30.2,0.01,69732,69732,,,4222,69732,0.00,168.53,505.6,252.80,252.80,537.1,,,,,,,,,,,,
2017,19,25.8,4,8,23,24.2,29.4,0.01,67321,67321,,,4006,67321,0.00,116.48,349.4,174.72,174.72,472.3,,,,,,,,,,,,
2017,18,25.0,5,8,24,23.1,29.2,0.01,69005,69005,,,4092,69005,0.00,136.53,409.6,204.80,204.80,506.1,,,,,,,,,,,,
2017,17,25.3,6,8,25,23.4,28.5,1,65974,65974,,,4123,65974,0.00,207.79,623.4,311.68,311.68,988.2,,,,,,,,,,,,
2017,16,24.9,7,8,26,22.3,29.1,13,61591,61591,,,3986,61591,0.00,265.81,797.4,398.72,398.72,954.1,,,,,,,,,,,,
2017,19,23.1,8,8,27,21.5,26.5,65,63252,63252,,,3849,63252,0.00,60.59,181.8,90.88,90.88,956.4,,,,,,,,,,,,
2017,17,24.2,2,8,28,22.3,28.0,14,66099,66099,,,4092,66099,0.00,172.80,518.4,259.20,259.20,1018.9,,,,,,,,,,,,
2017,16,25.0,3,8,29,22.8,29.0,3,66902,66902,,,2815,66902,0.00,939.93,2819.8,1409.90,1409.90,958.5,,,,,,,,,,,,
2017,18,25.9,4,8,30,23.1,31.3,1,46322,46322,,,4175,46322,0.00,151.04,453.1,226.56,226.56,701.7,,,,,,,,,,,,
2017,17,24.9,5,8,31,23.0,29.7,4,51991,51991,,,4074,51991,0.00,269.65,809.0,404.48,404.48,690.7,,,,,,,,,,,,
2017,10,25.1,6,9,1,21.5,31.2,0.01,62845,62845,,,3972,62845,0.00,164.69,494.1,247.04,247.04,597.8,,,,,,,,,,,,
2017,19,25.4,7,9,2,23.1,30.1,0.01,69268,69268,,,4034,69268,0.00,72.11,216.3,108.16,108.16,551.9,,,,,,,,,,,,
2017,18,26.1,8,9,3,22.7,30.9,0.01,71339,71339,,,4116,71339,0.00,512.00,1536.0,768.00,768.00,1098.3,,,,,,,,,,,,
2017,17,25.0,2,9,4,22.8,29.7,1,71571,71571,,,4229,71571,0.00,132.69,398.1,199.04,199.04,858.1,,,,,,,,,,,,
2017,19,26.4,3,9,5,23.1,32.0,0.01,73248,73248,,,4168,73248,0.00,114.77,344.3,172.16,172.16,1287.9,,,,,,,,,,,,
2017,18,25.1,4,9,6,22.9,29.2,1,69619,69619,,,4059,69619,0.00,88.32,265.0,132.48,132.48,1539.1,,,,,,,,,,,,
2017,15,25.7,5,9,7,21.9,31.2,0.01,71986,71986,,,2942,71986,0.00,982.63,2947.9,1473.95,1473.95,1559.8,,,,,,,,,,,,
2017,11,26.2,6,9,8,22.5,32.2,0.01,59982,59982,,,4067,59982,0.00,111.79,335.4,167.68,167.68,1099.5,,,,,,,,,,,,
2017,21,25.0,7,9,9,22.3,32.1,5,24648,24648,,,2540,24648,0.00,849.07,2547.2,1273.60,1273.60,1088.5,,,,,,,,,,,,
2017,18,24.6,8,9,10,21.5,31.2,0.01,37284,37284,,,5344,37284,0.00,533.33,1600.0,800.00,800.00,698.9,,,,,,,,,,,,
2017,19,24.6,2,9,11,20.9,32.5,3,39969,39969,,,4099,39969,0.00,122.88,368.6,184.32,184.32,485.4,,,,,,,,,,,,
2017,17,24.2,3,9,12,21.8,31.2,9,42654,42654,,,4202,42654,0.00,215.47,646.4,323.20,323.20,510.7,,,,,,,,,,,,
2017,18,23.6,4,9,13,20.4,30.7,11,60265,60265,,,4044,60265,0.00,93.44,280.3,140.16,140.16,494.1,,,,,,,,,,,,
2017,17,22.2,5,9,14,21.2,23.4,2,38826,38826,,,4184,38826,0.00,199.68,599.0,299.52,299.52,602.6,,,,,,,,,,,,
2017,17,23.4,6,9,15,22.2,26.5,33,34577,34577,,,4300,34577,0.00,177.49,532.5,266.24,266.24,526.3,,,,,,,,,,,,
2017,18,25.1,7,9,16,22.3,29.2,4,30328,30328,,,4235,30328,0.00,165.12,495.4,247.68,247.68,656.6,,,,,,,,,,,,
2017,18,25.5,8,9,17,22.8,30.9,4,65531,65531,,,4333,65531,0.00,187.73,563.2,281.60,281.60,628.7,,,,,,,,,,,,
2017,18,25.0,2,9,18,22.5,31.2,7,65449,65449,,,4581,65449,0.00,274.35,823.0,411.52,411.52,619.3,,,,,,,,,,,,
2017,18,25.1,3,9,19,22.4,32.4,4,63628,63628,,,3937,63628,0.00,72.53,217.6,108.80,108.80,538.1,,,,,,,,,,,,
2017,17,24.7,4,9,20,22.0,32.2,8,31833,31833,,,4933,31833,0.00,394.67,1184.0,592.00,592.00,535.0,,,,,,,,,,,,
2017,18,24.2,5,9,21,21.4,30.6,12,36026,36026,,,4131,36026,0.00,118.61,355.8,177.92,177.92,354.6,,,,,,,,,,,,
2017,17,23.4,6,9,22,21.4,29.0,12,40218,40218,,,4056,40218,0.00,171.95,515.8,257.92,257.92,432.6,,,,,,,,,,,,
2017,18,24.5,7,9,23,22.2,29.1,2,37097,37097,,,4220,37097,0.00,139.09,417.3,208.64,208.64,382.2,,,,,,,,,,,,
2017,17,24.7,8,9,24,22.8,28.1,2,42769,42769,,,3980,42769,0.00,67.41,202.2,101.12,101.12,428.3,,,,,,,,,,,,
2017,18,24.8,2,9,25,23.1,29.2,0.01,32660,32660,,,4083,32660,0.00,93.87,281.6,140.80,140.80,481.5,,,,,,,,,,,,
2017,18,25.1,3,9,26,22.1,30.1,1,40805,40805,,,4512,40805,0.00,248.75,746.2,373.12,373.12,859.4,,,,,,,,,,,,
2017,18,25.4,4,9,27,22.3,31.9,6,44307,44307,,,4002,44307,0.00,87.89,263.7,131.84,131.84,813.0,,,,,,,,,,,,
2017,18,25.0,5,9,28,21.7,31.2,0.01,65469,65469,,,4411,65469,0.00,215.89,647.7,323.84,323.84,884.5,,,,,,,,,,,,
2017,18,24.8,6,9,29,21.8,30.7,5,40592,40592,,,4220,40592,0.00,156.16,468.5,234.24,234.24,837.1,,,,,,,,,,,,
2017,17,24.8,7,9,30,21.8,30.9,67,39194,39194,,,5883,39194,0.00,723.60,2170.8,1085.40,1085.40,1430.8,,,,,,,,,,,,
2017,12,24.6,8,10,1,21.9,31.2,10,69526,69526,,,3824,69526,0.00,171.52,514.6,257.28,257.28,1168.6,,,,,,,,,,,,
2017,17,23.6,2,10,2,22.1,27.2,6,66915,66915,,,4411,66915,0.00,206.93,620.8,310.40,310.40,1157.9,,,,,,,,,,,,
2017,18,23.7,3,10,3,22.0,26.3,26,64828,64828,,,4187,64828,0.00,136.96,410.9,205.44,205.44,1139.2,,,,,,,,,,,,
2017,18,24.6,4,10,4,21.8,30.0,1,79313,79313,,,4240,79313,0.00,1145.60,3436.8,1718.40,1718.40,1110.5,,,,,,,,,,,,
2017,18,24.5,5,10,5,21.6,31.4,11,63279,63279,,,4621,63279,0.00,286.72,860.2,430.08,430.08,540.4,,,,,,,,,,,,
2017,18,24.3,6,10,6,22.1,29.0,0.01,69161,69161,,,4196,69161,0.00,153.60,460.8,230.40,230.40,545.5,,,,,,,,,,,,
2017,18,25.5,7,10,7,22.8,30.2,1,69103,69103,,,4283,69103,0.00,175.79,527.4,263.68,263.68,612.1,,,,,,,,,,,,
2017,20,25.1,8,10,8,20.3,32.0,0.01,67990,67990,,,3783,67990,0.00,89.17,267.5,133.76,133.76,620.5,,,,,,,,,,,,
2017,18,24.4,2,10,9,22.1,27.9,0.01,65930,65930,,,4321,65930,0.00,195.41,586.2,293.12,293.12,808.4,,,,,,,,,,,,
2017,18,25.2,3,10,10,22.9,29.0,3,71789,71789,,,4650,71789,0.00,295.25,885.8,442.88,442.88,1946.1,,,,,,,,,,,,
2017,18,25.2,4,10,11,22.3,30.2,0.01,70659,70659,,,4558,70659,0.00,264.53,793.6,396.80,396.80,1936.9,,,,,,,,,,,,
2017,18,25.0,5,10,12,22.2,30.3,8,72241,72241,,,4334,72241,0.00,189.87,569.6,284.80,284.80,1985.3,,,,,,,,,,,,
2017,18,24.3,6,10,13,19.8,30.3,0.01,87255,87255,,,4972,87255,0.00,402.33,1207.0,603.50,603.50,2067.9,,,,,,,,,,,,
2017,7,24.2,7,10,14,20.1,30.3,0.01,121163,121163,,,6275,121163,0.00,2091.50,6274.5,3137.25,3137.25,2026.7,,,,,,,,,,,,
2017,18,24.6,8,10,15,21.3,29.0,0.01,71937,71937,,,4604,71937,0.00,279.89,839.7,419.84,419.84,937.7,,,,,,,,,,,,
2017,18,24.8,2,10,16,22.1,29.0,0.01,73176,73176,,,4800,73176,0.00,345.17,1035.5,517.75,517.75,953.1,,,,,,,,,,,,
2017,18,23.8,3,10,17,21.3,28.4,1,74822,74822,,,4748,74822,0.00,327.68,983.0,491.52,491.52,985.1,,,,,,,,,,,,
2017,18,24.6,4,10,18,22.1,29.1,0.01,74202,74202,,,4766,74202,0.00,333.63,1000.9,500.45,500.45,1038.3,,,,,,,,,,,,
2017,18,23.2,5,10,19,21.7,27.1,27,74317,74317,,,4594,74317,0.00,276.48,829.4,414.72,414.72,1092.3,,,,,,,,,,,,
2017,18,24.4,6,10,20,19.9,30.0,0.01,74244,74244,,,4681,74244,0.00,305.49,916.5,458.24,458.24,1235.2,,,,,,,,,,,,
2017,18,24.7,7,10,21,21.1,31.5,0.01,75791,75791,,,4824,75791,0.00,398.50,1195.5,597.75,597.75,1327.8,,,,,,,,,,,,
2017,18,25.1,8,10,22,22.1,29.3,1,78453,78453,,,4884,78453,0.00,416.40,1249.2,624.60,624.60,1343.4,,,,,,,,,,,,
2017,18,25.1,2,10,23,21.6,31.2,0.01,74905,74905,,,4902,74905,0.00,423.67,1271.0,635.50,635.50,1378.0,,,,,,,,,,,,
2017,11,24.1,3,10,24,20.3,29.2,0.01,80316,80316,,,5168,80316,0.00,514.53,1543.6,771.80,771.80,1401.8,,,,,,,,,,,,
2017,18,22.8,4,10,25,20.1,27.3,18,77069,77069,,,5021,77069,0.00,459.93,1379.8,689.90,689.90,1374.7,,,,,,,,,,,,
2017,18,23.0,5,10,26,19.2,28.6,0.01,74907,74907,,,4899,74907,0.00,424.53,1273.6,636.80,636.80,1898.2,,,,,,,,,,,,
2017,18,22.3,6,10,27,18.3,28.2,0.01,75775,75775,,,5043,75775,0.00,474.00,1422.0,711.00,711.00,1908.2,,,,,,,,,,,,
2017,18,22.9,7,10,28,17.6,28.5,0.01,78577,78577,,,5002,78577,0.00,463.37,1390.1,695.05,695.05,1902.1,,,,,,,,,,,,
2017,18,22.3,8,10,29,18.3,27.7,0.01,64082,64082,,,5085,64082,0.00,469.33,1408.0,704.00,704.00,1880.1,,,,,,,,,,,,
2017,11,21.9,2,10,30,17.6,26.7,0.01,105468,105468,,,7815,105468,0.00,1332.50,3997.5,1998.75,1998.75,1903.4,,,,,,,,,,,,
2017,18,22.5,3,10,31,19.1,26.0,0.01,66622,66622,,,5168,66622,0.00,441.17,1323.5,661.75,661.75,1360.9,,,,,,,,,,,,
2017,18,21.8,4,11,1,20.2,24.1,29,80700,80700,,,5247,80700,0.00,463.80,1391.4,695.70,695.70,1380.9,,,,,,,,,,,,
2017,18,22.7,5,11,2,21.0,27.4,0.01,78332,78332,,,5090,78332,0.00,426.67,1280.0,640.00,640.00,1415.4,,,,,,,,,,,,
2017,18,20.1,6,11,3,15.0,26.6,0.01,78772,78772,,,5360,78772,0.00,508.17,1524.5,762.25,762.25,1751.3,,,,,,,,,,,,
2017,18,21.3,7,11,4,19.1,23.4,6,82356,82356,,,5099,82356,0.00,428.37,1285.1,642.55,642.55,2000.1,,,,,,,,,,,,
2017,18,22.7,8,11,5,20.4,27.3,2,83261,83261,,,5251,83261,0.00,474.43,1423.3,711.65,711.65,2483.4,,,,,,,,,,,,
2017,18,23.3,2,11,6,20.2,28.4,0.01,83782,83782,,,5374,83782,0.00,521.40,1564.2,782.10,782.10,2988.8,,,,,,,,,,,,
2017,9,23.5,3,11,7,19.6,29.8,1,92448,92448,,,6763,92448,0.00,986.43,2959.3,1479.65,1479.65,3536.1,,,,,,,,,,,,
2017,18,22.7,4,11,8,18.0,29.3,1,99217,99217,,,6503,99217,0.00,922.90,2768.7,1384.35,1384.35,3862.3,,,,,,,,,,,,
2017,9,22.3,5,11,9,18.3,28.3,0.01,95367,95367,,,7470,95367,0.00,1233.90,3701.7,1850.85,1850.85,4023.5,,,,,,,,,,,,
2017,16,22.8,6,11,10,19.0,28.3,0.01,102064,102064,,,7696,102064,0.00,1316.67,3950.0,1975.00,1975.00,4031.7,,,,,,,,,,,,
2017,17,23.0,7,11,11,17.0,29.3,0.01,102714,102714,,,8146,102714,0.00,1433.60,4300.8,2150.40,2150.40,4026.4,,,,,,,,,,,,
2017,17,22.7,8,11,12,17.9,30.1,0.01,108710,108710,,,8451,108710,0.00,1530.03,4590.1,2295.05,2295.05,4102.6,,,,,,,,,,,,
2017,9,23.1,2,11,13,17.5,30.2,0.01,106592,106592,,,7413,106592,0.00,1191.67,3575.0,1787.50,1787.50,4040.4,,,,,,,,,,,,
2017,7,24.1,3,11,14,19.3,30.2,0.01,101699,101699,,,7000,101699,0.00,1247.57,3742.7,1871.35,1871.35,4229.4,,,,,,,,,,,,
2017,9,24.4,4,11,15,21.3,28.6,0.01,98124,98124,,,6350,98124,0.00,1307.73,3923.2,1961.60,1961.60,3966.7,,,,,,,,,,,,
2017,17,24.1,5,11,16,18.9,31.4,0.01,96981,96981,,,7782,96981,0.00,1560.73,4682.2,2341.10,2341.10,3569.9,,,,,,,,,,,,
2017,6,24.2,6,11,17,19.2,31.2,0.01,107064,107064,,,7919,107064,0.00,1426.33,4279.0,2139.50,2139.50,3285.2,,,,,,,,,,,,
2017,17,24.9,7,11,18,21.1,31.1,0.01,96904,96904,,,7120,96904,0.00,1506.57,4519.7,2259.85,2259.85,3078.9,,,,,,,,,,,,
2017,17,23.0,8,11,19,22.0,25.2,17,78941,78941,,,6202,78941,0.00,809.83,2429.5,1214.75,1214.75,3092.2,,,,,,,,,,,,
2017,6,24.3,2,11,20,20.2,30.2,4,76563,76563,,,4070,76563,0.00,646.40,1939.2,969.60,969.60,3495.9,,,,,,,,,,,,
2017,16,23.9,3,11,21,19.4,30.1,0.01,80330,80330,,,4492,80330,0.00,1086.27,3258.8,1629.40,1629.40,3974.4,,,,,,,,,,,,
2017,6,23.7,4,11,22,20.9,28.4,0.01,75753,75753,,,5501,75753,0.00,1082.47,3247.4,1623.70,1623.70,4689.4,,,,,,,,,,,,
2017,17,22.1,5,11,23,19.2,26.0,0.01,83157,83157,,,5675,83157,0.00,1528.73,4586.2,2293.10,2293.10,5086.4,,,,,,,,,,,,
2017,17,23.0,6,11,24,21.2,28.2,0.01,91921,91921,,,6273,91921,0.00,1482.67,4448.0,2224.00,2224.00,5202.2,,,,,,,,,,,,
2017,17,22.6,7,11,25,19.6,26.8,0.01,82577,82577,,,5917,82577,0.00,1443.83,4331.5,2165.75,2165.75,5295.4,,,,,,,,,,,,
2017,19,22.4,8,11,26,19.8,27.4,0.01,90398,90398,,,10564,90398,0.00,2277.97,6833.9,3416.95,3416.95,5375.0,,,,,,,,,,,,
2017,16,23.4,2,11,27,20.7,27.9,0.01,114144,114144,,,5233,114144,0.00,1744.20,5232.6,2616.30,2616.30,5036.8,,,,,,,,,,,,
2017,16,23.5,3,11,28,19.0,28.7,0.01,100622,100622,,,6079,100622,0.00,1721.60,5164.8,2582.40,2582.40,4954.6,,,,,,,,,,,,
2017,17,23.6,4,11,29,20.0,27.4,0.01,99716,99716,,,6162,99716,0.00,1638.00,4914.0,2457.00,2457.00,4756.7,,,,,,,,,,,,
2017,17,23.5,5,11,30,19.6,28.9,0.01,105423,105423,,,4956,105423,0.00,1576.53,4729.6,2364.80,2364.80,4598.8,,,,,,,,,,,,
2017,6,23.5,6,12,1,19.6,28.5,0.01,123271,123271,,,10229,123271,0.00,1714.33,5143.0,2571.50,2571.50,4528.4,,,,,,,,,,,,
2017,15,23.3,7,12,2,20.9,28.0,4,102517,102517,,,7770,102517,0.00,1607.27,4821.8,2410.90,2410.90,4497.2,,,,,,,,,,,,
2017,17,22.8,8,12,3,20.8,26.4,6,85415,85415,,,8038,85415,0.00,1391.77,4175.3,2087.65,2087.65,4634.4,,,,,,,,,,,,
2017,16,24.0,2,12,4,22.1,28.1,1,94914,94914,,,7058,94914,0.00,1374.73,4124.2,2062.10,2062.10,4709.6,,,,,,,,,,,,
2017,15,23.1,3,12,5,21.6,26.8,0.01,99757,99757,,,7158,99757,0.00,1459.20,4377.6,2188.80,2188.80,4870.9,,,,,,,,,,,,
2017,16,22.6,4,12,6,18.6,28.3,0.01,106208,106208,,,7981,106208,0.00,1662.30,4986.9,2493.45,2493.45,4914.9,,,,,,,,,,,,
2017,17,22.6,5,12,7,17.1,28.6,0.01,106512,106512,,,8630,106512,0.00,1835.93,5507.8,2753.90,2753.90,5135.1,,,,,,,,,,,,
