,datetime,hour,scheduling,acorn,apparentTemperature,humidity,windSpeed 
2008,2013-01-04 18:00:00,3,1,1,7.82,0.87,3.33
2009,2013-01-04 19:00:00,3,1,1,7.58,0.88,3.57
2010,2013-01-04 20:00:00,3,1,1,7.15,0.93,3.37
2011,2013-01-04 21:00:00,3,1,1,7.09,0.91,3.55
2012,2013-01-04 22:00:00,2,1,1,6.46,0.93,3.69
2013,2013-01-04 23:00:00,2,1,1,5.7,0.94,4.1
2014,2013-01-05 00:00:00,1,1,1,5.76,0.94,3.86
2015,2013-01-05 01:00:00,1,1,1,5.91,0.94,3.53
2016,2013-01-05 02:00:00,1,1,1,5.88,0.94,3.53
2017,2013-01-05 03:00:00,1,1,1,5.93,0.94,3.5
2018,2013-01-05 04:00:00,1,1,1,6.16,0.94,3.09
2019,2013-01-05 05:00:00,1,1,1,6.55,0.94,2.6
2020,2013-01-05 06:00:00,1,1,1,6.56,0.97,2.59
2021,2013-01-05 07:00:00,2,1,1,7.44,1.0,1.61
2022,2013-01-05 08:00:00,2,1,1,8.04,0.96,1.61
2023,2013-01-05 09:00:00,2,1,1,7.44,0.99,2.37
2024,2013-01-05 10:00:00,2,1,1,7.77,0.97,2.62
2025,2013-01-05 11:00:00,2,1,1,8.24,0.93,3.05
2026,2013-01-05 12:00:00,2,1,1,10.32,0.89,3.88
2027,2013-01-05 13:00:00,2,1,1,10.45,0.86,4.51
2028,2013-01-05 14:00:00,2,1,1,10.66,0.85,4.9
2029,2013-01-05 15:00:00,2,1,1,10.28,0.87,4.09
2030,2013-01-05 16:00:00,3,1,1,10.17,0.85,3.86
2031,2013-01-05 17:00:00,3,1,1,10.18,0.87,4.48
2032,2013-01-05 18:00:00,3,1,1,10.17,0.87,4.05
2033,2013-01-05 19:00:00,3,1,1,10.14,0.87,3.57
2034,2013-01-05 20:00:00,3,1,1,8.07,0.87,3.12
2035,2013-01-05 21:00:00,3,1,1,7.6,0.9,2.7
2036,2013-01-05 22:00:00,2,1,1,6.92,0.93,2.49
2037,2013-01-05 23:00:00,2,1,1,6.45,0.94,2.27
2038,2013-01-06 00:00:00,1,1,1,5.9,0.96,2.33
2039,2013-01-06 01:00:00,1,1,1,6.42,0.94,2.12
2040,2013-01-06 02:00:00,1,1,1,5.99,0.96,2.01
2041,2013-01-06 03:00:00,1,1,1,5.13,0.96,2.54
2042,2013-01-06 04:00:00,1,1,1,5.08,0.96,2.81
2043,2013-01-06 05:00:00,1,1,1,5.23,0.96,2.53
2044,2013-01-06 06:00:00,1,1,1,5.19,0.96,2.56
2045,2013-01-06 07:00:00,2,1,1,5.57,0.99,2.11
2046,2013-01-06 08:00:00,2,1,1,6.14,1.0,1.6
2047,2013-01-06 09:00:00,2,1,1,6.19,0.99,2.14
2048,2013-01-06 10:00:00,2,1,1,6.78,1.0,1.55
2049,2013-01-06 11:00:00,2,1,1,6.98,0.97,1.83
2050,2013-01-06 12:00:00,2,1,1,6.41,0.97,1.96
2051,2013-01-06 13:00:00,2,1,1,6.38,0.97,2.13
2052,2013-01-06 14:00:00,2,1,1,6.15,0.97,2.3
2053,2013-01-06 15:00:00,2,1,1,5.41,0.96,2.79
2054,2013-01-06 16:00:00,3,1,1,5.96,0.96,2.39
2055,2013-01-06 17:00:00,3,1,1,6.44,0.94,1.91
2056,2013-01-06 18:00:00,3,1,1,6.44,0.94,1.96
2057,2013-01-06 19:00:00,3,1,1,6.86,0.94,1.94
2058,2013-01-06 20:00:00,3,1,1,6.77,0.94,2.97
2059,2013-01-06 21:00:00,3,1,1,6.82,0.93,2.96
2060,2013-01-06 22:00:00,2,1,1,6.62,0.93,3.36
2061,2013-01-06 23:00:00,2,1,1,6.51,0.91,3.3
2062,2013-01-07 00:00:00,1,0,1,5.92,0.94,3.42
2063,2013-01-07 01:00:00,1,0,1,5.96,0.94,3.2
2064,2013-01-07 02:00:00,1,0,1,5.96,0.94,3.12
2065,2013-01-07 03:00:00,1,0,1,5.66,0.95,2.86
2066,2013-01-07 04:00:00,1,0,1,5.81,0.94,2.52
2067,2013-01-07 05:00:00,1,0,1,5.41,0.96,2.48
2068,2013-01-07 06:00:00,1,0,1,5.24,0.96,2.7
2069,2013-01-07 07:00:00,2,0,1,5.62,0.92,2.66
2070,2013-01-07 08:00:00,2,0,1,5.66,0.94,2.7
2071,2013-01-07 09:00:00,2,0,1,5.71,0.94,2.7
2072,2013-01-07 10:00:00,2,0,1,5.89,0.91,3.14
2073,2013-01-07 11:00:00,2,0,1,5.81,0.91,3.44
2074,2013-01-07 12:00:00,2,0,1,5.81,0.91,3.62
2075,2013-01-07 13:00:00,2,0,1,6.36,0.88,3.74
2076,2013-01-07 14:00:00,2,0,1,6.29,0.9,3.88
2077,2013-01-07 15:00:00,2,0,1,6.25,0.88,3.87
2078,2013-01-07 16:00:00,3,0,1,5.95,0.89,4.09
2079,2013-01-07 17:00:00,3,0,1,5.71,0.9,3.8
2080,2013-01-07 18:00:00,3,0,1,5.78,0.91,3.7
2081,2013-01-07 19:00:00,3,0,1,6.03,0.93,3.53
2082,2013-01-07 20:00:00,3,0,1,6.35,0.91,3.79
2083,2013-01-07 21:00:00,3,0,1,6.93,0.9,3.75
2084,2013-01-07 22:00:00,2,0,1,7.1,0.88,3.39
2085,2013-01-07 23:00:00,2,0,1,7.31,0.88,3.16
2086,2013-01-08 00:00:00,1,0,1,7.2,0.88,3.37
2087,2013-01-08 01:00:00,1,0,1,7.18,0.88,3.45
2088,2013-01-08 02:00:00,1,0,1,7.17,0.88,3.47
2089,2013-01-08 03:00:00,1,0,1,7.28,0.89,3.57
2090,2013-01-08 04:00:00,1,0,1,7.88,0.85,3.31
2091,2013-01-08 05:00:00,1,0,1,7.91,0.84,3.32
2092,2013-01-08 06:00:00,1,0,1,8.0,0.84,3.14
2093,2013-01-08 07:00:00,2,0,1,7.81,0.85,3.23
2094,2013-01-08 08:00:00,2,0,1,7.04,0.87,3.5
2095,2013-01-08 09:00:00,2,0,1,6.9,0.9,3.95
2096,2013-01-08 10:00:00,2,0,1,7.74,0.86,3.98
2097,2013-01-08 11:00:00,2,0,1,10.01,0.86,4.11
2098,2013-01-08 12:00:00,2,0,1,10.86,0.83,4.54
2099,2013-01-08 13:00:00,2,0,1,11.23,0.81,5.03
2100,2013-01-08 14:00:00,2,0,1,10.86,0.81,4.57
2101,2013-01-08 15:00:00,2,0,1,10.79,0.83,3.92
2102,2013-01-08 16:00:00,3,0,1,10.78,0.84,3.63
2103,2013-01-08 17:00:00,3,0,1,10.67,0.85,3.59
2104,2013-01-08 18:00:00,3,0,1,10.32,0.87,3.59
2105,2013-01-08 19:00:00,3,0,1,10.11,0.88,3.96
2106,2013-01-08 20:00:00,3,0,1,10.14,0.9,3.92
2107,2013-01-08 21:00:00,3,0,1,7.75,0.93,3.67
2108,2013-01-08 22:00:00,2,0,1,7.17,0.96,3.78
2109,2013-01-08 23:00:00,2,0,1,7.45,0.94,3.21
2110,2013-01-09 00:00:00,1,0,1,7.12,0.98,3.0
2111,2013-01-09 01:00:00,1,0,1,7.61,0.96,2.86
2112,2013-01-09 02:00:00,1,0,1,7.86,0.96,2.51
2113,2013-01-09 03:00:00,1,0,1,8.29,0.96,1.97
2114,2013-01-09 04:00:00,1,0,1,8.79,0.97,1.4
2115,2013-01-09 05:00:00,1,0,1,9.13,0.99,0.95
2116,2013-01-09 06:00:00,1,0,1,8.63,0.97,1.5
2117,2013-01-09 07:00:00,2,0,1,7.33,0.95,2.84
2118,2013-01-09 08:00:00,2,0,1,6.48,0.94,3.3
2119,2013-01-09 09:00:00,2,0,1,6.37,0.94,3.31
2120,2013-01-09 10:00:00,2,0,1,6.25,0.93,2.76
2121,2013-01-09 11:00:00,2,0,1,6.37,0.9,2.63
2122,2013-01-09 12:00:00,2,0,1,6.73,0.82,2.24
2123,2013-01-09 13:00:00,2,0,1,6.98,0.82,2.09
2124,2013-01-09 14:00:00,2,0,1,6.88,0.74,2.19
2125,2013-01-09 15:00:00,2,0,1,6.95,0.74,1.86
2126,2013-01-09 16:00:00,3,0,1,6.64,0.75,1.35
2127,2013-01-09 17:00:00,3,0,1,6.41,0.78,1.04
2128,2013-01-09 18:00:00,3,0,1,5.58,0.83,0.63
2129,2013-01-09 19:00:00,3,0,1,4.98,0.86,0.33
2130,2013-01-09 20:00:00,3,0,1,3.56,0.91,0.61
2131,2013-01-09 21:00:00,3,0,1,2.73,0.96,0.68
2132,2013-01-09 22:00:00,2,0,1,2.57,0.96,0.77
2133,2013-01-09 23:00:00,2,0,1,1.77,0.99,0.96
2134,2013-01-10 00:00:00,1,0,1,1.92,0.97,0.7
2135,2013-01-10 01:00:00,1,0,1,1.56,0.97,0.5
2136,2013-01-10 02:00:00,1,0,1,1.16,0.99,0.79
2137,2013-01-10 03:00:00,1,0,1,1.29,1.0,0.93
2138,2013-01-10 04:00:00,1,0,1,1.39,0.99,1.31
2139,2013-01-10 05:00:00,1,0,1,1.4,1.0,0.82
2140,2013-01-10 06:00:00,1,0,1,1.98,0.99,1.14
2141,2013-01-10 07:00:00,2,0,1,2.02,0.98,0.95
2142,2013-01-10 08:00:00,2,0,1,1.93,0.96,0.89
2143,2013-01-10 09:00:00,2,0,1,2.36,0.97,1.14
2144,2013-01-10 10:00:00,2,0,1,1.01,0.97,1.54
2145,2013-01-10 11:00:00,2,0,1,0.76,0.94,2.2
2146,2013-01-10 12:00:00,2,0,1,0.72,0.94,1.93
2147,2013-01-10 13:00:00,2,0,1,1.05,0.92,2.1
2148,2013-01-10 14:00:00,2,0,1,1.09,0.91,2.03
2149,2013-01-10 15:00:00,2,0,1,1.81,0.89,1.77
2150,2013-01-10 16:00:00,3,0,1,1.28,0.9,1.8
2151,2013-01-10 17:00:00,3,0,1,1.15,0.88,1.87
2152,2013-01-10 18:00:00,3,0,1,0.79,0.88,2.23
2153,2013-01-10 19:00:00,3,0,1,0.58,0.91,2.39
2154,2013-01-10 20:00:00,3,0,1,0.31,0.88,2.21
2155,2013-01-10 21:00:00,3,0,1,-0.48,0.92,2.62
2156,2013-01-10 22:00:00,2,0,1,-0.25,0.91,2.7
2157,2013-01-10 23:00:00,2,0,1,-0.19,0.9,2.6
2158,2013-01-11 00:00:00,1,0,1,-0.58,0.92,2.54
2159,2013-01-11 01:00:00,1,0,1,-0.54,0.93,2.47
2160,2013-01-11 02:00:00,1,0,1,-0.23,0.93,2.21
2161,2013-01-11 03:00:00,1,0,1,-0.06,0.95,1.7
2162,2013-01-11 04:00:00,1,0,1,-0.78,0.96,2.15
2163,2013-01-11 05:00:00,1,0,1,-0.73,0.96,1.75
2164,2013-01-11 06:00:00,1,0,1,-1.42,0.98,2.0
2165,2013-01-11 07:00:00,2,0,1,-0.43,0.96,1.92
2166,2013-01-11 08:00:00,2,0,1,0.11,0.97,1.6
2167,2013-01-11 09:00:00,2,0,1,0.83,0.96,1.48
2168,2013-01-11 10:00:00,2,0,1,2.78,0.96,1.33
2169,2013-01-11 11:00:00,2,0,1,3.71,0.93,1.28
2170,2013-01-11 12:00:00,2,0,1,4.68,0.88,1.17
2171,2013-01-11 13:00:00,2,0,1,5.31,0.86,0.48
2172,2013-01-11 14:00:00,2,0,1,5.7,0.83,0.36
2173,2013-01-11 15:00:00,2,0,1,5.24,0.86,0.29
2174,2013-01-11 16:00:00,3,0,1,4.64,0.87,0.92
2175,2013-01-11 17:00:00,3,0,1,2.56,0.9,1.66
2176,2013-01-11 18:00:00,3,0,1,2.23,0.9,1.39
2177,2013-01-11 19:00:00,3,0,1,1.6,0.93,1.38
2178,2013-01-11 20:00:00,3,0,1,-0.27,0.96,2.03
2179,2013-01-11 21:00:00,3,0,1,0.21,0.93,1.86
2180,2013-01-11 22:00:00,2,0,1,-1.25,0.96,2.35
2181,2013-01-11 23:00:00,2,0,1,-1.29,0.96,2.39
2182,2013-01-12 00:00:00,1,1,1,-0.91,0.93,2.45
2183,2013-01-12 01:00:00,1,1,1,-0.87,0.96,2.55
2184,2013-01-12 02:00:00,1,1,1,-0.72,0.92,3.12
2185,2013-01-12 03:00:00,1,1,1,-0.18,0.91,3.15
2186,2013-01-12 04:00:00,1,1,1,-0.43,0.92,3.72
2187,2013-01-12 05:00:00,1,1,1,-0.51,0.93,4.01
2188,2013-01-12 06:00:00,1,1,1,-0.33,0.93,4.34
2189,2013-01-12 07:00:00,2,1,1,-1.06,0.92,4.93
2190,2013-01-12 08:00:00,2,1,1,-1.05,0.9,4.97
2191,2013-01-12 09:00:00,2,1,1,-0.51,0.83,5.15
2192,2013-01-12 10:00:00,2,1,1,-0.64,0.76,5.64
2193,2013-01-12 11:00:00,2,1,1,-0.1,0.7,5.9
2194,2013-01-12 12:00:00,2,1,1,0.07,0.61,6.55
2195,2013-01-12 13:00:00,2,1,1,0.03,0.63,6.63
2196,2013-01-12 14:00:00,2,1,1,-0.02,0.64,6.8
2197,2013-01-12 15:00:00,2,1,1,-0.38,0.7,6.21
2198,2013-01-12 16:00:00,3,1,1,-0.56,0.8,6.07
2199,2013-01-12 17:00:00,3,1,1,-0.28,0.8,5.59
2200,2013-01-12 18:00:00,3,1,1,-0.27,0.83,5.35
2201,2013-01-12 19:00:00,3,1,1,-0.49,0.88,4.69
2202,2013-01-12 20:00:00,3,1,1,-0.34,0.89,4.36
2203,2013-01-12 21:00:00,3,1,1,-0.37,0.88,4.85
2204,2013-01-12 22:00:00,2,1,1,-0.36,0.89,4.79
2205,2013-01-12 23:00:00,2,1,1,-0.18,0.85,4.36
2206,2013-01-13 00:00:00,1,1,1,-0.26,0.83,4.42
2207,2013-01-13 01:00:00,1,1,1,-0.09,0.81,4.15
2208,2013-01-13 02:00:00,1,1,1,-0.26,0.78,4.42
2209,2013-01-13 03:00:00,1,1,1,-0.27,0.78,4.17
2210,2013-01-13 04:00:00,1,1,1,-1.0,0.78,4.57
2211,2013-01-13 05:00:00,1,1,1,-0.83,0.73,4.16
2212,2013-01-13 06:00:00,1,1,1,-1.37,0.73,3.95
2213,2013-01-13 07:00:00,2,1,1,-1.18,0.72,3.55
2214,2013-01-13 08:00:00,2,1,1,-1.5,0.71,3.73
2215,2013-01-13 09:00:00,2,1,1,-2.16,0.74,3.5
2216,2013-01-13 10:00:00,2,1,1,-2.06,0.75,3.57
2217,2013-01-13 11:00:00,2,1,1,-1.31,0.74,4.03
2218,2013-01-13 12:00:00,2,1,1,-0.75,0.7,4.0
2219,2013-01-13 13:00:00,2,1,1,-0.69,0.72,3.93
2220,2013-01-13 14:00:00,2,1,1,-0.62,0.72,3.8
2221,2013-01-13 15:00:00,2,1,1,-0.8,0.72,3.73
2222,2013-01-13 16:00:00,3,1,1,-1.08,0.74,3.45
2223,2013-01-13 17:00:00,3,1,1,-1.05,0.76,2.71
2224,2013-01-13 18:00:00,3,1,1,-1.04,0.75,2.58
2225,2013-01-13 19:00:00,3,1,1,-0.96,0.75,2.37
2226,2013-01-13 20:00:00,3,1,1,-0.84,0.73,2.3
2227,2013-01-13 21:00:00,3,1,1,-1.06,0.75,1.98
2228,2013-01-13 22:00:00,2,1,1,-0.28,0.73,1.4
2229,2013-01-13 23:00:00,2,1,1,-0.68,0.72,1.58
2230,2013-01-14 00:00:00,1,0,1,0.94,0.71,1.09
2231,2013-01-14 01:00:00,1,0,1,0.61,0.76,1.21
2232,2013-01-14 02:00:00,1,0,1,0.29,0.82,1.18
2233,2013-01-14 03:00:00,1,0,1,0.63,0.78,0.99
2234,2013-01-14 04:00:00,1,0,1,0.64,0.76,0.76
2235,2013-01-14 05:00:00,1,0,1,-1.28,0.84,1.35
2236,2013-01-14 06:00:00,1,0,1,-2.03,0.92,1.41
2237,2013-01-14 07:00:00,2,0,1,-2.68,0.92,1.81
2238,2013-01-14 08:00:00,2,0,1,-3.14,0.89,2.31
2239,2013-01-14 09:00:00,2,0,1,-3.35,0.87,2.93
2240,2013-01-14 10:00:00,2,0,1,-3.4,0.86,3.34
2241,2013-01-14 11:00:00,2,0,1,-3.08,0.86,3.77
2242,2013-01-14 12:00:00,2,0,1,-2.24,0.9,3.39
2243,2013-01-14 13:00:00,2,0,1,-1.63,0.93,2.81
2244,2013-01-14 14:00:00,2,0,1,-0.93,0.95,2.73
2245,2013-01-14 15:00:00,2,0,1,-0.96,0.96,2.75
2246,2013-01-14 16:00:00,3,0,1,-1.42,0.98,2.99
2247,2013-01-14 17:00:00,3,0,1,-1.37,0.95,3.59
2248,2013-01-14 18:00:00,3,0,1,-1.53,0.95,3.99
2249,2013-01-14 19:00:00,3,0,1,-1.73,0.94,5.17
2250,2013-01-14 20:00:00,3,0,1,-1.34,0.9,5.19
2251,2013-01-14 21:00:00,3,0,1,-1.83,0.9,5.11
2252,2013-01-14 22:00:00,2,0,1,-1.85,0.86,4.98
2253,2013-01-14 23:00:00,2,0,1,-2.55,0.88,5.33
2254,2013-01-15 00:00:00,1,0,1,-2.37,0.85,5.87
2255,2013-01-15 01:00:00,1,0,1,-2.93,0.85,5.87
2256,2013-01-15 02:00:00,1,0,1,-2.62,0.81,6.15
2257,2013-01-15 03:00:00,1,0,1,-2.97,0.84,5.92
2258,2013-01-15 04:00:00,1,0,1,-2.64,0.86,5.27
2259,2013-01-15 05:00:00,1,0,1,-3.16,0.86,5.32
2260,2013-01-15 06:00:00,1,0,1,-2.67,0.86,4.43
2261,2013-01-15 07:00:00,2,0,1,-2.66,0.86,4.08
2262,2013-01-15 08:00:00,2,0,1,-2.51,0.86,3.63
2263,2013-01-15 09:00:00,2,0,1,-2.42,0.89,3.55
2264,2013-01-15 10:00:00,2,0,1,-2.6,0.87,3.83
2265,2013-01-15 11:00:00,2,0,1,-1.57,0.83,3.39
2266,2013-01-15 12:00:00,2,0,1,-1.82,0.85,3.2
2267,2013-01-15 13:00:00,2,0,1,-2.23,0.85,3.66
2268,2013-01-15 14:00:00,2,0,1,-1.23,0.83,3.25
2269,2013-01-15 15:00:00,2,0,1,-0.88,0.81,3.17
2270,2013-01-15 16:00:00,3,0,1,-0.48,0.8,2.55
2271,2013-01-15 17:00:00,3,0,1,-0.51,0.81,2.02
2272,2013-01-15 18:00:00,3,0,1,-0.73,0.84,1.6
2273,2013-01-15 19:00:00,3,0,1,0.89,0.85,1.28
2274,2013-01-15 20:00:00,3,0,1,0.79,0.82,0.93
2275,2013-01-15 21:00:00,3,0,1,0.31,0.83,1.04
2276,2013-01-15 22:00:00,2,0,1,0.2,0.86,0.71
2277,2013-01-15 23:00:00,2,0,1,-0.83,0.91,1.0
2278,2013-01-16 00:00:00,1,0,1,-1.91,0.95,0.66
2279,2013-01-16 01:00:00,1,0,1,-1.02,0.93,0.94
2280,2013-01-16 02:00:00,1,0,1,-3.67,0.93,1.75
2281,2013-01-16 03:00:00,1,0,1,-3.63,0.96,1.42
2282,2013-01-16 04:00:00,1,0,1,-3.83,0.94,1.55
2283,2013-01-16 05:00:00,1,0,1,-4.09,0.97,1.52
2284,2013-01-16 06:00:00,1,0,1,-4.53,0.96,1.81
2285,2013-01-16 07:00:00,2,0,1,-1.79,0.97,1.24
2286,2013-01-16 08:00:00,2,0,1,-4.44,0.97,1.62
2287,2013-01-16 09:00:00,2,0,1,-4.7,0.97,1.81
2288,2013-01-16 10:00:00,2,0,1,-3.19,0.94,1.42
2289,2013-01-16 11:00:00,2,0,1,-0.88,0.92,1.06
2290,2013-01-16 12:00:00,2,0,1,-0.33,0.89,0.77
2291,2013-01-16 13:00:00,2,0,1,-1.8,0.88,1.38
2292,2013-01-16 14:00:00,2,0,1,-1.73,0.88,1.44
2293,2013-01-16 15:00:00,2,0,1,-0.15,0.91,1.23
2294,2013-01-16 16:00:00,3,0,1,-0.25,0.86,1.12
2295,2013-01-16 17:00:00,3,0,1,-0.78,0.86,0.79
2296,2013-01-16 18:00:00,3,0,1,-1.29,0.88,1.03
2297,2013-01-16 19:00:00,3,0,1,-1.74,0.9,1.0
2298,2013-01-16 20:00:00,3,0,1,-1.75,0.89,0.96
2299,2013-01-16 21:00:00,3,0,1,-2.32,0.93,1.04
2300,2013-01-16 22:00:00,2,0,1,-1.61,0.81,1.3
2301,2013-01-16 23:00:00,2,0,1,-2.02,0.83,0.86
2302,2013-01-17 00:00:00,1,0,1,-2.09,0.85,0.65
2303,2013-01-17 01:00:00,1,0,1,-1.57,0.81,0.98
2304,2013-01-17 02:00:00,1,0,1,-1.96,0.87,0.88
2305,2013-01-17 03:00:00,1,0,1,-2.48,0.92,0.68
2306,2013-01-17 04:00:00,1,0,1,-2.87,0.94,0.38
2307,2013-01-17 05:00:00,1,0,1,-3.02,0.94,0.36
2308,2013-01-17 06:00:00,1,0,1,-3.47,0.92,0.08
2309,2013-01-17 07:00:00,2,0,1,-3.86,0.95,0.16
2310,2013-01-17 08:00:00,2,0,1,-3.79,0.95,0.63
2311,2013-01-17 09:00:00,2,0,1,-2.89,0.95,0.75
2312,2013-01-17 10:00:00,2,0,1,-1.49,0.94,0.84
2313,2013-01-17 11:00:00,2,0,1,1.51,0.77,1.06
2314,2013-01-17 12:00:00,2,0,1,2.54,0.74,1.01
2315,2013-01-17 13:00:00,2,0,1,2.57,0.73,0.84
2316,2013-01-17 14:00:00,2,0,1,2.88,0.71,0.92
2317,2013-01-17 15:00:00,2,0,1,0.93,0.74,1.6
2318,2013-01-17 16:00:00,3,0,1,0.21,0.76,1.95
2319,2013-01-17 17:00:00,3,0,1,-0.35,0.73,2.24
2320,2013-01-17 18:00:00,3,0,1,-1.01,0.76,2.41
2321,2013-01-17 19:00:00,3,0,1,-1.29,0.76,2.61
2322,2013-01-17 20:00:00,3,0,1,-1.84,0.8,2.76
2323,2013-01-17 21:00:00,3,0,1,-2.12,0.8,2.98
2324,2013-01-17 22:00:00,2,0,1,-2.08,0.76,3.15
2325,2013-01-17 23:00:00,2,0,1,-1.6,0.74,3.07
2326,2013-01-18 00:00:00,1,0,1,-2.04,0.74,3.16
2327,2013-01-18 01:00:00,1,0,1,-2.27,0.74,3.35
2328,2013-01-18 02:00:00,1,0,1,-3.15,0.76,3.93
2329,2013-01-18 03:00:00,1,0,1,-3.37,0.78,4.2
2330,2013-01-18 04:00:00,1,0,1,-3.83,0.8,4.6
2331,2013-01-18 05:00:00,1,0,1,-4.64,0.83,4.83
2332,2013-01-18 06:00:00,1,0,1,-5.62,0.82,5.53
2333,2013-01-18 07:00:00,2,0,1,-6.71,0.83,5.91
2334,2013-01-18 08:00:00,2,0,1,-7.28,0.84,5.98
2335,2013-01-18 09:00:00,2,0,1,-7.71,0.87,5.65
2336,2013-01-18 10:00:00,2,0,1,-7.58,0.93,5.48
2337,2013-01-18 11:00:00,2,0,1,-7.64,0.92,5.63
2338,2013-01-18 12:00:00,2,0,1,-7.71,0.95,5.82
2339,2013-01-18 13:00:00,2,0,1,-7.8,0.92,5.96
2340,2013-01-18 14:00:00,2,0,1,-7.52,0.92,6.4
2341,2013-01-18 15:00:00,2,0,1,-7.43,0.91,6.34
2342,2013-01-18 16:00:00,3,0,1,-7.28,0.85,6.29
2343,2013-01-18 17:00:00,3,0,1,-6.92,0.88,5.76
2344,2013-01-18 18:00:00,3,0,1,-6.52,0.88,5.2
2345,2013-01-18 19:00:00,3,0,1,-6.09,0.86,5.3
2346,2013-01-18 20:00:00,3,0,1,-6.07,0.86,5.43
2347,2013-01-18 21:00:00,3,0,1,-5.84,0.85,5.61
2348,2013-01-18 22:00:00,2,0,1,-6.13,0.89,5.5
2349,2013-01-18 23:00:00,2,0,1,-5.32,0.86,5.08
2350,2013-01-19 00:00:00,1,1,1,-5.21,0.91,4.18
2351,2013-01-19 01:00:00,1,1,1,-4.53,0.87,3.88
2352,2013-01-19 02:00:00,1,1,1,-4.54,0.89,3.96
2353,2013-01-19 03:00:00,1,1,1,-4.56,0.89,4.01
2354,2013-01-19 04:00:00,1,1,1,-4.18,0.87,4.14
2355,2013-01-19 05:00:00,1,1,1,-4.14,0.89,4.31
2356,2013-01-19 06:00:00,1,1,1,-3.78,0.89,3.81
2357,2013-01-19 07:00:00,2,1,1,-3.59,0.89,3.64
2358,2013-01-19 08:00:00,2,1,1,-2.98,0.89,3.48
2359,2013-01-19 09:00:00,2,1,1,-2.56,0.89,3.0
2360,2013-01-19 10:00:00,2,1,1,-3.04,0.89,3.63
2361,2013-01-19 11:00:00,2,1,1,-3.29,0.89,3.98
2362,2013-01-19 12:00:00,2,1,1,-3.56,0.89,4.49
2363,2013-01-19 13:00:00,2,1,1,-3.79,0.88,4.87
2364,2013-01-19 14:00:00,2,1,1,-3.91,0.88,5.04
2365,2013-01-19 15:00:00,2,1,1,-4.1,0.83,5.0
2366,2013-01-19 16:00:00,3,1,1,-4.41,0.86,4.64
2367,2013-01-19 17:00:00,3,1,1,-4.79,0.83,5.2
2368,2013-01-19 18:00:00,3,1,1,-4.88,0.85,5.19
2369,2013-01-19 19:00:00,3,1,1,-4.76,0.8,5.04
2370,2013-01-19 20:00:00,3,1,1,-5.37,0.79,5.32
2371,2013-01-19 21:00:00,3,1,1,-5.08,0.79,4.78
2372,2013-01-19 22:00:00,2,1,1,-4.94,0.79,4.59
2373,2013-01-19 23:00:00,2,1,1,-4.42,0.78,4.35
2374,2013-01-20 00:00:00,1,1,1,-4.68,0.77,4.78
2375,2013-01-20 01:00:00,1,1,1,-5.19,0.8,4.63
2376,2013-01-20 02:00:00,1,1,1,-5.36,0.83,4.75
2377,2013-01-20 03:00:00,1,1,1,-5.59,0.8,5.15
2378,2013-01-20 04:00:00,1,1,1,-5.88,0.85,4.92
2379,2013-01-20 05:00:00,1,1,1,-5.66,0.87,4.35
2380,2013-01-20 06:00:00,1,1,1,-5.79,0.86,4.6
2381,2013-01-20 07:00:00,2,1,1,-5.51,0.87,4.12
2382,2013-01-20 08:00:00,2,1,1,-5.37,0.89,3.93
2383,2013-01-20 09:00:00,2,1,1,-5.62,0.94,3.44
2384,2013-01-20 10:00:00,2,1,1,-5.56,0.95,3.58
2385,2013-01-20 11:00:00,2,1,1,-4.94,0.94,3.41
2386,2013-01-20 12:00:00,2,1,1,-4.78,0.96,3.37
2387,2013-01-20 13:00:00,2,1,1,-4.05,0.96,3.13
2388,2013-01-20 14:00:00,2,1,1,-3.81,0.96,2.93
2389,2013-01-20 15:00:00,2,1,1,-3.49,0.95,2.73
2390,2013-01-20 16:00:00,3,1,1,-3.37,0.96,2.57
2391,2013-01-20 17:00:00,3,1,1,-3.58,0.96,2.76
2392,2013-01-20 18:00:00,3,1,1,-3.44,0.96,2.59
2393,2013-01-20 19:00:00,3,1,1,-3.07,0.96,2.2
2394,2013-01-20 20:00:00,3,1,1,-3.2,0.96,2.26
2395,2013-01-20 21:00:00,3,1,1,-2.24,0.97,1.52
2396,2013-01-20 22:00:00,2,1,1,-0.46,0.97,1.3
2397,2013-01-20 23:00:00,2,1,1,-0.47,0.94,1.02
2398,2013-01-21 00:00:00,1,0,1,-0.47,0.94,1.16
2399,2013-01-21 01:00:00,1,0,1,-0.84,0.97,1.3
2400,2013-01-21 02:00:00,1,0,1,-0.84,0.96,1.1
2401,2013-01-21 03:00:00,1,0,1,-2.91,0.96,1.69
2402,2013-01-21 04:00:00,1,0,1,-3.32,0.96,1.91
2403,2013-01-21 05:00:00,1,0,1,-2.48,0.96,1.36
2404,2013-01-21 06:00:00,1,0,1,-0.84,0.96,0.98
2405,2013-01-21 07:00:00,2,0,1,-0.86,0.95,1.27
2406,2013-01-21 08:00:00,2,0,1,-2.92,0.93,1.64
2407,2013-01-21 09:00:00,2,0,1,-2.89,0.9,2.0
2408,2013-01-21 10:00:00,2,0,1,-2.72,0.89,2.01
2409,2013-01-21 11:00:00,2,0,1,-1.65,0.85,1.85
2410,2013-01-21 12:00:00,2,0,1,-1.18,0.83,1.66
2411,2013-01-21 13:00:00,2,0,1,-0.37,0.8,1.46
