,datetime,hour,scheduling,acorn,apparentTemperature,humidity,windSpeed
0,2012-10-12 01:00:00,1,0,1,13.09,0.89,6.77
1,2012-10-12 02:00:00,1,0,1,12.54,0.86,6.46
2,2012-10-12 03:00:00,1,0,1,11.94,0.84,6.37
3,2012-10-12 04:00:00,1,0,1,11.47,0.86,6.63
4,2012-10-12 05:00:00,1,0,1,10.87,0.86,6.55
5,2012-10-12 06:00:00,1,0,1,10.37,0.89,6.11
6,2012-10-12 07:00:00,2,0,1,10.39,0.87,6.71
7,2012-10-12 08:00:00,2,0,1,10.29,0.83,6.59
8,2012-10-12 09:00:00,2,0,1,10.94,0.76,6.75
9,2012-10-12 10:00:00,2,0,1,12.32,0.64,7.15
10,2012-10-12 12:00:00,2,0,1,13.86,0.53,6.92
11,2012-10-12 13:00:00,2,0,1,13.99,0.53,7.0
12,2012-10-12 14:00:00,2,0,1,13.52,0.55,6.63
13,2012-10-12 15:00:00,2,0,1,12.69,0.62,6.5
14,2012-10-12 16:00:00,3,0,1,12.46,0.55,5.98
15,2012-10-12 17:00:00,3,0,1,11.31,0.62,4.71
16,2012-10-12 18:00:00,3,0,1,10.39,0.7,3.7
17,2012-10-12 19:00:00,3,0,1,7.66,0.75,3.2
18,2012-10-12 20:00:00,3,0,1,7.16,0.78,3.12
19,2012-10-12 21:00:00,3,0,1,7.82,0.78,2.15
20,2012-10-12 22:00:00,2,0,1,7.12,0.82,2.4
21,2012-10-12 23:00:00,2,0,1,7.63,0.81,2.46
22,2012-10-13 00:00:00,1,1,1,7.55,0.84,2.28
23,2012-10-13 01:00:00,1,1,1,7.34,0.87,1.81
24,2012-10-13 02:00:00,1,1,1,6.75,0.89,1.95
25,2012-10-13 03:00:00,1,1,1,6.89,0.93,1.83
26,2012-10-13 04:00:00,1,1,1,7.22,0.9,1.38
27,2012-10-13 05:00:00,1,1,1,7.33,0.93,1.31
28,2012-10-13 06:00:00,1,1,1,6.5,0.95,1.29
29,2012-10-13 07:00:00,2,1,1,6.47,0.98,1.31
30,2012-10-13 08:00:00,2,1,1,7.84,0.95,0.94
31,2012-10-13 09:00:00,2,1,1,8.36,0.89,1.8
32,2012-10-13 10:00:00,2,1,1,10.66,0.79,2.54
33,2012-10-13 11:00:00,2,1,1,10.58,0.77,2.76
34,2012-10-13 12:00:00,2,1,1,11.43,0.71,3.15
35,2012-10-13 13:00:00,2,1,1,11.38,0.72,3.51
36,2012-10-13 14:00:00,2,1,1,11.53,0.67,3.95
37,2012-10-13 15:00:00,2,1,1,10.11,0.74,3.37
38,2012-10-13 16:00:00,3,1,1,10.27,0.75,3.61
39,2012-10-13 17:00:00,3,1,1,8.22,0.78,3.31
40,2012-10-13 18:00:00,3,1,1,7.06,0.77,3.45
41,2012-10-13 19:00:00,3,1,1,5.26,0.87,3.69
42,2012-10-13 20:00:00,3,1,1,4.63,0.91,3.46
43,2012-10-13 21:00:00,3,1,1,4.31,0.91,3.05
44,2012-10-13 22:00:00,2,1,1,4.01,0.92,3.29
45,2012-10-13 23:00:00,2,1,1,3.89,0.94,2.62
46,2012-10-14 00:00:00,1,1,1,4.03,0.94,2.14
47,2012-10-14 01:00:00,1,1,1,3.38,0.93,2.19
48,2012-10-14 02:00:00,1,1,1,2.79,0.95,2.19
49,2012-10-14 03:00:00,1,1,1,2.3,0.96,2.03
50,2012-10-14 04:00:00,1,1,1,2.32,0.95,1.54
51,2012-10-14 05:00:00,1,1,1,1.65,0.96,1.9
52,2012-10-14 06:00:00,1,1,1,1.64,0.99,1.47
53,2012-10-14 07:00:00,2,1,1,2.81,0.98,1.24
54,2012-10-14 08:00:00,2,1,1,3.26,0.95,1.52
55,2012-10-14 09:00:00,2,1,1,5.33,0.9,1.99
56,2012-10-14 10:00:00,2,1,1,8.15,0.78,2.52
57,2012-10-14 11:00:00,2,1,1,11.07,0.68,3.12
58,2012-10-14 12:00:00,2,1,1,11.78,0.58,3.7
59,2012-10-14 13:00:00,2,1,1,11.88,0.53,3.97
60,2012-10-14 14:00:00,2,1,1,12.32,0.56,3.96
61,2012-10-14 15:00:00,2,1,1,11.98,0.56,4.11
62,2012-10-14 16:00:00,3,1,1,11.43,0.59,4.26
63,2012-10-14 17:00:00,3,1,1,10.72,0.63,3.41
64,2012-10-14 18:00:00,3,1,1,8.11,0.71,2.98
65,2012-10-14 19:00:00,3,1,1,7.34,0.75,3.06
66,2012-10-14 20:00:00,3,1,1,7.27,0.76,2.87
67,2012-10-14 21:00:00,3,1,1,7.52,0.77,2.65
68,2012-10-14 22:00:00,2,1,1,6.67,0.81,2.45
69,2012-10-14 23:00:00,2,1,1,5.14,0.87,2.3
70,2012-10-15 00:00:00,1,0,1,4.32,0.89,1.96
71,2012-10-15 01:00:00,1,0,1,3.66,0.95,1.53
72,2012-10-15 02:00:00,1,0,1,2.88,0.95,1.7
73,2012-10-15 03:00:00,1,0,1,3.02,0.96,1.43
74,2012-10-15 04:00:00,1,0,1,2.83,0.97,1.62
75,2012-10-15 05:00:00,1,0,1,4.73,0.98,1.27
76,2012-10-15 06:00:00,1,0,1,3.61,0.94,2.13
77,2012-10-15 07:00:00,2,0,1,3.72,0.94,1.94
78,2012-10-15 08:00:00,2,0,1,5.38,0.88,2.59
79,2012-10-15 09:00:00,2,0,1,7.35,0.82,3.37
80,2012-10-15 10:00:00,2,0,1,10.47,0.81,4.56
81,2012-10-15 11:00:00,2,0,1,11.67,0.77,5.32
82,2012-10-15 12:00:00,2,0,1,12.27,0.76,5.59
83,2012-10-15 13:00:00,2,0,1,12.66,0.73,5.84
84,2012-10-15 14:00:00,2,0,1,13.03,0.69,5.53
85,2012-10-15 15:00:00,2,0,1,12.62,0.67,4.6
86,2012-10-15 16:00:00,3,0,1,12.51,0.69,3.53
87,2012-10-15 17:00:00,3,0,1,11.57,0.79,3.25
88,2012-10-15 18:00:00,3,0,1,12.17,0.78,4.09
89,2012-10-15 19:00:00,3,0,1,11.78,0.81,3.68
90,2012-10-15 20:00:00,3,0,1,11.38,0.84,3.38
91,2012-10-15 21:00:00,3,0,1,11.77,0.82,3.82
92,2012-10-15 22:00:00,2,0,1,11.46,0.89,3.9
93,2012-10-15 23:00:00,2,0,1,11.56,0.92,4.44
94,2012-10-16 00:00:00,1,0,1,11.61,0.92,5.23
95,2012-10-16 01:00:00,1,0,1,11.67,0.95,6.07
96,2012-10-16 02:00:00,1,0,1,12.09,0.92,6.33
97,2012-10-16 03:00:00,1,0,1,10.95,0.81,7.46
98,2012-10-16 04:00:00,1,0,1,10.21,0.81,6.29
99,2012-10-16 05:00:00,1,0,1,7.26,0.86,5.23
100,2012-10-16 06:00:00,1,0,1,7.15,0.83,5.74
101,2012-10-16 07:00:00,2,0,1,10.32,0.78,6.25
102,2012-10-16 08:00:00,2,0,1,10.9,0.75,6.91
103,2012-10-16 09:00:00,2,0,1,11.96,0.71,8.23
104,2012-10-16 10:00:00,2,0,1,12.99,0.65,7.94
105,2012-10-16 11:00:00,2,0,1,13.59,0.59,8.85
106,2012-10-16 12:00:00,2,0,1,14.08,0.54,8.85
107,2012-10-16 13:00:00,2,0,1,14.34,0.53,8.53
108,2012-10-16 14:00:00,2,0,1,14.74,0.5,8.77
109,2012-10-16 15:00:00,2,0,1,14.64,0.51,7.69
110,2012-10-16 16:00:00,3,0,1,13.67,0.55,5.56
111,2012-10-16 17:00:00,3,0,1,12.39,0.62,3.84
112,2012-10-16 18:00:00,3,0,1,11.22,0.68,3.42
113,2012-10-16 19:00:00,3,0,1,10.53,0.76,3.21
114,2012-10-16 20:00:00,3,0,1,10.02,0.8,2.73
115,2012-10-16 21:00:00,3,0,1,8.21,0.86,1.87
116,2012-10-16 22:00:00,2,0,1,7.74,0.88,2.58
117,2012-10-16 23:00:00,2,0,1,7.41,0.9,2.49
118,2012-10-17 00:00:00,1,0,1,7.76,0.87,3.39
119,2012-10-17 01:00:00,1,0,1,10.33,0.84,4.31
120,2012-10-17 02:00:00,1,0,1,10.98,0.85,5.41
121,2012-10-17 03:00:00,1,0,1,10.95,0.89,6.66
122,2012-10-17 04:00:00,1,0,1,10.6,0.95,7.04
123,2012-10-17 05:00:00,1,0,1,11.57,0.94,6.49
124,2012-10-17 06:00:00,1,0,1,12.81,0.95,6.68
125,2012-10-17 07:00:00,2,0,1,12.8,0.89,5.7
126,2012-10-17 08:00:00,2,0,1,12.89,0.88,5.16
127,2012-10-17 09:00:00,2,0,1,14.34,0.8,5.77
128,2012-10-17 10:00:00,2,0,1,15.18,0.74,6.47
129,2012-10-17 11:00:00,2,0,1,15.92,0.68,7.04
130,2012-10-17 12:00:00,2,0,1,15.63,0.67,7.69
131,2012-10-17 13:00:00,2,0,1,16.6,0.6,7.36
132,2012-10-17 14:00:00,2,0,1,14.91,0.7,6.85
133,2012-10-17 15:00:00,2,0,1,15.39,0.65,5.95
134,2012-10-17 16:00:00,3,0,1,14.18,0.71,4.32
135,2012-10-17 17:00:00,3,0,1,14.08,0.76,3.8
136,2012-10-17 18:00:00,3,0,1,14.02,0.82,3.84
137,2012-10-17 19:00:00,3,0,1,12.9,0.87,4.86
138,2012-10-17 20:00:00,3,0,1,13.18,0.91,4.53
139,2012-10-17 21:00:00,3,0,1,13.11,0.87,4.78
140,2012-10-17 22:00:00,2,0,1,13.12,0.86,4.76
141,2012-10-17 23:00:00,2,0,1,12.71,0.86,4.64
142,2012-10-18 00:00:00,1,0,1,13.09,0.87,4.4
143,2012-10-18 01:00:00,1,0,1,13.08,0.87,4.63
144,2012-10-18 02:00:00,1,0,1,12.67,0.93,4.12
145,2012-10-18 03:00:00,1,0,1,12.69,0.92,4.56
146,2012-10-18 04:00:00,1,0,1,12.66,0.9,4.22
147,2012-10-18 05:00:00,1,0,1,12.99,0.88,3.52
148,2012-10-18 06:00:00,1,0,1,12.59,0.93,3.62
149,2012-10-18 07:00:00,2,0,1,12.15,0.93,3.71
150,2012-10-18 08:00:00,2,0,1,12.73,0.92,3.66
151,2012-10-18 09:00:00,2,0,1,13.67,0.87,4.47
152,2012-10-18 10:00:00,2,0,1,14.63,0.84,4.91
153,2012-10-18 11:00:00,2,0,1,14.79,0.81,5.16
154,2012-10-18 12:00:00,2,0,1,15.21,0.77,5.45
155,2012-10-18 13:00:00,2,0,1,15.43,0.73,5.42
156,2012-10-18 14:00:00,2,0,1,15.85,0.69,5.53
157,2012-10-18 15:00:00,2,0,1,16.04,0.69,5.1
158,2012-10-18 16:00:00,3,0,1,15.1,0.74,4.19
159,2012-10-18 17:00:00,3,0,1,14.11,0.81,3.66
160,2012-10-18 18:00:00,3,0,1,14.05,0.84,3.55
161,2012-10-18 19:00:00,3,0,1,14.03,0.85,3.66
162,2012-10-18 20:00:00,3,0,1,14.02,0.88,3.3
163,2012-10-18 21:00:00,3,0,1,13.69,0.9,3.36
164,2012-10-18 22:00:00,2,0,1,13.6,0.88,2.75
165,2012-10-18 23:00:00,2,0,1,13.21,0.88,1.93
166,2012-10-19 00:00:00,1,0,1,12.93,0.91,1.43
167,2012-10-19 01:00:00,1,0,1,12.48,0.93,1.36
168,2012-10-19 02:00:00,1,0,1,12.4,0.94,0.96
169,2012-10-19 03:00:00,1,0,1,11.98,0.95,0.97
170,2012-10-19 04:00:00,1,0,1,11.98,0.96,0.38
171,2012-10-19 05:00:00,1,0,1,12.03,0.97,0.52
172,2012-10-19 06:00:00,1,0,1,11.99,0.99,1.25
173,2012-10-19 07:00:00,2,0,1,12.01,0.99,1.52
174,2012-10-19 08:00:00,2,0,1,12.49,0.96,1.27
175,2012-10-19 09:00:00,2,0,1,12.92,0.94,1.65
176,2012-10-19 10:00:00,2,0,1,12.99,0.93,1.2
177,2012-10-19 11:00:00,2,0,1,13.01,0.94,1.27
178,2012-10-19 12:00:00,2,0,1,12.92,0.94,2.09
179,2012-10-19 13:00:00,2,0,1,12.5,0.93,2.05
180,2012-10-19 14:00:00,2,0,1,12.13,0.96,2.44
181,2012-10-19 15:00:00,2,0,1,12.51,0.96,2.49
182,2012-10-19 16:00:00,3,0,1,12.09,0.96,1.6
183,2012-10-19 17:00:00,3,0,1,12.06,0.96,1.25
184,2012-10-19 18:00:00,3,0,1,12.13,0.99,1.07
185,2012-10-19 19:00:00,3,0,1,12.19,0.99,0.82
186,2012-10-19 20:00:00,3,0,1,12.19,0.97,1.29
187,2012-10-19 21:00:00,3,0,1,12.16,0.96,1.45
188,2012-10-19 22:00:00,2,0,1,12.08,0.96,2.71
189,2012-10-19 23:00:00,2,0,1,11.97,0.96,2.85
190,2012-10-20 00:00:00,1,1,1,11.91,0.94,2.65
191,2012-10-20 01:00:00,1,1,1,11.45,0.96,2.29
192,2012-10-20 02:00:00,1,1,1,10.97,0.96,2.47
193,2012-10-20 03:00:00,1,1,1,10.78,0.96,2.52
194,2012-10-20 04:00:00,1,1,1,10.19,0.96,2.12
195,2012-10-20 05:00:00,1,1,1,10.2,0.94,1.99
196,2012-10-20 06:00:00,1,1,1,8.9,0.96,1.94
197,2012-10-20 07:00:00,2,1,1,9.22,0.96,1.43
198,2012-10-20 08:00:00,2,1,1,9.42,0.96,1.52
199,2012-10-20 09:00:00,2,1,1,10.32,0.97,1.55
200,2012-10-20 10:00:00,2,1,1,11.41,0.93,1.6
201,2012-10-20 11:00:00,2,1,1,12.45,0.88,1.13
202,2012-10-20 12:00:00,2,1,1,13.06,0.79,0.99
203,2012-10-20 13:00:00,2,1,1,13.97,0.75,0.67
204,2012-10-20 14:00:00,2,1,1,14.01,0.77,0.63
205,2012-10-20 15:00:00,2,1,1,13.6,0.81,0.88
206,2012-10-20 16:00:00,3,1,1,12.67,0.86,0.98
207,2012-10-20 17:00:00,3,1,1,12.56,0.85,1.02
208,2012-10-20 18:00:00,3,1,1,12.83,0.85,1.1
209,2012-10-20 19:00:00,3,1,1,12.35,0.91,0.84
210,2012-10-20 20:00:00,3,1,1,11.91,0.93,0.78
211,2012-10-20 21:00:00,3,1,1,11.47,0.93,1.06
212,2012-10-20 22:00:00,2,1,1,11.32,0.95,0.72
213,2012-10-20 23:00:00,2,1,1,11.28,0.95,1.17
214,2012-10-21 00:00:00,1,1,1,10.87,0.95,2.38
215,2012-10-21 01:00:00,1,1,1,10.66,0.96,2.48
216,2012-10-21 02:00:00,1,1,1,10.31,0.95,2.94
217,2012-10-21 03:00:00,1,1,1,10.21,0.94,2.96
218,2012-10-21 04:00:00,1,1,1,10.22,0.93,2.78
219,2012-10-21 05:00:00,1,1,1,10.21,0.93,2.36
220,2012-10-21 06:00:00,1,1,1,10.19,0.94,2.21
221,2012-10-21 07:00:00,2,1,1,10.24,0.94,2.48
222,2012-10-21 08:00:00,2,1,1,10.4,0.92,3.06
223,2012-10-21 09:00:00,2,1,1,10.88,0.9,3.69
224,2012-10-21 10:00:00,2,1,1,11.43,0.9,3.92
225,2012-10-21 11:00:00,2,1,1,11.91,0.9,4.24
226,2012-10-21 12:00:00,2,1,1,12.41,0.88,4.72
227,2012-10-21 13:00:00,2,1,1,12.4,0.91,4.82
228,2012-10-21 14:00:00,2,1,1,12.39,0.91,4.6
229,2012-10-21 15:00:00,2,1,1,12.37,0.91,4.33
230,2012-10-21 16:00:00,3,1,1,12.03,0.95,4.28
231,2012-10-21 17:00:00,3,1,1,11.94,0.96,4.17
232,2012-10-21 18:00:00,3,1,1,11.62,0.98,4.34
233,2012-10-21 19:00:00,3,1,1,11.6,0.96,3.93
234,2012-10-21 20:00:00,3,1,1,12.01,0.96,3.6
235,2012-10-21 21:00:00,3,1,1,12.01,0.96,3.25
236,2012-10-21 22:00:00,2,1,1,11.99,0.96,3.13
237,2012-10-21 23:00:00,2,1,1,12.02,0.96,3.09
238,2012-10-22 00:00:00,1,0,1,12.11,0.99,3.02
239,2012-10-22 01:00:00,1,0,1,12.51,0.97,2.53
240,2012-10-22 02:00:00,1,0,1,12.53,0.97,2.65
241,2012-10-22 03:00:00,1,0,1,12.59,1.0,2.47
242,2012-10-22 04:00:00,1,0,1,12.63,1.0,2.15
243,2012-10-22 05:00:00,1,0,1,12.68,1.0,2.57
244,2012-10-22 06:00:00,1,0,1,12.78,1.0,2.29
245,2012-10-22 07:00:00,2,0,1,13.14,0.99,2.65
246,2012-10-22 08:00:00,2,0,1,13.16,1.0,2.97
247,2012-10-22 09:00:00,2,0,1,13.68,0.99,3.09
248,2012-10-22 10:00:00,2,0,1,13.89,0.99,2.95
249,2012-10-22 11:00:00,2,0,1,14.23,0.97,2.99
250,2012-10-22 12:00:00,2,0,1,14.34,0.99,2.83
251,2012-10-22 13:00:00,2,0,1,14.39,0.99,2.87
252,2012-10-22 14:00:00,2,0,1,14.49,0.97,2.74
253,2012-10-22 15:00:00,2,0,1,14.79,0.97,2.65
254,2012-10-22 16:00:00,3,0,1,14.68,0.97,2.44
255,2012-10-22 17:00:00,3,0,1,14.65,0.97,2.38
256,2012-10-22 18:00:00,3,0,1,14.61,0.97,2.37
257,2012-10-22 19:00:00,3,0,1,14.59,0.97,2.23
258,2012-10-22 20:00:00,3,0,1,14.61,0.97,2.11
259,2012-10-22 21:00:00,3,0,1,14.13,0.97,2.08
260,2012-10-22 22:00:00,2,0,1,14.08,0.97,1.99
261,2012-10-22 23:00:00,2,0,1,14.05,0.97,2.11
262,2012-10-23 00:00:00,1,0,1,13.67,0.96,2.22
263,2012-10-23 01:00:00,1,0,1,13.57,0.97,1.69
264,2012-10-23 02:00:00,1,0,1,13.57,0.97,1.9
265,2012-10-23 03:00:00,1,0,1,13.14,1.0,2.41
266,2012-10-23 04:00:00,1,0,1,13.01,1.0,2.6
267,2012-10-23 05:00:00,1,0,1,12.98,0.97,2.58
268,2012-10-23 06:00:00,1,0,1,12.54,1.0,2.16
269,2012-10-23 07:00:00,2,0,1,12.51,0.97,2.49
270,2012-10-23 08:00:00,2,0,1,12.46,0.97,2.67
271,2012-10-23 09:00:00,2,0,1,12.49,0.97,2.57
272,2012-10-23 10:00:00,2,0,1,12.51,0.97,1.98
273,2012-10-23 11:00:00,2,0,1,12.7,0.97,2.06
274,2012-10-23 12:00:00,2,0,1,12.94,0.95,2.49
275,2012-10-23 13:00:00,2,0,1,13.08,0.95,2.33
276,2012-10-23 14:00:00,2,0,1,13.13,0.97,2.55
277,2012-10-23 15:00:00,2,0,1,13.41,0.95,2.45
278,2012-10-23 16:00:00,3,0,1,13.51,0.95,2.57
279,2012-10-23 17:00:00,3,0,1,13.51,0.95,2.89
280,2012-10-23 18:00:00,3,0,1,13.48,0.95,2.77
281,2012-10-23 19:00:00,3,0,1,13.52,0.94,2.39
282,2012-10-23 20:00:00,3,0,1,13.47,0.95,2.26
283,2012-10-23 21:00:00,3,0,1,13.5,0.95,2.45
284,2012-10-23 22:00:00,2,0,1,13.47,0.95,2.44
285,2012-10-23 23:00:00,2,0,1,13.53,0.95,2.15
286,2012-10-24 00:00:00,1,0,1,13.13,0.99,2.47
287,2012-10-24 01:00:00,1,0,1,13.57,0.97,2.56
288,2012-10-24 02:00:00,1,0,1,13.54,0.94,2.59
289,2012-10-24 03:00:00,1,0,1,13.45,0.95,2.47
290,2012-10-24 04:00:00,1,0,1,13.45,0.95,2.64
291,2012-10-24 05:00:00,1,0,1,13.09,0.97,3.1
292,2012-10-24 06:00:00,1,0,1,13.08,0.97,3.2
293,2012-10-24 07:00:00,2,0,1,13.13,0.97,3.53
294,2012-10-24 08:00:00,2,0,1,13.54,0.96,3.48
295,2012-10-24 09:00:00,2,0,1,14.08,0.94,3.78
296,2012-10-24 10:00:00,2,0,1,14.59,0.91,4.16
297,2012-10-24 11:00:00,2,0,1,14.91,0.91,4.4
298,2012-10-24 12:00:00,2,0,1,15.18,0.88,4.36
299,2012-10-24 13:00:00,2,0,1,15.7,0.85,4.58
300,2012-10-24 14:00:00,2,0,1,16.18,0.81,4.12
301,2012-10-24 15:00:00,2,0,1,16.1,0.81,4.12
302,2012-10-24 16:00:00,3,0,1,15.53,0.84,3.65
303,2012-10-24 17:00:00,3,0,1,14.81,0.85,3.88
304,2012-10-24 18:00:00,3,0,1,14.01,0.89,3.78
305,2012-10-24 19:00:00,3,0,1,14.0,0.91,4.15
306,2012-10-24 20:00:00,3,0,1,13.98,0.92,4.21
307,2012-10-24 21:00:00,3,0,1,13.99,0.91,4.47
308,2012-10-24 22:00:00,2,0,1,13.92,0.94,4.5
309,2012-10-24 23:00:00,2,0,1,13.6,0.96,4.29
310,2012-10-25 00:00:00,1,0,1,13.58,0.97,4.66
311,2012-10-25 01:00:00,1,0,1,13.61,0.97,4.91
312,2012-10-25 02:00:00,1,0,1,13.21,0.96,4.68
313,2012-10-25 03:00:00,1,0,1,13.13,0.96,5.19
314,2012-10-25 04:00:00,1,0,1,13.1,0.96,4.52
315,2012-10-25 05:00:00,1,0,1,13.06,0.94,4.26
316,2012-10-25 06:00:00,1,0,1,12.97,0.95,4.38
317,2012-10-25 07:00:00,2,0,1,12.94,0.94,4.51
318,2012-10-25 08:00:00,2,0,1,13.28,0.93,4.79
319,2012-10-25 09:00:00,2,0,1,12.89,0.96,4.74
320,2012-10-25 10:00:00,2,0,1,12.51,0.97,5.05
321,2012-10-25 11:00:00,2,0,1,12.51,0.93,5.4
322,2012-10-25 12:00:00,2,0,1,12.48,0.93,5.7
323,2012-10-25 13:00:00,2,0,1,12.91,0.9,5.4
324,2012-10-25 14:00:00,2,0,1,12.89,0.86,5.87
325,2012-10-25 15:00:00,2,0,1,12.78,0.81,6.23
326,2012-10-25 16:00:00,3,0,1,12.29,0.82,5.41
327,2012-10-25 17:00:00,3,0,1,12.23,0.82,5.47
328,2012-10-25 18:00:00,3,0,1,11.24,0.86,6.3
329,2012-10-25 19:00:00,3,0,1,10.6,0.86,5.86
330,2012-10-25 20:00:00,3,0,1,10.15,0.82,6.12
331,2012-10-25 21:00:00,3,0,1,10.16,0.82,5.68
332,2012-10-25 22:00:00,2,0,1,10.09,0.82,5.5
333,2012-10-25 23:00:00,2,0,1,10.11,0.79,5.57
334,2012-10-26 00:00:00,1,0,1,6.91,0.78,6.01
335,2012-10-26 01:00:00,1,0,1,6.99,0.78,5.63
336,2012-10-26 02:00:00,1,0,1,6.95,0.76,5.53
337,2012-10-26 03:00:00,1,0,1,6.46,0.81,5.14
338,2012-10-26 04:00:00,1,0,1,6.26,0.84,5.56
339,2012-10-26 05:00:00,1,0,1,5.76,0.84,5.28
340,2012-10-26 06:00:00,1,0,1,6.08,0.82,5.56
341,2012-10-26 07:00:00,2,0,1,5.61,0.82,5.25
342,2012-10-26 08:00:00,2,0,1,5.82,0.82,5.11
343,2012-10-26 09:00:00,2,0,1,5.67,0.79,5.12
344,2012-10-26 10:00:00,2,0,1,5.59,0.8,4.97
345,2012-10-26 11:00:00,2,0,1,5.68,0.81,5.19
346,2012-10-26 12:00:00,2,0,1,5.68,0.79,5.06
347,2012-10-26 13:00:00,2,0,1,5.78,0.76,4.73
348,2012-10-26 14:00:00,2,0,1,6.19,0.72,4.68
349,2012-10-26 15:00:00,2,0,1,4.21,0.78,4.99
350,2012-10-26 16:00:00,3,0,1,3.61,0.83,5.61
351,2012-10-26 17:00:00,3,0,1,4.03,0.79,5.23
352,2012-10-26 18:00:00,3,0,1,3.17,0.77,5.49
353,2012-10-26 19:00:00,3,0,1,3.03,0.72,5.31
354,2012-10-26 20:00:00,3,0,1,1.62,0.78,6.1
355,2012-10-26 21:00:00,3,0,1,0.95,0.8,6.37
356,2012-10-26 22:00:00,2,0,1,-0.37,0.82,6.62
357,2012-10-26 23:00:00,2,0,1,-0.52,0.78,6.41
358,2012-10-27 00:00:00,1,1,1,-1.16,0.8,6.23
359,2012-10-27 01:00:00,1,1,1,-1.36,0.78,6.49
360,2012-10-27 02:00:00,1,1,1,-2.15,0.78,6.97
361,2012-10-27 03:00:00,1,1,1,-2.56,0.8,6.63
362,2012-10-27 04:00:00,1,1,1,-2.02,0.8,6.7
363,2012-10-27 05:00:00,1,1,1,-2.04,0.81,6.45
364,2012-10-27 06:00:00,1,1,1,-2.33,0.85,6.21
365,2012-10-27 07:00:00,2,1,1,-2.01,0.89,5.56
366,2012-10-27 08:00:00,2,1,1,-0.76,0.83,5.63
367,2012-10-27 09:00:00,2,1,1,1.05,0.76,6.17
368,2012-10-27 10:00:00,2,1,1,2.26,0.67,7.02
369,2012-10-27 11:00:00,2,1,1,3.3,0.67,7.46
370,2012-10-27 12:00:00,2,1,1,3.78,0.68,7.62
371,2012-10-27 13:00:00,2,1,1,3.66,0.74,6.85
372,2012-10-27 14:00:00,2,1,1,3.61,0.74,6.77
373,2012-10-27 15:00:00,2,1,1,3.51,0.76,5.89
374,2012-10-27 16:00:00,3,1,1,2.99,0.74,5.86
375,2012-10-27 17:00:00,3,1,1,1.68,0.84,5.11
376,2012-10-27 18:00:00,3,1,1,1.76,0.86,4.54
377,2012-10-27 19:00:00,3,1,1,1.73,0.89,3.1
378,2012-10-27 20:00:00,3,1,1,1.8,0.88,3.4
379,2012-10-27 21:00:00,3,1,1,2.07,0.86,3.56
380,2012-10-27 22:00:00,2,1,1,2.11,0.84,3.35
381,2012-10-27 23:00:00,2,1,1,1.92,0.84,2.7
382,2012-10-28 00:00:00,1,1,1,1.78,0.84,2.13
383,2012-10-28 01:00:00,1,1,1,0.93,0.89,1.94
384,2012-10-28 02:00:00,1,1,1,0.25,0.92,1.69
385,2012-10-28 03:00:00,1,1,1,-0.12,0.92,1.8
386,2012-10-28 04:00:00,1,1,1,-0.94,0.94,2.13
387,2012-10-28 05:00:00,1,1,1,-0.82,0.92,2.51
388,2012-10-28 06:00:00,1,1,1,-0.36,0.91,2.27
389,2012-10-28 07:00:00,2,1,1,-0.01,0.89,2.62
390,2012-10-28 08:00:00,2,1,1,0.06,0.89,3.06
391,2012-10-28 09:00:00,2,1,1,2.2,0.83,3.5
392,2012-10-28 10:00:00,2,1,1,3.52,0.8,4.22
393,2012-10-28 11:00:00,2,1,1,4.05,0.81,4.57
394,2012-10-28 12:00:00,2,1,1,4.37,0.84,4.37
395,2012-10-28 13:00:00,2,1,1,5.5,0.84,4.67
396,2012-10-28 14:00:00,2,1,1,6.09,0.84,4.68
397,2012-10-28 15:00:00,2,1,1,6.85,0.84,4.3
398,2012-10-28 16:00:00,3,1,1,6.81,0.84,4.2
399,2012-10-28 17:00:00,3,1,1,6.89,0.86,3.91
400,2012-10-28 18:00:00,3,1,1,6.86,0.88,3.8
401,2012-10-28 19:00:00,3,1,1,6.31,0.9,3.82
402,2012-10-28 20:00:00,3,1,1,5.76,0.93,3.88
403,2012-10-28 21:00:00,3,1,1,5.54,0.94,4.13
404,2012-10-28 22:00:00,2,1,1,5.25,0.96,3.82
405,2012-10-28 23:00:00,2,1,1,5.26,0.96,3.79
406,2012-10-29 00:00:00,1,0,1,5.48,0.96,3.38
407,2012-10-29 01:00:00,1,0,1,5.47,0.96,3.38
408,2012-10-29 02:00:00,1,0,1,5.64,0.95,3.12
409,2012-10-29 03:00:00,1,0,1,5.91,0.95,2.69
410,2012-10-29 04:00:00,1,0,1,6.02,0.93,2.55
411,2012-10-29 05:00:00,1,0,1,5.81,0.92,2.93
412,2012-10-29 06:00:00,1,0,1,6.13,0.9,3.17
413,2012-10-29 07:00:00,2,0,1,5.97,0.92,3.62
414,2012-10-29 08:00:00,2,0,1,6.64,0.92,3.42
415,2012-10-29 09:00:00,2,0,1,7.48,0.89,3.49
416,2012-10-29 10:00:00,2,0,1,10.48,0.86,3.96
417,2012-10-29 11:00:00,2,0,1,11.83,0.78,5.06
418,2012-10-29 12:00:00,2,0,1,12.4,0.77,5.16
419,2012-10-29 13:00:00,2,0,1,12.36,0.74,4.88
420,2012-10-29 14:00:00,2,0,1,12.16,0.76,4.3
421,2012-10-29 15:00:00,2,0,1,11.81,0.79,3.1
